doc_id,topic,model,data,loss,gradient,tensor,training,vector,matrix,recipe,oven,flour,sauce,simmer,knife,dough,flavour,orbit,telescope,galaxy,spectrum,comet,nebula,parsec,eclipse,striker,offside,penalty,midfield,keeper,stadium,kickoff,referee,the,of,and,a,to,in,is,for
d03199,astronomy,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,9,9,11,11,8,10,18,13,0,1,0,0,0,0,0,0,14,14,19,15,17,10,16,14
d03200,astronomy,1,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,17,15,16,10,17,16,18,11,1,0,0,0,0,0,0,0,34,30,35,30,32,34,24,29
d03201,astronomy,2,2,1,0,1,0,0,1,0,0,0,0,1,1,0,2,7,13,10,11,8,10,4,9,1,1,0,0,0,1,0,0,18,14,11,16,20,12,12,13
d03202,cooking,0,1,2,0,0,0,0,1,5,3,11,8,6,3,5,7,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,13,10,8,9,10,17,4,10
d03203,machine_learning,4,13,4,3,0,9,2,6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,14,10,7,5,16,15,17
d03204,cooking,0,2,1,1,0,1,1,0,5,7,10,16,9,12,5,9,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,0,10,16,18,15,10,14,19,19
d03205,astronomy,2,0,1,1,1,0,1,0,0,2,3,1,2,2,2,1,30,19,20,20,19,29,23,14,3,0,0,3,0,2,2,0,43,28,56,46,27,39,44,31
d03206,astronomy,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,6,3,3,4,8,6,6,9,0,1,0,0,0,0,1,1,13,9,11,11,8,13,10,5
d03207,football,1,0,1,0,1,3,0,0,0,2,2,0,2,0,1,0,0,1,2,2,1,2,1,3,25,24,17,17,12,12,19,17,35,26,28,30,33,31,26,28
d03208,machine_learning,27,21,33,38,27,32,23,28,2,1,1,0,2,3,1,1,2,1,4,1,2,1,3,0,0,2,1,1,3,2,2,2,55,62,46,39,51,51,66,69
d03209,machine_learning,11,18,11,15,23,15,9,15,1,1,1,1,1,1,0,3,0,0,2,0,0,0,4,1,0,0,0,2,0,0,0,3,19,24,20,18,23,27,22,21
d03210,machine_learning,9,14,12,13,9,25,12,11,1,0,2,0,0,1,1,0,2,2,1,0,1,0,0,0,1,0,2,0,0,0,0,0,21,13,15,15,14,12,16,17
d03211,astronomy,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,14,22,14,16,10,11,14,16,0,1,0,0,0,0,2,0,23,24,26,19,20,17,27,20
d03212,astronomy,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,3,2,2,4,5,1,4,0,0,0,0,0,0,0,1,3,5,1,6,5,0,8,7
d03213,astronomy,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,25,21,17,19,13,15,16,16,1,2,1,1,0,0,1,0,34,28,32,30,22,24,24,29
d03214,machine_learning,42,35,34,36,43,23,41,32,2,5,0,1,2,1,1,1,1,2,0,0,1,3,3,2,1,1,1,1,0,1,1,1,43,62,66,69,60,70,59,57
d03215,football,1,0,1,0,1,0,1,0,1,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,12,4,8,6,5,9,9,11,13,11,10,14,15,13,15,10
d03216,football,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4,4,7,7,6,6,7,7,15,13,13,7,5,9,13,14
d03217,astronomy,0,1,0,3,0,1,0,0,0,1,1,0,4,0,1,1,15,14,10,14,17,12,21,15,1,1,1,1,0,1,0,0,27,18,21,20,17,23,26,29
d03218,cooking,0,1,0,0,0,1,3,1,11,3,2,2,7,6,7,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,15,9,13,8,7,14,9
d03219,astronomy,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,9,15,22,13,23,19,16,1,1,1,2,1,1,0,0,22,21,20,34,26,25,18,23
d03220,football,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,18,8,13,21,14,12,17,14,18,19,17,26,19,16,15,18
d03221,astronomy,0,0,0,1,1,0,0,1,0,2,0,0,1,0,0,1,9,4,5,12,10,6,7,7,0,0,1,0,1,1,1,0,12,14,14,13,21,12,16,17
d03222,cooking,2,0,1,0,3,1,1,1,21,27,18,28,27,18,31,18,2,0,1,0,2,1,2,0,1,1,0,1,2,0,1,0,40,26,39,33,34,29,23,34
d03223,machine_learning,20,27,32,26,29,26,30,36,0,2,0,0,2,0,1,0,1,4,3,0,2,0,1,2,2,2,2,0,0,4,0,1,44,36,60,45,39,38,58,34
d03224,machine_learning,8,13,22,16,21,10,14,14,1,0,0,1,0,0,2,0,0,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,18,14,18,28,18,17,22,10
d03225,machine_learning,49,54,37,49,59,43,57,49,3,1,0,1,5,4,3,1,6,2,4,2,0,2,0,3,2,4,3,3,0,2,0,7,74,88,92,82,75,66,79,94
d03226,cooking,1,1,0,1,0,1,1,3,10,25,24,18,22,23,23,27,2,1,0,2,1,0,1,1,4,3,0,0,1,2,3,2,37,40,32,36,32,37,34,38
d03227,machine_learning,18,19,18,11,18,17,20,22,0,0,3,1,0,1,0,1,0,4,0,0,1,0,1,0,2,1,0,0,1,0,0,1,24,24,31,37,27,31,25,26
d03228,astronomy,2,0,0,0,1,0,1,0,0,2,0,2,0,0,0,1,13,8,10,12,15,14,20,10,3,1,2,1,0,1,0,1,15,20,12,17,18,24,20,20
d03229,astronomy,2,1,0,1,1,1,0,2,1,2,0,0,0,2,1,0,17,18,29,20,21,21,14,12,0,0,0,0,0,3,1,1,31,29,35,26,38,22,33,27
d03230,cooking,0,0,0,1,0,0,0,0,6,2,3,3,6,3,6,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,9,8,8,11,7,5,7,6
d03231,football,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,7,6,7,5,11,13,3,5,6,6,11,15
d03232,astronomy,0,1,1,1,2,5,1,2,1,1,2,1,1,0,0,0,26,24,20,24,14,30,34,21,1,3,0,1,1,2,0,2,48,55,39,54,56,40,46,47
d03233,astronomy,0,1,1,0,0,0,2,0,0,0,0,1,0,2,0,1,11,9,13,4,13,7,8,13,1,1,1,0,0,0,1,0,17,14,11,6,11,18,8,8
d03234,cooking,1,1,1,0,1,0,2,0,31,23,15,21,27,17,15,14,1,0,0,1,2,2,0,4,0,0,3,0,1,0,1,0,33,37,46,37,33,40,36,34
d03235,cooking,0,0,4,0,2,0,0,0,23,7,15,11,15,20,10,25,4,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,21,19,29,18,22,16,29,27
d03236,football,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,6,9,5,4,4,4,5,12,10,13,9,11,7,15,8
d03237,machine_learning,25,32,20,31,31,22,33,35,2,0,1,2,2,2,1,1,2,1,2,0,1,0,1,1,0,1,1,0,2,4,1,2,48,63,53,56,58,57,50,60
d03238,cooking,0,1,0,1,0,0,1,0,10,8,7,4,10,7,9,5,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,5,16,15,7,4,12,18,12
d03239,cooking,2,5,2,2,0,4,2,1,33,41,39,59,43,39,45,40,2,1,3,2,1,1,2,4,0,2,2,2,2,3,0,2,82,88,78,66,59,74,64,70
d03240,astronomy,2,1,2,5,3,2,4,3,3,3,4,0,8,2,1,6,50,50,50,52,53,63,47,63,6,4,4,2,3,2,2,2,87,113,97,95,87,74,102,87
d03241,machine_learning,24,14,13,13,12,16,12,13,0,0,0,2,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,29,27,23,23,22,25,27,21
d03242,cooking,0,1,0,2,2,0,1,1,24,37,31,33,30,27,28,30,2,1,1,3,0,3,2,2,2,0,0,3,2,1,2,2,56,46,48,59,54,43,59,46
d03243,cooking,2,1,2,2,4,2,0,1,41,43,38,41,43,32,35,43,0,3,2,1,4,1,1,4,0,3,1,2,2,0,2,2,67,72,75,76,68,65,76,68
d03244,astronomy,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,6,5,10,2,5,9,7,14,0,0,0,0,1,0,0,0,8,13,7,6,7,14,12,10
d03245,astronomy,0,1,2,1,0,1,0,0,0,1,1,3,0,2,1,1,21,25,17,23,23,28,34,29,2,1,2,1,1,1,1,1,38,41,37,45,34,41,35,36
d03246,astronomy,0,1,0,2,2,0,1,1,0,0,0,1,0,0,0,0,15,14,19,12,24,19,16,10,0,1,1,0,2,0,0,0,17,27,32,23,23,25,23,32
d03247,astronomy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1,2,4,5,4,0,0,0,0,1,1,0,0,7,8,2,6,4,6,7,4
d03248,football,3,3,2,0,0,0,3,1,2,1,0,0,1,2,0,0,1,0,1,1,0,2,1,2,30,26,20,21,17,30,32,28,50,45,32,45,51,47,49,55
d03249,football,1,0,0,1,1,0,1,0,2,1,0,0,0,1,3,1,0,0,0,0,0,1,1,2,9,6,8,9,8,13,9,14,22,19,14,25,28,22,16,22
d03250,football,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,2,8,14,16,11,10,11,11,10,16,19,13,23,20,20,27,24
d03251,football,1,1,1,2,1,0,0,2,1,4,1,2,3,2,2,1,1,0,0,0,0,0,1,1,19,25,38,23,30,25,29,40,44,32,41,44,32,45,42,37
d03252,cooking,1,2,1,1,0,1,1,2,17,5,5,16,8,16,9,7,1,1,0,2,0,1,1,0,0,0,1,0,1,1,1,0,18,14,14,18,19,20,20,16
d03253,cooking,0,0,0,0,0,0,2,2,11,19,9,13,15,19,18,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21,13,16,27,23,19,17,22
d03254,astronomy,1,3,2,4,0,1,1,1,1,2,1,2,3,0,2,3,34,36,30,37,33,27,37,39,5,0,2,2,3,2,3,1,61,60,45,60,64,57,69,72
d03255,cooking,0,2,2,1,0,1,0,1,9,11,13,15,16,15,14,11,0,1,0,2,1,1,0,1,0,2,1,1,1,3,1,1,24,20,16,21,13,22,24,22
d03256,machine_learning,22,10,13,19,12,12,14,14,0,1,1,0,0,1,1,0,0,0,1,1,0,2,0,5,1,1,1,0,0,2,1,4,20,23,18,25,18,21,22,18
d03257,astronomy,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,8,10,10,8,8,9,5,13,0,0,0,0,0,1,0,0,13,11,12,17,13,11,11,14
d03258,cooking,0,1,0,2,2,2,0,1,29,12,20,15,25,18,21,21,0,1,0,4,0,1,1,1,2,1,2,0,2,1,0,3,26,20,35,40,27,29,36,36
d03259,football,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,8,13,2,7,10,9,10,8,12,19,14,20,13,18,15,14
d03260,machine_learning,23,18,26,37,24,24,26,18,1,1,1,0,2,1,1,2,0,3,1,0,0,0,2,0,0,0,1,1,1,0,2,2,34,35,43,45,43,37,36,32
d03261,cooking,0,0,1,2,0,0,1,0,12,7,6,4,7,14,13,13,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,13,18,18,25,14,11,15,25
d03262,astronomy,0,1,0,0,1,0,0,1,2,2,2,1,1,1,2,0,11,18,18,18,7,16,12,23,2,1,1,0,0,1,1,0,20,22,24,18,29,22,23,26
d03263,astronomy,1,1,0,1,0,0,0,1,1,0,0,1,1,2,0,2,21,17,21,18,19,13,23,15,0,1,1,0,0,4,1,0,31,36,27,27,22,27,32,33
d03264,football,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,1,0,0,0,9,10,10,17,17,14,15,12,9,12,14,19,15,15,17,18
d03265,machine_learning,8,14,9,8,16,16,6,13,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,0,25,18,24,13,27,16,8,22
d03266,cooking,1,1,1,2,0,1,1,0,26,28,35,27,23,20,23,38,0,3,0,0,3,0,1,1,1,2,0,1,2,0,0,1,34,39,54,36,40,36,33,42
d03267,astronomy,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,5,6,6,10,5,7,4,5,0,0,1,0,0,0,0,0,8,6,11,15,13,10,7,11
d03268,astronomy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8,4,4,10,6,10,6,5,1,1,0,1,0,0,0,0,11,19,16,8,19,19,15,13
d03269,machine_learning,14,16,16,16,11,19,17,23,1,0,0,1,4,2,0,0,2,0,0,1,1,1,1,1,2,0,1,2,1,0,0,2,33,37,31,26,23,30,37,32
d03270,cooking,0,1,1,0,0,1,1,1,6,9,12,10,11,11,9,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,16,9,25,18,21,12,21,22
d03271,football,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,2,0,1,8,7,12,6,2,8,5,5,10,12,11,7,10,10,18,12
d03272,machine_learning,11,3,4,11,7,5,8,9,0,1,0,2,0,0,1,0,1,0,0,1,1,0,1,0,0,2,0,1,0,1,0,0,12,13,12,14,16,12,13,13
d03273,football,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,9,11,12,5,11,11,11,9,15,8,16,15,18,9,13,12
d03274,astronomy,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,6,4,5,3,5,5,4,6,0,0,0,0,0,0,0,0,10,16,13,12,11,11,5,10
d03275,astronomy,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,9,5,10,15,14,8,6,7,1,1,1,2,0,0,1,0,13,13,13,17,11,10,14,14
d03276,astronomy,1,3,1,3,5,3,4,2,2,2,0,1,2,4,0,3,57,42,47,51,51,46,44,49,4,1,3,1,3,1,2,2,70,82,80,68,78,78,105,80
d03277,football,1,2,5,7,7,7,3,4,4,3,1,3,4,0,4,2,7,5,4,4,3,1,3,4,70,75,76,81,68,72,66,70,121,106,95,105,115,98,115,117
d03278,astronomy,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,11,13,12,12,8,8,10,10,1,0,0,0,0,0,0,0,12,18,14,13,11,18,13,15
d03279,cooking,3,2,0,1,2,2,0,0,13,20,12,28,22,22,26,30,0,0,1,2,1,2,1,0,0,1,2,1,1,1,1,0,21,27,42,29,26,39,45,33
d03280,cooking,0,0,2,3,0,0,0,0,15,19,13,16,15,16,11,16,0,2,1,0,1,2,0,2,1,0,0,0,1,1,1,0,27,20,29,23,32,38,28,23
d03281,cooking,2,3,3,1,2,2,3,0,26,44,44,44,38,35,35,36,2,1,2,2,4,1,3,4,3,2,0,1,1,3,2,3,67,63,64,69,73,65,63,72
d03282,astronomy,1,0,1,1,3,2,2,0,1,3,1,1,1,0,0,1,28,36,28,29,29,30,35,29,0,0,1,1,1,2,0,1,45,50,55,62,56,54,43,41
d03283,machine_learning,18,18,21,16,15,25,22,17,1,0,1,1,1,2,1,2,0,0,1,1,1,1,3,1,0,1,0,0,1,1,3,0,29,33,29,27,38,26,31,30
d03284,cooking,0,0,0,0,0,0,0,0,7,6,8,8,10,8,6,5,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,9,13,13,15,12,15,22,12
d03285,cooking,0,1,0,0,0,0,0,0,4,10,5,7,7,6,3,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,9,6,6,11,12,7,10
d03286,machine_learning,14,14,10,15,14,7,7,13,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,2,1,16,15,13,24,19,18,13,17
d03287,cooking,1,1,0,0,1,1,1,1,12,14,20,10,15,17,16,13,1,1,0,2,2,2,0,1,0,0,0,0,1,0,1,0,18,19,22,22,16,28,16,27
d03288,football,2,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10,11,15,11,11,10,9,13,9,13,15,13,16,15,17,22
d03289,machine_learning,17,19,16,23,15,23,24,16,2,3,0,0,1,0,2,1,0,0,2,2,2,1,1,1,0,0,3,1,2,1,0,0,32,29,40,31,33,31,40,37
d03290,football,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,8,6,6,6,4,8,5,4,11,9,9,12,9,8,6,7
d03291,astronomy,1,0,1,0,0,1,1,0,2,1,1,1,0,0,0,0,14,15,17,10,11,17,7,13,1,0,0,1,2,0,2,1,23,19,19,19,18,19,18,17
d03292,machine_learning,10,18,9,13,10,9,10,16,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,14,13,14,14,18,22,10,20
d03293,machine_learning,23,27,15,19,25,16,20,16,3,2,2,0,0,0,1,0,1,2,0,0,2,2,1,2,0,1,1,0,2,2,1,2,26,38,21,39,31,43,41,33
d03294,football,2,1,2,3,2,3,1,7,4,1,2,2,2,5,2,2,2,0,1,2,2,3,3,3,62,62,60,62,61,53,76,78,112,104,85,122,102,105,84,95
d03295,cooking,0,1,0,1,1,0,1,0,17,17,23,13,18,15,20,23,1,2,1,1,0,1,0,0,1,2,1,5,2,1,0,0,33,30,38,33,27,25,32,37
d03296,machine_learning,21,22,22,16,23,18,23,15,1,0,0,1,0,0,0,0,0,2,1,0,2,0,1,2,0,0,2,0,0,1,1,1,21,32,30,40,34,33,25,35
d03297,cooking,1,0,0,0,0,0,0,2,24,12,16,13,15,20,27,17,0,2,1,0,1,0,1,1,1,2,2,1,0,0,0,2,26,35,23,29,22,20,24,27
d03298,machine_learning,7,4,6,5,9,6,7,5,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,8,15,10,11,7,10,6,11
d03299,football,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,12,13,11,14,15,15,16,11,15,19,12,19,28,14,22,20
d03300,machine_learning,51,51,47,47,46,35,43,38,2,1,2,3,2,4,0,2,0,1,2,2,5,1,2,3,1,4,1,1,4,0,0,1,78,71,75,67,77,79,73,65
d03301,cooking,2,2,3,3,2,2,1,1,41,46,33,39,30,40,36,40,3,2,1,4,0,1,4,3,4,2,3,3,2,0,0,1,55,64,67,59,86,58,62,64
d03302,cooking,1,0,0,1,0,0,0,0,11,12,11,17,12,10,10,7,0,0,0,2,0,0,1,2,1,0,1,0,0,0,1,0,12,24,14,16,19,15,19,20
d03303,football,0,1,1,0,0,2,2,1,1,2,0,1,0,3,0,0,0,0,0,1,1,0,0,2,11,13,12,15,21,14,19,16,26,17,24,29,24,35,26,31
d03304,cooking,0,0,1,0,0,0,0,0,16,12,15,10,14,11,6,16,1,1,1,3,1,1,2,0,1,1,0,1,0,0,0,0,22,25,27,15,18,16,24,28
d03305,cooking,0,3,1,0,0,1,0,2,10,16,19,21,12,16,19,16,2,0,1,0,0,2,1,0,1,0,1,2,2,0,2,2,27,23,37,29,26,20,24,19
d03306,football,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,2,2,1,0,8,8,7,12,19,12,18,13,21,25,8,22,25,19,27,20
d03307,cooking,0,1,0,0,0,0,0,0,5,10,7,12,17,7,15,8,1,0,0,1,1,0,1,1,0,0,2,0,0,1,1,0,17,10,12,17,18,15,16,9
d03308,football,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,5,7,8,3,4,8,11,6,9,7,11,12,13,16,13,8
d03309,cooking,0,0,1,1,0,1,0,0,8,16,8,10,10,9,13,10,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,16,13,19,12,25,9,15,7
d03310,machine_learning,19,27,33,27,25,30,22,20,0,1,1,3,0,1,0,0,1,1,2,2,0,0,1,4,0,2,1,1,1,1,1,2,36,40,29,43,29,32,41,33
d03311,cooking,0,5,0,0,4,0,0,0,19,14,13,16,18,12,15,17,0,1,1,1,2,0,0,2,0,1,1,0,0,1,1,0,26,34,29,23,30,27,22,31
d03312,cooking,0,0,0,1,0,0,0,0,2,8,8,8,1,4,5,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,4,8,4,11,8,8,9,6
d03313,astronomy,1,2,1,1,0,1,0,0,0,0,2,0,1,1,0,1,16,9,13,16,12,9,22,22,0,2,1,1,2,0,0,0,25,26,17,26,23,24,11,24
d03314,machine_learning,17,18,21,11,19,13,17,22,0,2,1,2,0,0,1,0,1,3,2,1,0,1,0,2,0,1,1,1,1,1,1,0,22,24,29,26,27,23,24,35
d03315,astronomy,0,1,1,0,1,2,1,0,1,0,0,1,1,0,1,2,21,11,12,14,20,15,12,14,0,0,2,0,0,1,2,2,25,26,23,14,20,29,33,25
d03316,football,2,0,0,0,0,2,0,3,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,9,9,9,8,12,7,6,9,11,10,9,14,21,14,13,18
d03317,machine_learning,6,2,6,2,7,6,4,6,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,10,8,12,5,3,6,5
d03318,astronomy,1,1,2,0,2,0,1,4,0,1,1,2,0,0,0,1,8,9,7,7,16,12,10,5,0,1,0,1,1,0,0,0,18,17,16,20,14,16,19,15
d03319,football,1,1,0,1,0,0,1,0,1,1,1,1,0,1,2,2,2,0,0,0,0,0,1,3,14,22,27,21,24,23,14,18,31,31,25,25,21,28,41,35
d03320,football,3,2,1,1,0,3,4,5,4,3,2,5,4,2,1,4,1,2,3,4,5,3,4,4,56,55,62,54,61,53,66,53,92,103,103,78,123,96,88,118
d03321,astronomy,3,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,7,18,19,21,10,11,22,13,2,2,1,1,0,0,2,2,29,25,15,25,22,29,25,23
d03322,astronomy,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,3,8,5,6,6,5,8,1,0,0,0,2,0,0,0,13,15,10,12,14,14,8,15
d03323,astronomy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2,1,2,6,5,1,6,0,0,0,1,0,0,0,0,5,5,4,5,7,5,6,9
d03324,football,5,4,5,3,0,2,6,3,1,4,2,1,2,1,4,1,1,3,2,3,5,2,3,3,58,53,57,66,61,54,60,57,114,95,89,84,114,100,111,97
d03325,football,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,5,5,11,10,10,4,10,6,10,9,13,12,6,11,10,12
d03326,cooking,0,0,1,0,2,0,0,0,8,10,18,13,12,14,18,15,0,0,0,1,0,1,1,0,2,0,0,1,1,0,1,0,23,22,15,17,18,17,20,18
d03327,astronomy,0,0,0,2,1,1,0,2,0,0,1,1,0,0,0,1,16,10,13,11,15,14,13,8,0,1,0,0,0,0,1,0,25,20,20,19,26,9,22,20
d03328,cooking,8,8,6,2,10,9,13,6,184,173,188,184,212,196,182,182,7,15,11,9,9,16,8,5,8,7,7,10,6,10,5,12,280,334,295,324,303,305,312,315
d03329,astronomy,1,0,0,1,1,0,2,1,1,3,2,2,3,0,1,1,26,24,30,16,31,32,22,17,0,1,0,3,0,0,1,1,46,37,37,41,34,39,47,41
d03330,astronomy,0,2,0,2,1,2,2,0,1,1,1,0,0,0,0,1,34,18,16,17,15,20,24,23,1,3,1,1,2,1,0,1,39,27,32,25,48,32,52,43
d03331,football,1,1,0,0,2,0,2,0,3,0,0,0,1,0,2,0,0,0,0,4,0,1,0,0,12,9,19,16,6,9,6,9,19,16,17,16,19,13,23,14
d03332,machine_learning,5,16,12,5,12,11,10,13,1,0,1,1,1,0,1,1,2,2,0,0,2,0,0,0,2,1,2,0,0,1,0,0,19,28,23,22,18,20,19,19
d03333,cooking,0,0,0,1,0,0,0,1,6,1,7,6,3,6,10,5,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,7,6,15,10,10,3,16,7
d03334,machine_learning,67,74,60,71,54,63,70,56,4,1,2,5,4,0,3,2,5,2,4,2,3,3,3,4,5,2,5,2,4,2,2,3,97,94,98,100,97,107,104,100
d03335,astronomy,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,8,9,3,7,7,5,13,8,0,0,0,0,0,2,3,0,12,9,8,7,11,10,11,14
d03336,football,0,0,1,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,3,9,3,3,10,4,6,6,11,13,8,14,5,11,9,8
d03337,cooking,0,1,1,0,0,0,0,0,4,1,3,2,6,10,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,5,9,8,4,13,13,7
d03338,football,1,1,3,1,2,3,1,0,2,2,1,1,2,2,0,1,1,1,2,2,0,1,2,1,30,27,20,24,25,34,31,31,52,55,50,41,45,33,54,39
d03339,machine_learning,10,23,20,10,16,18,12,11,0,2,0,2,2,1,2,2,0,1,0,0,0,0,2,1,1,1,1,0,0,1,0,0,29,28,29,33,32,29,31,18
d03340,astronomy,1,1,2,2,1,0,0,1,0,1,0,1,0,3,1,2,27,17,26,23,19,11,18,28,0,1,1,2,1,2,1,0,24,27,28,28,17,30,19,24
d03341,machine_learning,18,20,17,22,16,19,24,15,0,2,1,0,1,0,0,1,1,2,1,1,0,1,3,3,0,0,0,0,2,1,2,2,31,41,28,32,33,35,34,36
d03342,football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,8,2,6,6,5,9,4,7,9,7,7,9,6,7,5
d03343,cooking,0,0,0,0,1,0,2,1,20,27,20,19,21,22,17,18,0,2,2,1,1,2,3,0,1,1,1,0,2,0,1,1,45,43,43,39,32,37,40,38
d03344,machine_learning,10,9,9,8,13,14,13,10,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,15,15,17,13,18,15,18,6
d03345,astronomy,2,0,2,5,3,4,7,4,1,1,0,4,1,5,0,5,58,69,55,52,56,76,49,60,4,4,2,2,2,2,1,4,96,97,93,101,127,110,109,81
d03346,football,2,3,2,0,1,0,2,2,0,1,4,1,2,0,2,0,0,2,1,2,2,1,0,0,33,34,30,36,24,38,37,42,51,60,47,53,57,65,54,53
d03347,astronomy,0,0,2,0,0,3,1,1,0,1,2,1,1,2,0,1,16,15,14,20,20,15,16,22,1,0,0,1,0,1,0,0,20,24,24,34,28,26,31,30
d03348,machine_learning,44,37,39,33,27,26,37,26,0,1,2,1,1,0,1,1,4,0,1,1,2,1,3,2,1,1,2,3,1,2,2,1,51,76,66,51,61,45,59,74
d03349,football,1,1,0,3,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,5,15,17,21,15,19,12,14,39,20,20,22,15,21,22,27
d03350,football,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,7,12,8,11,7,14,7,16,17,16,13,16,14,11,17
d03351,cooking,0,0,0,0,0,0,0,0,4,5,5,3,6,5,2,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,3,5,4,3
d03352,astronomy,1,2,0,3,2,3,1,0,0,2,0,2,0,4,2,1,25,38,22,31,30,38,35,35,0,1,2,1,1,1,0,3,46,52,59,56,45,53,50,49
d03353,astronomy,1,1,1,1,0,4,1,0,0,1,1,0,0,0,0,0,17,17,28,20,30,22,32,24,2,3,2,1,1,2,2,0,30,45,38,44,49,43,39,33
d03354,football,2,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,12,5,6,3,6,7,9,8,16,13,13,10,13,7,11,16
