ticket_id,customer_id,row_split,label,n_tokens,first_response_seconds,score_urgent,logit_urgent,logit_normal,logit_spam,tokens
2329,1000,train,normal,105,1814.12,0.11325,-1.2181,2.4079,-0.4914,account suggestion feedback error typo someday support error account cosmetic click someday payment error billing account typo whenever billing charge password help invoice feedback click account someday account minor account error click account account update question support help help password curious login minor account nice nice nice login billing account typo cannot wondering login login question minor question billing curious feedback documentation suggestion someday login click someday cosmetic documentation nice wondering page documentation suggestion suggestion cosmetic charge payment whenever nice click error account billing click nice wondering curious minor cosmetic billing help account wondering error cannot order minor minor payment minor order question minor billing
2330,918,train,urgent,10,246.2,0.76569,3.0985,-0.2219,-2.5356,data account account critical urgent breach billing down down customers
2331,808,train,urgent,34,174.94,0.82933,1.4319,-0.0713,-1.6441,loss click revenue reset data loss billing down billing failing escalate critical revenue failing down urgent data loss production help charge data account customers production account urgent customers billing urgent account help critical production
2332,426,train,normal,22,364.79,0.39044,-0.0056,2.8034,-2.4761,payment feedback billing minor account typo nice help documentation update billing refund curious minor whenever cannot minor typo login login typo documentation
2333,273,val,normal,33,1321.29,0.15358,-1.1973,2.3884,-0.7844,cosmetic account wondering support wondering charge order curious account account payment cosmetic cosmetic question invoice someday billing curious documentation feedback payment cosmetic feedback invoice error charge click question whenever someday whenever curious typo
2334,50,train,normal,41,261.24,0.21433,-0.7867,1.599,-0.9532,account curious typo billing click cannot billing password login order charge invoice nice screen whenever account whenever cosmetic documentation click cosmetic minor screen support account help curious whenever reset feedback whenever support typo feedback someday cannot error typo question account curious
2335,464,train,normal,32,130.84,0.25916,-0.2989,1.7812,-2.4908,help documentation someday cannot minor order billing nice billing cannot someday cannot suggestion curious cosmetic account suggestion documentation billing nice documentation click cannot account question error feedback curious typo cannot account billing
2336,691,train,normal,21,201.39,0.19118,0.4386,2.826,-1.9362,question wondering billing wondering billing wondering suggestion typo click question update someday invoice billing cosmetic cannot typo wondering wondering invoice curious
2337,254,train,normal,265,596.53,0.41924,-0.843,2.531,-1.227,wondering question minor billing error account nice suggestion feedback whenever login cannot nice wondering typo suggestion account feedback account billing order cannot account someday whenever documentation documentation question nice question help someday cosmetic cannot curious someday wondering documentation refund nice whenever someday billing account account update suggestion error documentation error nice minor support documentation down nice please feedback account minor click error charge question minor whenever feedback support cosmetic cosmetic documentation account click order account whenever wondering account account charge account suggestion minor suggestion feedback charge wondering typo cosmetic documentation account account error typo charge order suggestion curious update cannot login nice account update someday billing refund question cosmetic page account error suggestion question suggestion feedback curious account nice someday please account password documentation account minor cannot curious refund curious nice cosmetic curious refund cannot question account page question question invoice minor error minor curious charge nice billing cosmetic question wondering account account payment cosmetic account nice account suggestion billing whenever typo wondering please account cannot cannot nice account suggestion typo billing account charge feedback wondering documentation question charge account someday someday cosmetic cannot feedback order billing billing curious suggestion nice password wondering cannot cannot order page billing error someday billing billing nice nice whenever suggestion minor screen question nice someday question error account screen account nice payment error cannot click curious reset billing nice wondering invoice whenever screen curious typo charge reset account curious cannot login documentation whenever minor suggestion wondering account question minor whenever billing account account billing curious curious billing feedback someday charge someday whenever thanks wondering wondering please cannot billing account
2338,515,train,urgent,61,1811.82,0.79024,1.9806,-0.9843,-1.6964,urgent blocked billing failing invoice data account data blocked error billing blocked data down payment breach down account cannot data loss production error down billing down blocked typo breach charge data blocked account down escalate order urgent breach escalate blocked error account failing escalate critical revenue urgent account invoice critical failing production down blocked outage thanks account outage revenue account breach
2339,400,train,urgent,36,536.08,0.70282,2.9534,-0.2912,-1.5438,loss billing urgent breach revenue billing failing cannot down loss invoice down customers production blocked outage urgent billing escalate customers cannot account critical billing urgent account production production production data account critical billing critical click click
2340,742,train,urgent,17,1122.56,0.54048,1.3697,-1.6643,-2.689,failing account error blocked outage customers failing down urgent revenue order screen customers payment account revenue loss
2341,172,train,normal,68,89.88,0.1342,-1.0685,3.0636,-1.6621,charge billing please question question billing error password feedback feedback billing charge account password wondering documentation question cannot nice billing minor question wondering account documentation typo someday cannot curious account account curious whenever question typo error documentation error feedback billing charge account account account invoice account cannot account curious suggestion refund cosmetic account payment feedback click question cosmetic typo typo suggestion order page cosmetic documentation account charge screen
2342,826,train,normal,25,196.17,0.19355,0.8426,1.8258,-1.4368,error account login account urgent question documentation account cosmetic account charge account help help someday curious minor account login refund wondering cosmetic account account typo
2343,993,train,normal,58,714.52,0.42841,-0.6418,1.2367,-1.4625,typo cannot typo account login nice wondering documentation minor feedback feedback suggestion documentation account account account billing feedback help curious wondering account password click account minor someday invoice cosmetic whenever error wondering billing account question wondering wondering billing error account billing account production help billing documentation question whenever help account account page minor billing cannot password cosmetic cosmetic
2344,799,val,normal,31,2569.42,0.17083,2.0541,2.7994,-1.9862,question billing billing order whenever cosmetic refund someday billing wondering suggestion account nice refund billing page documentation refund account page someday payment billing nice login help charge page curious billing account
2345,123,val,normal,8,680.67,0.22766,-1.4273,1.8615,-2.972,question curious help question cosmetic typo account cosmetic
2346,642,test,normal,97,2250.37,0.08699,-0.3833,2.0114,-2.954,account billing nice wondering minor someday suggestion whenever minor invoice typo cannot account documentation cosmetic minor account cannot account suggestion click billing order account charge suggestion page whenever question minor update account billing billing suggestion feedback typo charge minor blocked password cannot curious please blocked billing whenever account cosmetic account account charge account account account minor suggestion invoice page curious critical minor typo account order documentation account typo cannot invoice curious suggestion account account suggestion invoice whenever support help wondering minor question order cannot account production minor wondering error account billing typo charge charge payment curious click
2347,700,train,normal,11,150.21,0.27976,-0.124,2.5587,-2.2329,feedback support cannot someday feedback documentation suggestion page invoice cosmetic order
2348,269,train,normal,61,1663.2,0.21047,-0.6787,1.196,-2.6668,billing curious question account wondering click whenever whenever minor error whenever cosmetic payment feedback account typo help nice account nice error nice someday someday curious account page please payment support account error suggestion help typo feedback thanks minor account whenever minor charge minor suggestion curious account login nice account click feedback click screen help billing nice help curious charge charge feedback
2349,244,train,urgent,40,13.71,0.72046,1.2174,0.2856,-0.8665,billing click failing account charge account support critical blocked invoice click data breach production charge breach blocked data outage urgent critical billing charge account down account data urgent help account critical outage outage loss data production down customers billing breach
2350,28,train,normal,107,620.22,0.14887,0.8105,2.0317,-1.2555,cosmetic cosmetic nice feedback payment update whenever nice nice billing billing documentation curious billing whenever account account invoice down payment question billing curious account account billing error minor page account billing charge feedback order wondering whenever page wondering click billing someday curious page cannot cosmetic question nice account login documentation billing typo documentation order suggestion password account order someday documentation wondering cosmetic whenever whenever question curious password account page cosmetic order documentation click cannot charge cannot billing account billing error someday someday billing question invoice wondering whenever invoice charge documentation nice someday charge charge curious cannot whenever suggestion question minor curious someday someday someday account typo feedback
2351,967,train,urgent,33,164.56,0.93963,1.1522,-1.2367,-1.6313,update loss escalate screen order update critical password failing down feedback data breach urgent account account customers urgent data critical escalate blocked account outage data customers thanks failing down breach outage account failing
2352,99,train,urgent,22,153.06,0.8417,1.9537,0.614,-2.7051,account critical billing urgent account help critical refund revenue help escalate billing critical critical revenue data loss outage production urgent account error
2353,832,val,normal,26,722.47,0.36589,-1.5005,2.7581,2.834,account someday whenever cosmetic curious feedback refund account suggestion whenever minor minor wondering nice feedback error order minor wondering error charge someday cannot help click minor
2354,679,train,normal,41,70.6,0.23689,0.1143,0.3604,-1.7035,thanks typo account billing nice question click error cannot question account wondering documentation billing curious screen question error error billing billing billing feedback someday documentation feedback cosmetic billing whenever wondering cosmetic refund account billing order cannot account error account someday charge
2355,181,train,urgent,20,350.14,0.43098,2.8777,-0.9524,-2.2924,data click loss charge account outage cannot breach refund outage blocked critical down update loss escalate data failing support critical
2356,33,train,normal,44,504.92,0.04879,-0.1568,1.4363,-1.8866,account account whenever charge screen wondering minor cosmetic feedback someday whenever charge minor account documentation wondering account documentation documentation question whenever curious nice question typo someday typo cannot feedback curious billing nice cannot documentation cannot documentation typo feedback screen someday documentation payment account billing
2357,175,train,normal,135,46.9,0.19739,0.9854,2.0913,-0.0637,account support password curious whenever billing login password question question suggestion support cosmetic feedback please refund documentation billing charge curious cannot account minor charge question suggestion curious typo curious suggestion cosmetic support account suggestion cosmetic billing suggestion account typo cosmetic cosmetic billing curious billing feedback whenever charge typo documentation account wondering account page documentation cannot account whenever someday account login refund cannot click billing billing password minor typo account thanks nice page order billing curious whenever refund someday page wondering charge minor escalate typo minor cosmetic documentation typo cosmetic thanks account cannot someday documentation curious whenever password cannot wondering wondering cannot billing wondering question charge account refund question someday question documentation account minor suggestion cannot cannot account someday cosmetic billing minor error feedback charge account question billing account password someday error whenever billing curious help
2358,919,test,normal,11,351.64,0.41622,0.5209,1.0178,-2.4592,payment page screen curious account error question account question password support
2359,369,val,normal,52,398.89,0.4727,-2.0149,2.5295,-1.4201,cosmetic question curious nice question cannot minor account charge curious account curious feedback wondering wondering wondering billing account whenever typo billing account cannot wondering typo cannot feedback account feedback question account order payment billing billing account billing refund wondering cannot help typo billing whenever account account account click account invoice account account
2360,104,train,normal,13,759.14,0.16587,-1.5774,1.5997,-2.1989,login minor nice account typo wondering question support suggestion cosmetic documentation invoice someday
2361,273,train,urgent,18,237.31,0.78917,2.3097,-1.0577,-3.8518,account data cannot urgent order blocked charge revenue down production escalate failing down error blocked help invoice urgent
2362,634,train,normal,15,589.85,0.16334,-1.2485,2.8711,-1.1241,account refund billing update whenever billing feedback curious billing suggestion cannot account cosmetic documentation question
2363,697,train,normal,29,590.8,0.52485,-0.6242,2.3419,-2.0928,whenever minor curious billing reset someday typo account feedback curious question error documentation cannot question billing charge billing suggestion question feedback suggestion account someday charge documentation someday error wondering
2364,6,test,normal,27,652.53,0.22089,-1.6345,1.6783,-2.6921,wondering cosmetic someday invoice order whenever wondering typo documentation account documentation account screen cosmetic please login update cannot curious feedback cosmetic typo cosmetic account account cannot billing
2365,147,train,normal,54,244.28,0.15857,-0.1788,3.364,-1.1357,login documentation minor someday invoice click account account minor curious charge billing minor someday minor feedback click cosmetic password billing support account cosmetic suggestion account wondering account cosmetic curious account suggestion someday account suggestion payment account suggestion reset curious charge invoice click account typo cannot question error help account cosmetic question payment minor refund
2366,573,train,normal,8,542.95,0.07395,-0.6347,1.6768,-2.6162,invoice curious login support nice loss wondering account
2367,515,train,normal,37,179.08,0.2556,0.6296,0.665,-2.3522,billing cosmetic page wondering billing feedback login documentation account cosmetic account curious help reset cannot screen someday charge error curious suggestion feedback cannot documentation wondering order documentation invoice account account account billing suggestion nice account typo feedback
2368,294,train,normal,28,1102.99,0.24431,-1.2646,1.9396,-0.477,minor account minor account suggestion billing minor cannot screen suggestion whenever billing cosmetic account typo wondering wondering click wondering account minor account cosmetic minor account error billing help
2369,248,train,normal,8,217.68,0.28074,-0.0867,2.6452,-3.6024,account minor help account billing cosmetic screen question
2370,86,train,normal,49,324.57,0.17146,-1.5157,1.9187,-0.929,account minor account cosmetic feedback click billing documentation billing billing cannot cannot question suggestion screen account suggestion invoice cannot question question someday documentation account typo whenever minor wondering order error billing minor charge billing account billing feedback charge typo cosmetic click billing billing whenever invoice account account cosmetic typo
2371,133,val,urgent,92,904.83,0.78369,1.2794,0.2933,-0.8172,urgent outage cannot help data payment account down account escalate urgent click production customers account down password error click click charge down loss down revenue production outage failing urgent failing escalate down outage billing account breach breach error loss payment blocked data failing outage down account account outage outage account error billing account cannot support blocked outage cannot login outage screen data refund loss billing urgent revenue click charge customers loss thanks invoice breach failing failing escalate breach revenue account billing account critical urgent loss page customers charge reset cannot outage urgent
2372,864,train,normal,22,433.91,0.25922,0.334,1.1683,-1.8424,nice whenever documentation whenever minor wondering help typo update reset error curious invoice billing page cannot suggestion documentation account wondering billing suggestion
2373,164,train,urgent,8,1382.53,0.54149,2.8977,0.3892,-1.6237,urgent blocked click billing customers production account outage
2374,636,train,normal,8,27.76,0.18135,-2.4143,1.1243,-2.3287,account account account whenever minor cosmetic billing click
2375,429,train,normal,18,500.72,0.53322,-0.4176,2.2866,-0.8856,billing wondering suggestion curious cosmetic update help suggestion error login charge page account billing account typo cannot billing
2376,693,train,normal,83,1864.54,0.39033,-0.3352,1.6317,2.1881,invoice charge cannot help someday account error cannot charge login account charge documentation payment cannot minor billing charge account feedback cosmetic wondering feedback cosmetic cannot typo whenever please feedback invoice invoice error billing minor someday whenever someday cannot screen account nice someday wondering typo someday nice question invoice login someday invoice invoice cosmetic someday billing documentation billing cosmetic reset whenever account wondering someday wondering minor typo suggestion documentation billing someday update cannot charge minor feedback account wondering question screen cosmetic someday password curious
2377,134,train,urgent,8,370.11,0.70152,1.715,-1.1809,-2.0857,production error production breach outage outage outage failing
2378,372,val,normal,40,1107.68,0.56678,-1.6588,1.2715,-1.6149,minor payment account nice question update curious wondering account documentation click account support support cosmetic cannot nice typo reset billing typo account minor account error cosmetic help billing charge account error account minor whenever whenever nice billing cosmetic account login
2379,371,train,normal,49,151.7,0.33287,-1.5514,0.5263,-1.664,someday wondering suggestion nice nice thanks curious update cosmetic someday click wondering order suggestion charge whenever please cosmetic minor whenever question documentation suggestion someday order someday curious typo nice wondering cosmetic support suggestion click curious cosmetic billing account billing update minor help reset account minor account password billing curious
2380,632,train,normal,17,1155.84,0.30531,-0.2999,1.8228,-0.9771,minor nice cosmetic account question login order minor account curious typo billing cosmetic error thanks error someday
2381,459,train,normal,53,1564.38,0.29658,-1.2169,1.3235,-2.1706,reset documentation login documentation suggestion account payment thanks cosmetic typo payment billing whenever minor invoice documentation minor cosmetic feedback click account cannot suggestion typo help typo minor whenever error whenever click billing whenever feedback billing question question documentation update error invoice refund billing refund blocked question cosmetic account billing account charge account typo
2382,572,train,normal,8,559.83,0.34937,-1.2014,0.8536,-0.9094,curious question typo account documentation typo account cosmetic
2383,726,train,urgent,39,287.45,0.69814,3.0208,-0.5023,-1.0336,production reset order error production page data cannot reset billing blocked loss down urgent charge charge billing charge urgent failing order password urgent outage critical loss error customers account urgent outage revenue login account failing charge data click urgent
2384,790,train,urgent,34,349.15,0.86666,3.3637,0.0139,-2.653,down down down failing account account critical breach outage account outage blocked critical billing refund account critical invoice critical breach account blocked login revenue outage urgent charge invoice down login production failing urgent urgent
2385,112,train,urgent,22,974.89,0.72636,2.3537,-0.4918,-0.6621,down cannot account data down breach critical thanks revenue customers click account failing outage data cannot failing cannot please cannot account password
2386,165,train,normal,20,485.61,0.01878,-0.2096,1.4851,-2.2922,error please support billing minor account cannot charge wondering documentation reset billing wondering feedback typo billing whenever nice cosmetic whenever
2387,334,train,normal,79,1553.65,0.25067,-0.9267,1.1764,-1.9533,account cannot order payment documentation cosmetic payment typo whenever account whenever account wondering nice cannot account documentation nice whenever documentation reset someday curious suggestion suggestion cannot loss wondering wondering error nice nice wondering nice curious cannot click help click someday minor documentation billing curious someday someday account data click whenever documentation nice whenever account feedback cannot documentation billing cannot curious typo error nice invoice account billing question charge please cannot account documentation account page error billing account reset typo
2388,556,train,urgent,28,77.22,0.73558,0.4193,-0.1635,-3.4209,escalate account password down account account production outage cannot customers screen critical revenue revenue critical down revenue production cannot down revenue critical outage help down revenue failing failing
2389,838,val,normal,11,989.43,0.18822,-0.456,2.6676,-0.2928,wondering curious minor wondering nice account question charge typo wondering typo
2390,29,train,normal,26,1151.52,0.20941,-0.8546,2.1238,-1.5835,someday billing screen whenever account typo cannot billing thanks billing login account whenever suggestion cannot click someday account documentation click minor typo cosmetic cosmetic wondering minor
2391,542,val,urgent,136,117.42,0.1772,1.7041,-1.5864,1.2836,billing order login failing outage down outage down loss production account blocked help outage invoice loss failing outage escalate critical outage payment data account revenue critical customers login loss outage customers account urgent loss help breach reset outage data critical cannot down account down refund failing account reset loss loss escalate production revenue blocked data invoice order blocked breach outage urgent billing cannot update account critical billing breach error loss loss charge billing critical cannot payment account login account billing data cannot outage customers escalate cannot down revenue account help escalate revenue production page billing charge breach breach help blocked data cannot billing billing account down blocked failing revenue breach critical billing urgent down support cannot blocked update breach payment failing down account escalate failing support charge cannot account down breach customers update charge data urgent
2392,371,train,normal,8,204.92,0.36606,2.0851,1.8786,-1.9703,nice suggestion question billing cannot curious documentation help
2393,2,train,urgent,100,286.22,0.92028,2.9835,-1.0034,-1.7375,account data billing urgent data billing down critical critical down production data outage revenue revenue revenue production critical critical failing thanks screen page critical blocked down data account failing outage loss down outage reset outage failing help charge account error down failing account production outage loss account blocked billing blocked customers help data production help down escalate urgent customers customers urgent failing customers charge escalate data outage data login login breach click documentation down billing critical down revenue cannot customers loss blocked refund failing outage data blocked loss outage payment outage order revenue blocked loss account outage reset account escalate
2394,345,train,normal,45,702.69,0.17703,-0.5543,3.2215,-2.6683,invoice account wondering click curious order billing error order typo billing cosmetic cosmetic suggestion please question typo charge someday billing invoice question reset question minor documentation page cannot minor someday suggestion account minor error cannot feedback whenever click whenever password account cosmetic refund cannot curious
2395,274,train,urgent,42,563.04,0.66975,1.2918,-0.4063,-0.9719,customers customers click breach outage breach blocked escalate cannot escalate page production revenue production outage blocked charge loss invoice payment customers critical payment account outage data breach failing failing charge cannot urgent urgent account account help invoice failing down account blocked customers
2396,954,train,normal,12,714.71,0.40899,-0.9803,3.9954,-2.8374,documentation account cannot question typo login curious account whenever cosmetic billing account
2397,880,train,normal,8,43.48,0.43405,-1.0612,0.7112,-1.4878,login cannot documentation account nice whenever update typo
2398,946,train,normal,58,239.17,0.26258,-1.4403,3.3008,-3.0865,cosmetic question cosmetic help account someday error payment question someday click screen cannot error account minor account cosmetic someday typo click minor wondering charge curious billing refund documentation someday account typo minor account wondering nice billing help account login someday account cosmetic typo account cosmetic cannot minor wondering whenever nice whenever click reset curious wondering wondering breach charge
2399,352,train,urgent,109,1087.69,0.75638,1.2397,-0.3863,-1.6085,urgent failing loss wondering outage data urgent charge data failing login password urgent billing charge outage failing click error outage blocked outage cannot breach invoice data account customers critical escalate outage support down failing charge urgent error production critical customers loss cannot down data urgent help click urgent data click critical failing revenue help outage click blocked urgent click outage customers account failing account critical account revenue cannot password blocked revenue escalate billing urgent critical revenue revenue click escalate payment data payment login revenue blocked login production breach urgent help down critical data customers click revenue loss breach failing login production breach urgent customers blocked failing critical order escalate
2400,463,val,normal,55,659.67,0.36699,0.2371,2.1704,-2.4962,page suggestion someday charge documentation production thanks click question feedback minor account question error password feedback documentation someday billing invoice billing whenever refund account billing cannot reset curious documentation login error minor typo click minor documentation curious wondering minor charge update typo someday cosmetic someday minor whenever cosmetic click someday suggestion please nice nice billing
2401,714,test,normal,8,32.8,0.1853,-0.856,1.7728,-1.2682,whenever billing typo minor typo invoice typo suggestion
2402,554,train,normal,51,33.62,0.32265,-0.0406,0.5609,-3.0249,cannot cannot curious click account charge cosmetic account question typo refund nice someday page cosmetic cosmetic someday question update account login someday charge curious cannot curious error documentation wondering someday typo documentation error curious suggestion account charge cosmetic charge invoice whenever login error page screen cosmetic account order billing feedback error
2403,791,train,normal,220,437.33,0.66205,-0.6739,3.4862,-1.8817,billing billing account cannot cosmetic cannot account feedback documentation account question refund cannot account cosmetic failing minor charge documentation blocked account account account help click curious billing page feedback curious password thanks screen click minor page account refund billing wondering page help wondering help account cosmetic account curious charge cannot documentation cosmetic curious someday account account billing cannot minor password curious screen refund typo minor minor documentation account question account documentation help question nice minor wondering account account thanks account billing someday cosmetic login thanks account click billing whenever cosmetic suggestion wondering typo typo login nice wondering account suggestion feedback cosmetic refund cosmetic documentation nice account error cannot error documentation feedback nice billing cannot wondering nice wondering billing feedback account someday click curious nice cannot click cosmetic error billing suggestion billing cosmetic billing page whenever invoice suggestion someday charge cannot cosmetic update account minor cosmetic nice billing charge someday cosmetic question login feedback curious minor cannot account minor order charge update minor cosmetic charge error billing typo billing charge cannot suggestion billing billing feedback nice account typo whenever billing nice nice page suggestion feedback suggestion minor curious curious click question refund billing click curious cannot account whenever someday account documentation feedback curious documentation invoice feedback click billing account account documentation wondering error refund suggestion whenever nice curious feedback support cannot
2404,696,train,normal,33,443.42,0.21697,-0.7154,1.1949,-0.8186,please cannot account typo cosmetic billing whenever wondering account refund billing suggestion typo suggestion question curious wondering account documentation whenever question billing cannot wondering curious suggestion click billing account billing someday question login
2405,819,test,urgent,544,159.78,0.7345,1.9816,-0.3957,-1.5048,help login breach click please failing login account charge outage loss error failing breach down customers page billing failing down failing production page urgent breach charge account urgent failing click escalate breach down click critical critical down data cannot customers blocked account charge loss data breach billing critical down revenue blocked blocked failing billing revenue failing customers data escalate please critical critical loss billing blocked loss page loss revenue account billing cannot screen billing revenue outage billing order critical outage account data production breach outage data escalate down breach revenue account blocked charge data refund urgent breach escalate outage payment outage escalate customers urgent data account please login escalate revenue error outage account escalate loss reset breach breach data data login click account customers data billing production critical customers escalate account failing escalate down payment account billing production down data click please critical data blocked login down please account urgent down account critical production outage invoice blocked breach escalate error outage account outage down click outage blocked cannot password refund account account support customers production customers update revenue cannot failing account outage loss cannot critical customers login down click critical down please breach production customers blocked production account escalate click urgent data data down support charge production down data escalate click urgent billing account breach account blocked customers data account production critical invoice outage account escalate help critical outage account production screen blocked account breach customers account blocked billing customers failing urgent urgent down loss escalate urgent data data down failing breach outage billing refund invoice breach invoice outage failing revenue urgent critical urgent production data breach breach down outage payment outage login revenue account charge blocked data critical failing revenue outage production critical escalate breach data billing customers revenue loss breach urgent failing revenue data cannot outage cannot error data outage customers escalate failing cannot payment revenue revenue failing blocked account customers data escalate billing failing critical critical production failing critical password data account revenue data billing production critical data support cannot outage revenue blocked urgent outage down billing order breach loss outage failing failing failing loss loss login revenue revenue critical password critical charge down failing failing urgent billing payment down invoice account click billing urgent charge account escalate error production loss cannot critical customers outage login reset urgent click outage urgent account outage down charge account billing failing breach blocked failing down account customers urgent account billing urgent data critical charge blocked blocked account down data revenue data payment outage urgent data charge critical outage screen data critical data order data charge data down critical billing outage urgent breach cannot urgent blocked click critical screen production critical critical data click refund escalate blocked blocked blocked order down loss charge failing failing critical cannot loss click down data critical cannot outage down cannot escalate urgent billing loss data please billing down loss urgent breach error production cannot reset account account loss order data loss loss billing data blocked whenever loss urgent blocked account data critical data production outage account thanks revenue blocked production critical outage failing urgent billing failing account cannot click critical refund charge account please password customers blocked critical page outage urgent blocked urgent update failing outage click account production failing account account click urgent reset please escalate critical down
2406,732,test,urgent,56,212.06,0.87465,2.3141,-0.1923,-3.1067,down breach billing payment loss loss escalate login update order failing customers cannot billing revenue cannot cannot page outage blocked escalate loss production blocked data blocked password blocked cannot click charge escalate charge cannot urgent invoice account blocked billing page data urgent login billing customers down failing failing reset breach critical down login loss loss down
2407,649,val,normal,35,42.08,0.04112,-0.6197,1.7932,-2.0085,suggestion please password billing question cosmetic click question whenever someday wondering click billing page click question feedback account account screen suggestion suggestion billing refund blocked support nice wondering curious wondering minor someday please someday typo
2408,613,train,normal,165,362.4,0.21323,-1.0541,1.5716,-1.5224,billing click cannot billing curious whenever error cannot billing curious account question cosmetic account account whenever invoice feedback documentation documentation cosmetic account question typo wondering account documentation feedback invoice account cannot account error account account account cannot documentation wondering documentation charge login minor whenever account help login question curious suggestion question nice screen invoice login nice account minor account feedback wondering wondering typo charge wondering suggestion curious billing question minor cannot feedback typo charge question account help wondering reset invoice click nice error cannot billing someday billing account charge error account billing suggestion charge account cosmetic account click cannot billing feedback someday refund whenever minor password error thanks whenever account charge documentation cosmetic wondering typo click wondering click cosmetic documentation minor account documentation feedback suggestion account someday click account account click minor wondering account charge feedback someday click curious question account feedback wondering billing cosmetic wondering charge cosmetic account question question wondering cannot documentation question typo minor account refund feedback account suggestion refund documentation nice
2409,113,train,normal,8,1748.98,0.24496,-1.9986,2.2194,-2.0734,account page password someday whenever nice account someday
2410,534,train,normal,58,150.08,0.79191,-1.0781,3.0617,-1.0758,password billing payment update minor typo cosmetic question whenever someday cosmetic wondering whenever someday payment click wondering curious nice nice documentation wondering someday cannot account question billing wondering question typo invoice whenever someday error please curious login documentation error someday support feedback account documentation curious thanks invoice screen order cosmetic password whenever typo suggestion page please documentation click
2411,883,test,urgent,14,503.72,0.69429,2.6153,-0.6431,-0.5665,billing revenue cannot refund payment account data failing support urgent blocked critical escalate critical
2412,678,train,urgent,38,847.78,0.44448,0.671,-1.1456,-2.3664,urgent payment data urgent breach revenue loss data data breach critical down loss login account escalate loss production billing down blocked customers data click outage revenue critical login critical breach support support critical cannot down please data billing
2413,895,train,normal,16,467.09,0.0975,0.4357,3.2987,-0.8951,page minor wondering minor cosmetic documentation cosmetic question wondering help curious minor question error minor account
2414,785,train,urgent,34,2860.46,0.61248,2.5042,-0.336,-3.7047,charge blocked order account reset blocked down password account revenue cannot charge billing breach please urgent critical breach customers urgent account outage cannot escalate data loss production escalate critical breach loss failing critical revenue
2415,58,train,urgent,14,733.84,0.49889,1.102,0.5367,-2.5003,cannot critical thanks cannot customers escalate password outage customers loss account billing loss payment
2416,822,train,urgent,79,388.94,0.83932,2.4822,-0.6701,-0.5871,blocked production charge account billing critical data help urgent account account blocked breach critical charge data loss blocked thanks error blocked down account blocked urgent critical account failing urgent breach critical escalate production account reset blocked down help critical down data error refund blocked account urgent down data critical charge data billing cannot account blocked outage outage customers charge account escalate breach production outage charge cannot cannot breach failing failing data urgent urgent billing customers blocked urgent data account
2417,193,train,normal,22,71.26,0.26377,-1.2851,1.4358,-1.5282,minor account minor documentation invoice whenever curious account billing feedback wondering account account wondering nice question suggestion cosmetic click cannot click account
2418,908,train,urgent,57,571.4,0.62138,2.1541,-0.3689,-3.8398,payment help page login revenue outage customers down page production account account production failing error revenue thanks outage customers outage outage customers reset revenue breach account cannot billing click billing account blocked blocked update order password charge failing please critical please refund failing account billing outage customers urgent help account account loss failing cannot down outage failing
2419,229,train,normal,60,368.39,0.43188,0.5255,2.3007,-0.5542,reset cosmetic error support charge account documentation account curious please wondering feedback click password invoice cosmetic account curious click suggestion billing cosmetic cannot someday payment whenever cannot account click curious error wondering typo nice cannot account account please wondering suggestion wondering account wondering charge someday billing question cannot cannot account typo support wondering account cosmetic someday question account question error
2420,853,val,normal,10,94.95,0.80122,-0.8651,2.3873,2.7332,charge account billing suggestion charge cannot curious suggestion suggestion cosmetic
2421,249,test,normal,8,1873.45,0.36634,-1.0571,1.7215,-1.3815,error account account account question account minor screen
2422,563,val,urgent,8,137.88,0.36255,3.4046,-0.9079,-2.1155,breach data production critical order loss urgent urgent
2423,332,train,urgent,131,1016.96,0.52155,1.2978,-0.4686,-2.8549,escalate outage loss account charge loss click account cannot data loss data urgent account please data down page production error account data urgent outage down loss please down down thanks customers critical revenue revenue critical billing failing urgent urgent error cannot blocked customers screen loss revenue screen data blocked urgent help login charge down failing breach down error down account revenue screen blocked billing escalate down down charge billing billing blocked customers critical order account outage outage production charge billing critical failing failing account data account cannot down outage error escalate help outage question account account failing down critical refund account critical data outage outage critical critical outage critical outage down click breach data down urgent breach critical blocked revenue revenue loss account order data urgent failing breach customers escalate account
2424,42,train,normal,9,442.38,0.1251,-0.9626,1.1661,-0.5308,question charge wondering cosmetic nice thanks account charge billing
2425,833,test,normal,8,572.48,0.10417,-0.6156,2.7742,-2.1809,wondering nice billing curious suggestion charge update wondering
2426,600,val,normal,9,152.26,0.07887,0.3686,1.4971,-2.7226,account click wondering curious billing invoice nice password cannot
2427,777,val,urgent,27,676.02,0.73176,0.9265,-0.8904,-2.1477,blocked login account critical data error breach blocked billing update escalate thanks please error account urgent data outage breach loss account loss account revenue billing production billing
2428,994,train,normal,22,477.84,0.2321,-0.7418,2.0582,-3.0032,login cannot billing cosmetic order error please account wondering wondering nice account thanks curious cosmetic account payment question wondering someday charge page
2429,894,val,urgent,8,63.38,0.64986,3.9674,-1.7831,2.2789,screen down down critical loss loss escalate data
2430,347,train,normal,16,5.42,0.88243,-1.7295,0.4868,-0.9808,billing account feedback screen update please documentation billing nice refund someday account question nice feedback account
2431,754,train,urgent,10,147.51,0.95702,3.1546,-1.7622,-1.8016,cannot cannot critical blocked data please support urgent escalate account
