sample_id,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
3030,0.216494,0.342489,0.473040,0.537640,0.585087,0.567787,0.532827,0.470962,0.433942,0.426541,0.350635,0.259791,0.230198,0.188675,0.112420,0.134773,0.076092,0.126008,0.136173,0.153352,0.108453,0.094224,0.018515,-0.013232
3031,0.099585,0.138932,0.198270,0.168620,0.231295,0.273097,0.321491,0.400706,0.478328,0.467272,0.463418,0.439620,0.314842,0.217480,0.167017,0.141399,0.105337,0.094271,0.111395,0.129975,0.084917,0.065690,0.032505,0.010230
3032,0.229658,0.325784,0.455953,0.529664,0.562933,0.623524,0.550070,0.596700,0.597345,0.566957,0.592407,0.596987,0.609545,0.538557,0.514413,0.506868,0.428369,0.397355,0.341749,0.308972,0.253488,0.111661,0.099178,0.003473
3033,0.183789,0.285975,0.355078,0.458259,0.480961,0.514587,0.553000,0.590069,0.622351,0.681443,0.643426,0.627110,0.516402,0.465976,0.355340,0.327447,0.269062,0.308187,0.279700,0.283455,0.215855,0.143327,0.059738,0.043916
3034,0.201365,0.269613,0.386268,0.419497,0.443839,0.461040,0.458211,0.452299,0.449111,0.465176,0.468617,0.470156,0.391293,0.370136,0.317156,0.279230,0.239433,0.203800,0.195972,0.137785,0.166011,0.062091,0.050256,0.026810
3035,0.127633,0.216427,0.260152,0.337886,0.388106,0.382592,0.404718,0.442915,0.427500,0.491075,0.449776,0.404175,0.309480,0.283603,0.188940,0.208088,0.114631,0.115705,0.120280,0.108163,0.081112,0.054255,0.030910,-0.006776
3036,0.189724,0.246222,0.287542,0.376756,0.384940,0.488247,0.489438,0.529783,0.582974,0.596614,0.579952,0.509203,0.444716,0.335724,0.232335,0.195643,0.143045,0.168585,0.173562,0.189319,0.137760,0.070568,0.033443,0.014534
3037,0.116818,0.205957,0.293341,0.327761,0.389991,0.375566,0.358317,0.359632,0.331544,0.339567,0.339354,0.282003,0.263824,0.219607,0.131717,0.151191,0.112673,0.117442,0.124240,0.071627,0.076719,0.017223,0.022043,0.018529
3038,0.152082,0.163391,0.238285,0.268942,0.271084,0.276692,0.306917,0.299834,0.323580,0.339760,0.380201,0.407137,0.417109,0.442540,0.450962,0.442118,0.363053,0.371449,0.347516,0.257033,0.219186,0.133589,0.042038,0.007082
3039,0.272682,0.473368,0.579325,0.682090,0.735890,0.707423,0.749241,0.691830,0.634384,0.557449,0.523937,0.423492,0.367537,0.254102,0.197000,0.160382,0.114923,0.163663,0.170057,0.105268,0.143725,0.051044,0.057097,0.002022
3040,0.255454,0.364551,0.452040,0.548925,0.593694,0.618364,0.623848,0.573478,0.576437,0.591087,0.545504,0.478642,0.393774,0.303905,0.311921,0.258931,0.205588,0.202818,0.140969,0.142449,0.103260,0.050881,0.008768,0.023559
3041,0.083060,0.136979,0.164256,0.200401,0.245538,0.240514,0.306354,0.371996,0.369959,0.469304,0.446984,0.444532,0.393583,0.350916,0.300585,0.285992,0.189511,0.233003,0.166105,0.135450,0.121149,0.105294,0.029669,-0.008545
3042,0.246344,0.369286,0.496504,0.574167,0.663397,0.616301,0.641574,0.611676,0.597535,0.558773,0.527932,0.515533,0.395174,0.310821,0.242645,0.183432,0.162643,0.133286,0.175632,0.141572,0.135111,0.062558,0.009309,-0.016641
3043,0.158299,0.276573,0.379326,0.477430,0.476433,0.472309,0.463788,0.461299,0.405777,0.372771,0.338999,0.305122,0.305097,0.253334,0.266306,0.194761,0.192643,0.163139,0.140188,0.105894,0.100176,0.074892,0.043212,0.013236
3044,0.235316,0.352165,0.480526,0.521387,0.607491,0.614501,0.630277,0.613826,0.601171,0.588225,0.538284,0.456791,0.340525,0.339045,0.256330,0.223650,0.209540,0.238442,0.207188,0.175788,0.150079,0.093470,0.047911,0.016817
3045,0.135562,0.174558,0.214839,0.291634,0.333582,0.272042,0.286651,0.273084,0.346638,0.263627,0.312653,0.265608,0.245294,0.168768,0.143735,0.134423,0.112553,0.153622,0.155509,0.153853,0.097517,0.087913,0.047243,0.039134
3046,0.209261,0.302302,0.421892,0.475122,0.571739,0.587353,0.631246,0.667683,0.719541,0.749861,0.730476,0.626322,0.522135,0.378937,0.286211,0.226094,0.178206,0.150229,0.156893,0.147313,0.106462,0.069022,0.040407,0.018704
3047,0.085018,0.085651,0.159766,0.195855,0.224938,0.260757,0.280313,0.329463,0.387771,0.415532,0.408095,0.383280,0.343996,0.286734,0.262912,0.185654,0.217166,0.212483,0.175047,0.174356,0.125212,0.093091,0.050101,0.029781
3048,0.219982,0.366446,0.417892,0.566267,0.607434,0.602921,0.536827,0.533856,0.479728,0.506161,0.470183,0.383690,0.417304,0.369276,0.300843,0.293338,0.256899,0.222691,0.196554,0.204326,0.144988,0.065704,0.028275,0.005509
3049,0.362404,0.520236,0.747985,0.835286,0.921492,0.863877,0.836270,0.706121,0.598566,0.500927,0.443888,0.418341,0.298135,0.270263,0.265437,0.209719,0.198137,0.201984,0.207043,0.164424,0.169432,0.113435,0.070960,0.028411
3050,0.245709,0.345762,0.440732,0.520380,0.606608,0.526840,0.547283,0.459712,0.419429,0.397981,0.332347,0.279659,0.182979,0.138222,0.111357,0.125107,0.065002,0.111960,0.181628,0.163368,0.117639,0.088514,0.015950,0.058491
3051,0.140636,0.254176,0.319041,0.345501,0.443547,0.450982,0.435641,0.483787,0.498376,0.539240,0.477466,0.438694,0.422025,0.292797,0.205262,0.175468,0.141925,0.146520,0.154040,0.126981,0.093125,0.066368,0.006195,0.006352
3052,0.289877,0.432758,0.532742,0.622868,0.685278,0.694891,0.596788,0.578718,0.410392,0.351227,0.261778,0.266483,0.188859,0.124843,0.158544,0.151513,0.100729,0.127173,0.129756,0.116596,0.109189,0.098965,0.037863,0.019149
3053,0.248621,0.370498,0.488901,0.535036,0.625900,0.639389,0.606467,0.601739,0.566801,0.529977,0.523979,0.454742,0.414206,0.323561,0.274405,0.221936,0.206673,0.176472,0.182197,0.112726,0.123075,0.083336,0.071125,0.066716
3054,0.146845,0.211984,0.314706,0.349638,0.420507,0.436897,0.494393,0.495090,0.525935,0.564810,0.526298,0.425397,0.327894,0.292373,0.165381,0.154269,0.118332,0.134985,0.152755,0.138928,0.105590,0.051351,0.046933,-0.028949
3055,0.157228,0.225301,0.307588,0.361217,0.379299,0.369411,0.447933,0.473159,0.509995,0.547704,0.573323,0.534616,0.531993,0.431603,0.433095,0.355388,0.365227,0.341110,0.332434,0.290559,0.221562,0.114807,0.078082,0.027973
3056,0.178431,0.273901,0.328289,0.427506,0.445420,0.454692,0.459366,0.411530,0.403871,0.423562,0.382285,0.355624,0.254944,0.178024,0.201592,0.166892,0.136399,0.205639,0.173953,0.176226,0.169607,0.114462,0.026752,0.006336
3057,0.333009,0.444313,0.629093,0.726034,0.825704,0.800776,0.777246,0.695503,0.659768,0.621009,0.570485,0.502359,0.422270,0.312075,0.245314,0.215628,0.217070,0.138910,0.172791,0.137301,0.088988,0.080085,0.084478,0.023134
3058,0.214337,0.297094,0.358834,0.490268,0.524679,0.576200,0.675465,0.660041,0.722216,0.757307,0.681584,0.596413,0.425390,0.251982,0.161866,0.147696,0.110538,0.132704,0.147810,0.164852,0.127996,0.091858,0.034746,-0.000062
3059,0.198388,0.251216,0.396375,0.443595,0.476208,0.488518,0.470404,0.400887,0.395899,0.414092,0.388025,0.371081,0.313997,0.271944,0.230527,0.237106,0.205370,0.183325,0.145973,0.131960,0.100856,0.053251,0.022482,0.040750
3060,0.145118,0.250274,0.327041,0.322284,0.380525,0.374467,0.311845,0.320209,0.311077,0.286005,0.332776,0.287802,0.302387,0.298048,0.254258,0.280294,0.228018,0.231764,0.214708,0.203946,0.105596,0.097267,0.092328,0.031595
3061,0.384934,0.585596,0.773080,0.915267,0.947060,1.019700,0.884949,0.799078,0.669208,0.521573,0.448895,0.351052,0.292707,0.221991,0.179123,0.186883,0.134075,0.131387,0.133533,0.095516,0.099830,0.069839,0.032769,0.069776
3062,0.140118,0.207267,0.290398,0.316487,0.354465,0.352760,0.357790,0.354661,0.364858,0.377107,0.361640,0.354711,0.340325,0.294982,0.263469,0.235686,0.239129,0.180107,0.128732,0.153741,0.123856,0.080482,0.045080,0.006475
3063,0.311568,0.421115,0.565055,0.683844,0.765799,0.700401,0.645395,0.591637,0.537102,0.437267,0.346486,0.336420,0.223884,0.161332,0.082995,0.089869,0.111957,0.105082,0.114362,0.129685,0.065866,0.058033,0.028665,0.025372
3064,0.142678,0.219386,0.310378,0.370115,0.436109,0.442453,0.437028,0.466352,0.504493,0.485039,0.439137,0.357992,0.304028,0.235007,0.153386,0.129929,0.087016,0.081140,0.105819,0.045159,0.022589,0.052539,0.025019,-0.004153
3065,0.110748,0.201593,0.290460,0.322470,0.384261,0.400315,0.367160,0.373256,0.391287,0.359679,0.297231,0.259932,0.244463,0.161469,0.125171,0.148976,0.115619,0.085226,0.121526,0.122788,0.067131,0.052195,0.015682,-0.023995
3066,0.109217,0.123431,0.196098,0.216592,0.245696,0.236825,0.268652,0.280198,0.265725,0.262051,0.271512,0.261613,0.228270,0.193444,0.176153,0.185871,0.144261,0.125701,0.145612,0.097645,0.112657,0.047231,0.048918,0.049780
3067,0.200123,0.285243,0.387927,0.458850,0.518186,0.510526,0.476503,0.379905,0.357430,0.322974,0.295051,0.257721,0.274185,0.185695,0.174402,0.172384,0.176373,0.254141,0.282079,0.243985,0.206260,0.140967,0.086050,0.039087
3068,0.169832,0.218575,0.253441,0.366880,0.411646,0.441518,0.420103,0.428770,0.423369,0.388193,0.401985,0.328147,0.267357,0.156977,0.149451,0.087299,0.097460,0.127754,0.078839,0.115353,0.071830,0.035930,0.037575,-0.004286
3069,0.104634,0.115820,0.226516,0.250169,0.248337,0.323115,0.304782,0.373944,0.437506,0.414071,0.411281,0.386299,0.318028,0.245419,0.174356,0.175851,0.155882,0.182037,0.192054,0.166262,0.180062,0.116428,0.059303,0.034956
3070,0.126088,0.220177,0.277605,0.301721,0.346715,0.380078,0.367580,0.394183,0.410621,0.450348,0.481978,0.482747,0.452966,0.461429,0.406221,0.320997,0.327102,0.249520,0.204930,0.191855,0.152549,0.073866,0.035200,0.035855
3071,0.071493,0.110102,0.149618,0.184416,0.238276,0.225029,0.280327,0.256911,0.336082,0.332215,0.358357,0.326652,0.253616,0.208272,0.185995,0.177533,0.152540,0.226526,0.226474,0.192182,0.185445,0.125217,0.045136,0.056016
3072,0.254260,0.385988,0.462856,0.591731,0.636389,0.639425,0.613279,0.579728,0.544604,0.528057,0.479006,0.383388,0.305793,0.265508,0.204560,0.206808,0.162458,0.190581,0.215500,0.218887,0.161296,0.105740,0.084623,0.042539
3073,0.176652,0.223505,0.333329,0.361254,0.387119,0.444762,0.399080,0.416041,0.367148,0.373304,0.338303,0.316675,0.311528,0.234340,0.256227,0.215062,0.181354,0.192943,0.238703,0.155938,0.161246,0.084220,0.069243,0.049994
3074,0.264080,0.366077,0.552384,0.624349,0.685037,0.703918,0.699695,0.693909,0.675338,0.664845,0.630164,0.462769,0.356985,0.216229,0.168397,0.096797,0.105005,0.098655,0.127257,0.113590,0.089292,0.018034,-0.008943,0.010845
3075,0.446042,0.561820,0.755531,0.952295,0.999271,0.949557,0.864069,0.734560,0.607505,0.558789,0.452078,0.331943,0.281446,0.157973,0.137782,0.060493,0.077359,0.081707,0.067165,0.101727,0.094421,0.065214,0.053323,0.029437
3076,0.193167,0.270359,0.399924,0.409034,0.474610,0.497476,0.503255,0.514514,0.521908,0.521005,0.505649,0.475628,0.378103,0.294720,0.235893,0.213738,0.188707,0.190945,0.214971,0.161989,0.107739,0.095282,0.060061,0.048217
3077,0.132759,0.154914,0.242377,0.266904,0.328473,0.329639,0.427717,0.431310,0.454354,0.571150,0.508484,0.490966,0.359109,0.342662,0.270869,0.225579,0.218641,0.205302,0.271501,0.203090,0.183509,0.120649,0.085019,0.033304
3078,0.232033,0.343026,0.449627,0.552909,0.608074,0.614259,0.574738,0.564496,0.532129,0.459202,0.434328,0.382033,0.316701,0.276508,0.220956,0.198471,0.172202,0.118776,0.152617,0.102013,0.126350,0.069147,0.010530,-0.008675
3079,0.170515,0.251086,0.328531,0.438228,0.508560,0.461487,0.473898,0.370694,0.346704,0.308561,0.299333,0.235488,0.186911,0.130964,0.139358,0.085893,0.078354,0.094378,0.016952,0.075804,0.073651,0.038077,0.022147,0.021355
3080,0.111737,0.182597,0.207241,0.250589,0.295135,0.335490,0.363764,0.381747,0.438371,0.428761,0.432733,0.412739,0.342856,0.273113,0.187204,0.161312,0.158585,0.138883,0.137109,0.119482,0.103813,0.064091,0.018687,0.024557
3081,0.205053,0.277475,0.358538,0.458304,0.456089,0.445510,0.389348,0.388702,0.329042,0.312702,0.284911,0.281173,0.211874,0.193915,0.167884,0.148433,0.140455,0.174709,0.153099,0.150585,0.144669,0.062417,0.031354,0.014709
3082,0.276015,0.369218,0.475428,0.531581,0.581241,0.588276,0.563867,0.502608,0.433274,0.392265,0.381761,0.332520,0.257075,0.195611,0.159569,0.129526,0.153102,0.179378,0.155030,0.169449,0.137212,0.086264,0.006515,0.027053
3083,0.230547,0.280175,0.370645,0.467618,0.495493,0.512055,0.520685,0.524577,0.528120,0.591326,0.559372,0.470954,0.425621,0.319210,0.264755,0.223161,0.208679,0.157869,0.135888,0.130235,0.053125,0.050137,0.010463,-0.008675
3084,0.281047,0.340395,0.505247,0.559183,0.593407,0.623413,0.644779,0.559820,0.501245,0.474437,0.427258,0.447609,0.439308,0.401002,0.403513,0.302165,0.299142,0.259512,0.170188,0.156581,0.135015,0.074590,0.060166,0.012016
3085,0.169539,0.277314,0.367491,0.401044,0.458861,0.520768,0.475881,0.546489,0.606185,0.615978,0.577195,0.564993,0.429139,0.354419,0.291679,0.264484,0.229081,0.188695,0.194729,0.153238,0.138079,0.090603,0.083549,-0.007678
3086,0.178693,0.245415,0.338671,0.352678,0.420936,0.420235,0.387697,0.335901,0.310559,0.238316,0.164840,0.178953,0.158726,0.149226,0.106947,0.134761,0.119505,0.137178,0.103205,0.114611,0.079717,0.072818,0.042395,0.014312
3087,0.119206,0.151368,0.246760,0.250667,0.324907,0.288847,0.329804,0.342984,0.338832,0.292959,0.349030,0.297130,0.277563,0.217108,0.144187,0.163329,0.162022,0.195286,0.212717,0.200564,0.160936,0.099894,0.044775,0.038664
3088,0.265435,0.386750,0.481543,0.603689,0.658917,0.688099,0.627175,0.591497,0.561696,0.525102,0.498137,0.444447,0.381615,0.302498,0.223652,0.215753,0.182067,0.179063,0.205301,0.102885,0.103029,0.103242,0.035328,-0.003561
3089,0.232334,0.374577,0.481933,0.535536,0.611283,0.648049,0.601845,0.510192,0.519078,0.505146,0.471738,0.422237,0.394722,0.351108,0.293724,0.296963,0.218787,0.198762,0.168903,0.097316,0.079112,0.084156,-0.007417,0.038539
3090,0.191002,0.343944,0.434388,0.498734,0.534669,0.558193,0.475411,0.420474,0.422902,0.355550,0.318137,0.323312,0.307437,0.254586,0.225415,0.206275,0.232237,0.211704,0.218204,0.213729,0.167088,0.157470,0.055410,0.022388
3091,0.254002,0.379157,0.520304,0.629153,0.677530,0.667965,0.680593,0.606363,0.567371,0.507807,0.476088,0.398722,0.305013,0.232684,0.206779,0.117241,0.119257,0.155192,0.123358,0.117256,0.090170,0.048727,0.071128,0.030806
3092,0.221004,0.305856,0.431547,0.506561,0.566477,0.575487,0.506710,0.460004,0.445986,0.397795,0.376002,0.315347,0.241684,0.196954,0.173835,0.176726,0.185223,0.158978,0.118389,0.170738,0.115896,0.077927,0.035169,0.002549
3093,0.068730,0.045229,0.127191,0.116426,0.179786,0.194336,0.232586,0.261416,0.314436,0.347698,0.453577,0.488029,0.508917,0.535934,0.497422,0.451313,0.400009,0.363537,0.284281,0.254986,0.151379,0.169920,0.064398,0.014476
3094,0.139646,0.202380,0.259188,0.271345,0.342323,0.336052,0.357675,0.353707,0.329314,0.344047,0.328910,0.332969,0.308133,0.268700,0.163808,0.159324,0.153519,0.118572,0.146363,0.146587,0.080467,0.042764,0.016777,0.013426
3095,0.202629,0.302710,0.344350,0.432881,0.551258,0.482693,0.495542,0.489204,0.442751,0.488060,0.417014,0.339071,0.289386,0.188701,0.179796,0.097772,0.144260,0.186400,0.221517,0.191584,0.146914,0.157447,0.105209,0.028355
3096,0.311604,0.512536,0.652280,0.802303,0.863867,0.863613,0.804412,0.713609,0.666735,0.583120,0.494807,0.454966,0.358388,0.264798,0.222623,0.165274,0.143868,0.175940,0.144263,0.136259,0.104163,0.061885,0.025580,-0.005342
3097,0.126995,0.224192,0.288937,0.354477,0.419605,0.387999,0.425513,0.355897,0.400746,0.410303,0.371527,0.342416,0.319252,0.275932,0.203215,0.214309,0.207112,0.231488,0.260248,0.265849,0.235467,0.165612,0.048119,0.050443
3098,0.270054,0.347696,0.539341,0.609296,0.675296,0.715356,0.722446,0.709340,0.717757,0.728652,0.647604,0.535978,0.468269,0.343343,0.231219,0.225787,0.173318,0.189078,0.178104,0.175396,0.156610,0.087034,0.007268,0.061994
3099,0.197375,0.265859,0.380833,0.437568,0.479087,0.458928,0.453946,0.397436,0.377740,0.336929,0.249064,0.212291,0.161090,0.162957,0.166715,0.111283,0.132763,0.122695,0.144899,0.160095,0.128673,0.076887,0.032588,0.014901
3100,0.484315,0.656409,0.925234,1.045681,1.155617,1.120716,1.009571,0.822956,0.678589,0.560971,0.442127,0.350007,0.232884,0.196678,0.104568,0.121972,0.157011,0.169718,0.238748,0.205004,0.205587,0.136245,0.099474,-0.009358
3101,0.301352,0.387122,0.544001,0.652684,0.698911,0.718156,0.593790,0.555412,0.475425,0.443296,0.403817,0.353316,0.299638,0.250696,0.181660,0.226504,0.172751,0.172988,0.176331,0.150425,0.119565,0.043836,-0.023379,0.017901
3102,0.222341,0.346672,0.444617,0.545784,0.598284,0.583036,0.632387,0.562685,0.606329,0.564499,0.500503,0.476191,0.440294,0.375863,0.272847,0.261015,0.207610,0.276442,0.286440,0.292090,0.212510,0.153565,0.097307,0.047679
3103,0.141641,0.259056,0.299651,0.404107,0.456646,0.477446,0.490854,0.479807,0.564813,0.590245,0.571560,0.511581,0.414915,0.361715,0.291041,0.272322,0.336367,0.328725,0.353330,0.316074,0.219165,0.191409,0.081705,0.035128
3104,0.145934,0.212539,0.270576,0.344152,0.352689,0.391452,0.421301,0.400353,0.490752,0.490222,0.443604,0.394144,0.338514,0.276592,0.186012,0.112811,0.124132,0.084615,0.052183,0.085750,0.060508,0.035053,0.028510,0.011285
3105,0.174234,0.224387,0.298026,0.378864,0.440990,0.396839,0.397414,0.451200,0.455191,0.421019,0.405511,0.372219,0.327824,0.318134,0.279040,0.261352,0.220287,0.197010,0.192206,0.128220,0.098508,0.143263,0.018827,-0.028845
3106,0.100815,0.214397,0.245849,0.351336,0.376198,0.372335,0.423081,0.426633,0.496908,0.526116,0.493461,0.460323,0.327472,0.273958,0.194173,0.153664,0.142116,0.165386,0.179929,0.143677,0.099646,0.081869,0.036075,0.023431
3107,0.258596,0.374065,0.450786,0.608043,0.626245,0.636828,0.553974,0.514583,0.414001,0.386919,0.299145,0.271543,0.267945,0.199463,0.230012,0.172385,0.176897,0.189094,0.217236,0.236418,0.163318,0.095907,0.055823,0.007983
3108,0.061001,0.127860,0.166410,0.179259,0.214391,0.179940,0.184105,0.169212,0.195265,0.183316,0.249536,0.179473,0.197962,0.176231,0.127715,0.120145,0.141643,0.190831,0.144069,0.169902,0.166620,0.116964,0.075515,0.024877
3109,0.123125,0.207369,0.282000,0.279918,0.392421,0.365420,0.418673,0.427385,0.442746,0.465953,0.462646,0.411065,0.330478,0.298895,0.222861,0.185202,0.175749,0.133430,0.107569,0.070403,0.082044,0.061627,0.051000,-0.022765
3110,0.158011,0.262109,0.339632,0.437163,0.463837,0.457441,0.468708,0.449368,0.441595,0.446735,0.369143,0.331160,0.264621,0.216008,0.136652,0.128905,0.116373,0.113576,0.077086,0.123352,0.098066,0.045454,0.055294,0.044084
3111,0.037940,0.148648,0.174728,0.209593,0.249638,0.248452,0.270880,0.280326,0.286001,0.330963,0.308595,0.273302,0.203792,0.248891,0.162064,0.162240,0.106548,0.141241,0.127867,0.161050,0.134633,0.077289,0.038121,0.016459
3112,0.057503,0.177226,0.256164,0.244619,0.290932,0.322916,0.340749,0.343999,0.358433,0.378500,0.391990,0.341479,0.248227,0.197771,0.173480,0.095031,0.139607,0.130055,0.108305,0.120674,0.094961,0.069895,0.059157,0.014268
3113,0.162638,0.270972,0.303030,0.388257,0.458134,0.444156,0.488125,0.521929,0.601022,0.608309,0.535320,0.460983,0.363785,0.249591,0.179679,0.119466,0.080712,0.133812,0.103139,0.086284,0.050207,0.057140,0.052909,0.021664
3114,0.184462,0.277525,0.349109,0.444873,0.451872,0.457464,0.425188,0.369901,0.301838,0.246852,0.271436,0.323465,0.302255,0.323492,0.329960,0.283522,0.294430,0.228817,0.215417,0.157041,0.095387,0.075972,0.028191,-0.016471
3115,0.356826,0.495172,0.664737,0.794339,0.828378,0.853979,0.783734,0.652266,0.609209,0.477976,0.446083,0.355861,0.317317,0.238949,0.223159,0.184090,0.178719,0.173888,0.150986,0.163569,0.122955,0.125761,0.001408,-0.002703
3116,0.127274,0.186475,0.258328,0.296481,0.331326,0.367495,0.358101,0.376280,0.337435,0.367627,0.358028,0.280955,0.259017,0.201574,0.182225,0.109518,0.122878,0.152407,0.166864,0.155979,0.139210,0.097999,0.031319,-0.009342
3117,0.487998,0.781354,1.030996,1.266453,1.319408,1.332721,1.172782,1.088314,0.920022,0.789345,0.685674,0.555874,0.408774,0.352538,0.293616,0.192954,0.198930,0.161722,0.121637,0.103199,0.084338,0.052580,0.025632,0.003199
3118,0.172511,0.298782,0.405726,0.469447,0.541461,0.577561,0.538480,0.513074,0.473148,0.472529,0.453120,0.409998,0.317917,0.266979,0.197396,0.193112,0.137011,0.147547,0.141491,0.144492,0.100036,0.076177,0.003234,0.034871
3119,0.316511,0.445807,0.568241,0.708450,0.751068,0.773653,0.725990,0.668215,0.624319,0.581624,0.566426,0.523940,0.458234,0.389365,0.315766,0.305587,0.243520,0.219114,0.206815,0.153310,0.165168,0.119665,0.045138,-0.022690
3120,0.135333,0.188978,0.195473,0.275163,0.318030,0.346909,0.407158,0.478831,0.563421,0.580525,0.573102,0.486316,0.372153,0.278856,0.229569,0.127811,0.097793,0.100318,0.129794,0.138888,0.089790,0.061874,0.053624,-0.002153
3121,0.196954,0.233915,0.300605,0.348483,0.426349,0.423746,0.395409,0.353262,0.350108,0.347640,0.294635,0.330639,0.234934,0.199005,0.162390,0.128038,0.136183,0.178041,0.191283,0.158965,0.170075,0.068939,0.052266,-0.019061
3122,0.116667,0.142969,0.214181,0.230122,0.299858,0.333146,0.366481,0.380054,0.453004,0.476926,0.475229,0.459860,0.395558,0.319666,0.254551,0.196164,0.181924,0.182831,0.141002,0.100490,0.085656,0.063737,0.028153,0.028696
3123,0.290236,0.368259,0.518677,0.583609,0.625118,0.659879,0.674974,0.674499,0.657537,0.650038,0.590365,0.513280,0.416261,0.303006,0.251577,0.153031,0.155027,0.171578,0.137806,0.150486,0.137120,0.071126,0.053011,0.036565
3124,0.144249,0.192950,0.247966,0.266088,0.352070,0.351683,0.405553,0.417823,0.462181,0.477164,0.476828,0.406715,0.324858,0.251056,0.210660,0.173111,0.156520,0.167313,0.175435,0.180950,0.134106,0.110901,0.012313,0.001021
3125,0.102839,0.203077,0.262812,0.272901,0.358630,0.380603,0.410769,0.492022,0.546061,0.585230,0.567909,0.498600,0.394700,0.320153,0.264071,0.182729,0.134555,0.123764,0.161084,0.104353,0.119882,0.051504,0.006268,-0.009705
3126,0.217583,0.316232,0.420473,0.567949,0.588595,0.653860,0.666215,0.752224,0.772831,0.886476,0.842948,0.813809,0.724041,0.617050,0.484660,0.476007,0.391412,0.341780,0.298797,0.256760,0.214297,0.125533,0.052286,0.040979
3127,0.229770,0.379816,0.498126,0.613935,0.681979,0.671106,0.609738,0.548326,0.495719,0.491213,0.388371,0.334216,0.245475,0.167145,0.117679,0.137770,0.123648,0.140201,0.064210,0.104616,0.091825,0.010589,0.040527,0.020700
3128,0.166745,0.213259,0.290527,0.366774,0.411049,0.436822,0.563600,0.613892,0.704143,0.754517,0.727552,0.630159,0.530297,0.344289,0.231570,0.198022,0.203978,0.160175,0.202963,0.161770,0.124507,0.067460,0.052053,0.005423
3129,0.088591,0.157938,0.157248,0.196512,0.224947,0.301410,0.354911,0.452034,0.508199,0.611310,0.570012,0.515796,0.434316,0.311560,0.241657,0.215088,0.168617,0.179759,0.182231,0.192167,0.119395,0.050349,0.052576,0.051602
3130,0.226059,0.304095,0.462616,0.491937,0.559226,0.565343,0.656422,0.601230,0.661553,0.685647,0.660466,0.635789,0.509597,0.378578,0.365994,0.275708,0.238235,0.235274,0.164002,0.162923,0.091622,0.078722,0.051038,0.057126
3131,0.234233,0.324656,0.409845,0.530419,0.600958,0.524427,0.479350,0.450880,0.371181,0.290240,0.290640,0.243567,0.185426,0.161923,0.112472,0.111095,0.097368,0.137495,0.149426,0.154367,0.117441,0.042895,0.031240,0.026326
3132,0.073063,0.162066,0.203662,0.244290,0.309462,0.284426,0.323705,0.307519,0.307629,0.342853,0.305603,0.320340,0.221385,0.229172,0.180305,0.129969,0.113736,0.134315,0.160296,0.149766,0.156539,0.058324,0.064144,0.005629
3133,0.243996,0.359044,0.421779,0.510200,0.548755,0.559906,0.533843,0.463875,0.407420,0.410098,0.327632,0.300154,0.230389,0.167191,0.167233,0.152139,0.087047,0.079523,0.122917,0.113084,0.096109,0.039223,0.047743,0.006154
3134,0.272810,0.372090,0.505867,0.606775,0.653395,0.592295,0.580122,0.492857,0.424284,0.356483,0.255066,0.219826,0.218168,0.202395,0.154179,0.148605,0.123322,0.147855,0.163414,0.192905,0.118685,0.076164,0.032971,0.022180
3135,0.276623,0.376309,0.498715,0.617954,0.692132,0.717432,0.735875,0.764481,0.812200,0.763339,0.724810,0.653402,0.520925,0.347740,0.261117,0.175779,0.186208,0.171646,0.179387,0.152320,0.109577,0.107092,0.063508,0.000175
3136,0.135592,0.173971,0.196043,0.246514,0.292607,0.283039,0.259367,0.268175,0.256686,0.262029,0.263058,0.224033,0.183660,0.157056,0.119507,0.119132,0.115465,0.080004,0.115207,0.077917,0.071972,0.038215,0.016872,0.004358
3137,0.165722,0.193605,0.331645,0.425771,0.467144,0.413561,0.398241,0.335943,0.292708,0.279755,0.247281,0.232125,0.202477,0.139757,0.171138,0.132449,0.157732,0.148021,0.188700,0.212123,0.167616,0.124547,0.067645,0.013658
3138,0.083229,0.139766,0.173682,0.180069,0.244478,0.251256,0.318595,0.272881,0.267303,0.304469,0.262590,0.225123,0.221393,0.188001,0.163991,0.098676,0.130384,0.115413,0.082942,0.103313,0.084732,0.050974,-0.006579,0.070924
3139,0.116088,0.184805,0.259504,0.314577,0.348847,0.358365,0.366852,0.357996,0.369337,0.317681,0.338446,0.311890,0.270546,0.249425,0.197263,0.134302,0.161648,0.174514,0.213849,0.218439,0.180141,0.114223,0.075712,0.001142
3140,0.096005,0.136741,0.176912,0.246056,0.245530,0.290612,0.295570,0.296603,0.319313,0.373793,0.359591,0.354548,0.296852,0.278768,0.210295,0.196334,0.171794,0.221256,0.156582,0.178051,0.122730,0.123976,0.063224,0.017431
3141,0.232747,0.370977,0.465695,0.599436,0.593653,0.675305,0.637797,0.642176,0.605199,0.609719,0.568166,0.521391,0.375606,0.326586,0.228104,0.153801,0.163902,0.166969,0.193093,0.198826,0.116594,0.089409,0.050809,-0.022655
