unit_id,stratum,cluster,spend
U-014947,smb,469,223.27
U-014948,mid,551,701.55
U-014949,mid,475,513.81
U-014950,mid,380,492.15
U-014951,smb,487,226.26
U-014952,mid,289,543.37
U-014953,mid,68,719.44
U-014954,strategic,283,5148.73
U-014955,large,92,1538.38
U-014956,smb,343,372.41
U-014957,mid,301,423.05
U-014958,smb,575,341.08
U-014959,mid,200,654.13
U-014960,smb,151,396.93
U-014961,mid,349,259.0
U-014962,smb,465,214.46
U-014963,mid,435,632.48
U-014964,large,468,1146.51
U-014965,smb,399,148.33
U-014966,mid,285,728.16
U-014967,smb,274,223.82
U-014968,mid,131,620.6
U-014969,mid,449,527.3
U-014970,strategic,483,4309.57
U-014971,smb,291,420.23
U-014972,large,586,1694.17
U-014973,smb,72,188.79
U-014974,smb,366,306.71
U-014975,smb,424,223.67
U-014976,smb,565,127.97
U-014977,smb,32,241.5
U-014978,smb,280,160.17
U-014979,mid,577,595.29
U-014980,mid,10,532.34
U-014981,smb,258,125.74
U-014982,mid,128,550.89
U-014983,smb,148,249.85
U-014984,large,474,1373.92
U-014985,large,189,1510.78
U-014986,strategic,380,5853.43
U-014987,mid,401,598.02
U-014988,mid,555,527.27
U-014989,smb,477,240.18
U-014990,smb,435,330.57
U-014991,large,169,1848.59
U-014992,large,3,1013.69
U-014993,smb,215,320.79
U-014994,mid,276,571.8
U-014995,mid,47,359.66
U-014996,large,179,1751.32
U-014997,smb,533,294.39
U-014998,mid,248,457.39
U-014999,smb,491,190.17
U-015000,smb,305,336.45
U-015001,smb,259,235.08
U-015002,large,188,813.65
U-015003,strategic,257,4458.97
U-015004,smb,89,286.65
U-015005,smb,210,326.75
U-015006,mid,136,322.79
U-015007,mid,402,695.85
U-015008,smb,208,242.0
U-015009,smb,376,355.47
U-015010,mid,487,632.86
U-015011,smb,201,314.42
U-015012,large,123,1086.51
U-015013,mid,371,398.37
U-015014,smb,587,262.33
U-015015,smb,21,308.61
U-015016,mid,396,515.27
U-015017,smb,404,297.37
U-015018,smb,390,204.06
U-015019,large,563,618.8
U-015020,mid,369,831.99
U-015021,mid,543,374.56
U-015022,smb,233,307.43
U-015023,smb,382,344.51
U-015024,smb,585,287.03
U-015025,mid,546,568.11
U-015026,smb,516,300.04
U-015027,large,451,1212.79
U-015028,smb,549,229.43
U-015029,smb,323,200.14
U-015030,mid,398,743.0
U-015031,smb,18,225.93
U-015032,smb,510,512.74
U-015033,mid,586,620.99
U-015034,smb,511,308.54
U-015035,smb,79,373.24
U-015036,large,426,1556.83
U-015037,mid,543,268.8
U-015038,mid,250,632.17
U-015039,smb,584,327.5
U-015040,smb,119,251.4
U-015041,smb,221,188.06
U-015042,large,207,1237.53
U-015043,large,43,1029.75
U-015044,smb,366,249.76
U-015045,smb,148,147.58
U-015046,smb,506,102.08
U-015047,smb,397,286.54
U-015048,mid,518,903.43
U-015049,large,269,982.03
U-015050,smb,351,201.34
U-015051,smb,95,250.56
U-015052,mid,591,506.96
U-015053,smb,546,261.35
U-015054,mid,448,695.69
U-015055,smb,133,253.07
U-015056,smb,286,105.53
U-015057,mid,59,593.36
U-015058,mid,165,468.22
U-015059,mid,2,845.49
U-015060,large,198,1199.97
U-015061,smb,325,259.63
U-015062,mid,486,401.22
U-015063,smb,429,161.59
U-015064,smb,120,268.42
U-015065,smb,584,288.39
U-015066,large,330,999.01
U-015067,smb,267,257.69
U-015068,mid,159,630.88
U-015069,smb,119,224.37
U-015070,smb,245,267.66
U-015071,smb,71,268.94
U-015072,smb,71,287.77
U-015073,mid,260,553.81
U-015074,smb,126,245.14
U-015075,mid,405,627.3
U-015076,smb,524,213.07
U-015077,smb,29,253.13
U-015078,mid,387,522.33
U-015079,smb,212,269.58
U-015080,mid,413,493.17
U-015081,mid,147,833.12
U-015082,smb,203,193.59
U-015083,smb,354,259.96
U-015084,smb,408,235.29
U-015085,smb,168,292.64
U-015086,mid,446,520.45
U-015087,smb,457,355.39
U-015088,smb,577,167.92
U-015089,smb,9,151.4
U-015090,large,458,1043.17
U-015091,mid,512,558.08
U-015092,mid,484,432.27
U-015093,smb,175,269.31
U-015094,strategic,481,3957.67
U-015095,mid,282,526.69
U-015096,smb,189,412.34
U-015097,mid,537,468.83
U-015098,large,522,1764.68
U-015099,smb,103,238.78
U-015100,mid,22,626.78
U-015101,smb,370,199.84
U-015102,strategic,462,4317.44
U-015103,smb,360,343.82
U-015104,smb,0,353.85
U-015105,smb,578,234.97
U-015106,smb,399,237.3
U-015107,smb,31,213.75
U-015108,large,103,1614.67
U-015109,mid,304,602.71
U-015110,smb,355,272.58
U-015111,large,445,1571.89
U-015112,mid,354,715.91
U-015113,large,569,2324.39
U-015114,smb,285,215.78
U-015115,mid,97,425.65
U-015116,smb,123,192.0
U-015117,smb,510,173.6
U-015118,smb,68,209.03
U-015119,mid,175,666.49
U-015120,smb,305,202.39
U-015121,smb,356,156.51
U-015122,mid,464,677.37
U-015123,smb,529,495.54
U-015124,smb,330,236.26
U-015125,smb,344,207.5
U-015126,smb,227,277.15
U-015127,mid,181,763.38
U-015128,smb,408,186.68
U-015129,strategic,466,3555.13
U-015130,mid,115,757.73
U-015131,smb,572,199.59
U-015132,smb,347,244.41
U-015133,smb,160,335.5
U-015134,smb,541,264.24
U-015135,strategic,458,3360.61
U-015136,mid,586,517.5
U-015137,large,241,1104.0
U-015138,mid,366,636.0
U-015139,smb,232,456.31
U-015140,large,71,1071.43
U-015141,smb,379,257.62
U-015142,smb,74,274.06
U-015143,large,404,1490.92
U-015144,smb,344,267.71
U-015145,large,447,1268.29
U-015146,smb,100,377.01
U-015147,large,176,1430.47
U-015148,mid,244,672.5
U-015149,smb,457,238.58
U-015150,mid,171,419.41
U-015151,mid,113,536.06
U-015152,smb,162,132.44
U-015153,smb,142,229.65
U-015154,smb,145,225.08
U-015155,smb,268,269.97
U-015156,smb,104,110.08
U-015157,mid,326,264.59
U-015158,smb,185,141.16
U-015159,smb,43,269.43
U-015160,smb,451,216.87
U-015161,smb,263,262.9
U-015162,smb,321,292.88
U-015163,mid,163,808.78
U-015164,smb,351,212.25
U-015165,smb,393,194.4
U-015166,smb,60,254.87
U-015167,smb,360,212.9
U-015168,mid,520,651.43
U-015169,mid,479,534.34
U-015170,mid,148,592.4
U-015171,smb,397,261.38
U-015172,smb,327,317.42
U-015173,smb,261,316.07
U-015174,smb,237,306.59
U-015175,smb,141,208.07
U-015176,mid,473,383.51
U-015177,smb,0,277.49
U-015178,mid,583,426.27
U-015179,mid,384,533.27
U-015180,mid,115,693.38
U-015181,mid,481,625.34
U-015182,smb,412,308.38
U-015183,smb,122,196.45
U-015184,mid,130,837.9
U-015185,smb,465,277.36
U-015186,smb,134,237.22
U-015187,mid,483,912.1
U-015188,smb,147,217.83
U-015189,smb,202,289.24
U-015190,mid,184,674.67
U-015191,smb,295,218.37
U-015192,mid,268,659.99
U-015193,smb,38,223.43
U-015194,smb,592,194.45
U-015195,mid,239,748.67
U-015196,smb,347,141.98
U-015197,mid,569,523.49
U-015198,smb,142,268.89
U-015199,large,354,1089.63
U-015200,smb,531,166.03
U-015201,large,130,1365.92
U-015202,mid,125,716.08
U-015203,mid,102,609.75
U-015204,smb,322,278.11
U-015205,strategic,420,2822.96
U-015206,smb,327,401.98
U-015207,mid,507,450.44
U-015208,mid,155,549.15
U-015209,smb,42,181.01
U-015210,large,260,2028.1
U-015211,smb,38,174.83
U-015212,smb,0,278.64
U-015213,smb,310,294.56
U-015214,mid,203,596.08
U-015215,smb,133,327.23
U-015216,mid,567,498.03
U-015217,large,592,1157.77
U-015218,smb,271,288.14
U-015219,smb,171,277.12
U-015220,smb,535,264.72
U-015221,mid,522,654.11
U-015222,mid,587,291.99
U-015223,mid,563,482.16
U-015224,smb,378,179.65
U-015225,smb,15,225.33
U-015226,large,373,1350.55
U-015227,smb,23,294.87
U-015228,strategic,182,1730.61
U-015229,mid,84,555.76
U-015230,smb,111,213.64
U-015231,large,530,1915.36
U-015232,large,148,1734.25
U-015233,mid,225,643.43
U-015234,smb,196,246.64
U-015235,smb,321,294.19
U-015236,smb,321,222.43
U-015237,mid,276,615.61
U-015238,mid,353,591.14
U-015239,smb,179,285.54
U-015240,smb,120,247.73
U-015241,smb,297,415.65
U-015242,large,485,1987.9
U-015243,large,447,1066.48
U-015244,smb,106,182.86
U-015245,smb,415,288.56
U-015246,mid,360,610.21
U-015247,mid,10,460.39
U-015248,smb,375,208.78
U-015249,smb,179,262.45
U-015250,large,377,1978.61
U-015251,smb,102,148.94
U-015252,smb,526,187.7
U-015253,large,423,1415.19
U-015254,smb,53,238.98
U-015255,smb,519,138.7
U-015256,smb,298,142.08
U-015257,large,439,1052.27
U-015258,mid,116,992.01
U-015259,large,297,2104.0
U-015260,smb,460,343.91
U-015261,smb,452,176.46
U-015262,large,259,2170.98
U-015263,smb,119,300.55
U-015264,large,293,1236.17
U-015265,strategic,243,3594.2
U-015266,smb,523,227.74
U-015267,smb,502,233.11
U-015268,strategic,432,6136.88
U-015269,smb,262,342.17
U-015270,strategic,229,4252.64
U-015271,smb,570,59.97
U-015272,smb,80,215.85
U-015273,smb,575,210.36
U-015274,smb,535,318.6
U-015275,smb,407,194.47
U-015276,smb,232,183.85
U-015277,large,536,1347.56
U-015278,mid,161,285.01
U-015279,large,475,1454.85
U-015280,mid,462,787.52
U-015281,smb,179,325.04
U-015282,smb,233,267.61
U-015283,smb,44,306.39
U-015284,large,129,1137.02
U-015285,mid,93,936.98
U-015286,mid,258,634.47
U-015287,large,552,1371.31
U-015288,large,508,1632.21
U-015289,mid,233,396.25
U-015290,smb,107,283.11
U-015291,smb,218,266.3
U-015292,smb,470,108.47
U-015293,mid,248,704.42
U-015294,mid,420,700.51
U-015295,mid,576,319.06
U-015296,smb,142,224.65
U-015297,mid,372,638.07
U-015298,smb,444,137.59
U-015299,mid,97,754.45
U-015300,smb,131,295.46
U-015301,smb,266,174.86
U-015302,mid,578,804.82
U-015303,mid,371,536.39
U-015304,smb,174,259.21
U-015305,smb,527,284.68
U-015306,smb,234,214.22
U-015307,mid,281,507.61
U-015308,smb,201,287.72
U-015309,smb,558,330.39
U-015310,mid,458,453.37
U-015311,smb,562,229.48
U-015312,mid,511,723.58
U-015313,smb,250,159.64
U-015314,smb,184,308.75
U-015315,large,170,2105.72
U-015316,mid,337,728.7
U-015317,mid,391,739.92
U-015318,smb,308,254.06
U-015319,mid,405,578.14
U-015320,smb,245,223.26
U-015321,large,82,1837.88
U-015322,smb,180,191.57
U-015323,smb,206,247.88
U-015324,smb,156,215.6
U-015325,mid,553,716.32
U-015326,smb,549,258.98
U-015327,mid,455,446.6
U-015328,large,224,2062.74
U-015329,mid,491,599.19
U-015330,smb,342,243.05
U-015331,smb,448,203.14
U-015332,smb,26,352.92
U-015333,mid,293,707.49
U-015334,large,65,1068.73
U-015335,large,255,1048.53
U-015336,smb,405,379.46
U-015337,smb,551,135.91
U-015338,smb,554,436.35
U-015339,smb,362,289.0
U-015340,smb,455,200.52
U-015341,smb,39,242.7
U-015342,mid,513,527.18
U-015343,smb,495,294.39
U-015344,smb,521,167.72
U-015345,smb,149,329.87
U-015346,mid,98,806.94
U-015347,mid,133,453.67
U-015348,smb,18,249.99
U-015349,smb,388,298.37
U-015350,smb,253,188.29
U-015351,mid,532,739.68
U-015352,strategic,528,1900.64
U-015353,large,472,1536.1
U-015354,smb,582,213.66
U-015355,smb,261,296.95
U-015356,smb,181,176.24
U-015357,mid,228,593.21
U-015358,large,82,1630.88
U-015359,smb,352,286.13
U-015360,smb,282,435.83
U-015361,smb,94,218.65
U-015362,smb,23,258.74
U-015363,smb,573,345.25
U-015364,smb,590,174.13
U-015365,large,266,1542.32
U-015366,smb,28,299.67
U-015367,mid,100,513.4
U-015368,smb,203,217.29
U-015369,smb,4,240.36
U-015370,strategic,401,2815.1
U-015371,smb,143,235.11
U-015372,smb,437,258.55
U-015373,smb,453,280.71
U-015374,smb,508,311.51
U-015375,large,174,1823.57
U-015376,large,220,1556.68
U-015377,large,126,945.95
U-015378,smb,551,233.01
U-015379,smb,133,186.33
U-015380,mid,75,504.6
U-015381,smb,36,321.43
U-015382,smb,223,357.47
U-015383,smb,97,324.13
U-015384,mid,363,493.85
U-015385,smb,305,248.9
U-015386,smb,267,288.45
U-015387,smb,25,226.59
U-015388,smb,256,236.2
U-015389,smb,93,292.54
U-015390,smb,218,232.7
U-015391,large,575,1973.7
U-015392,smb,379,233.85
U-015393,smb,258,135.65
U-015394,smb,30,266.55
U-015395,smb,109,248.51
U-015396,mid,471,416.77
U-015397,large,318,1694.89
U-015398,smb,386,134.19
U-015399,smb,54,292.91
U-015400,smb,488,289.35
U-015401,mid,453,667.21
U-015402,smb,155,167.27
U-015403,mid,223,720.02
U-015404,mid,178,619.18
U-015405,mid,414,716.57
U-015406,mid,244,328.67
U-015407,smb,293,284.23
U-015408,mid,156,533.0
U-015409,mid,274,552.43
U-015410,smb,139,285.13
U-015411,mid,136,695.32
U-015412,smb,390,48.13
U-015413,smb,463,168.34
U-015414,smb,576,176.15
U-015415,smb,358,219.99
U-015416,smb,231,180.55
U-015417,smb,174,175.67
U-015418,smb,174,273.72
U-015419,mid,43,730.24
U-015420,smb,147,254.34
U-015421,smb,486,333.45
U-015422,smb,262,267.78
U-015423,smb,520,154.48
U-015424,smb,293,137.6
U-015425,smb,234,255.59
U-015426,smb,409,307.52
U-015427,mid,405,765.09
U-015428,large,134,1282.17
U-015429,large,590,1576.57
U-015430,smb,178,224.81
U-015431,smb,230,182.31
U-015432,mid,169,611.25
U-015433,smb,439,356.23
U-015434,large,245,2204.6
U-015435,mid,132,760.27
U-015436,large,367,1417.63
U-015437,smb,250,179.79
U-015438,smb,451,340.45
U-015439,smb,201,307.65
U-015440,smb,331,325.62
U-015441,smb,313,378.35
U-015442,smb,336,36.21
U-015443,mid,585,464.21
U-015444,smb,270,95.78
U-015445,smb,592,268.32
U-015446,smb,52,436.95
U-015447,large,527,1086.76
U-015448,smb,105,173.94
U-015449,mid,101,883.81
U-015450,smb,415,218.23
U-015451,large,165,1601.07
U-015452,mid,355,620.44
U-015453,mid,554,417.5
U-015454,smb,293,258.63
U-015455,large,285,1261.46
U-015456,smb,536,285.31
U-015457,smb,359,173.84
U-015458,smb,598,273.27
U-015459,smb,102,244.7
U-015460,smb,251,270.46
U-015461,large,526,1810.78
U-015462,smb,568,233.75
U-015463,smb,430,215.95
U-015464,smb,348,256.13
U-015465,smb,414,172.23
U-015466,smb,564,235.6
U-015467,smb,20,251.42
U-015468,mid,512,498.09
U-015469,mid,568,813.12
U-015470,mid,284,657.87
U-015471,mid,18,553.59
U-015472,strategic,175,3856.41
U-015473,mid,87,592.3
U-015474,mid,76,391.92
U-015475,large,36,1293.89
U-015476,large,85,977.17
U-015477,smb,102,200.71
U-015478,smb,350,274.67
U-015479,mid,48,466.13
U-015480,large,451,1000.89
U-015481,large,314,1709.97
U-015482,smb,443,245.45
U-015483,large,572,1176.58
U-015484,strategic,420,4660.23
U-015485,mid,112,570.08
U-015486,smb,468,265.15
U-015487,large,583,1142.36
U-015488,smb,43,316.25
U-015489,mid,187,455.42
U-015490,smb,327,217.75
U-015491,smb,231,308.34
U-015492,mid,588,833.34
U-015493,smb,153,273.0
U-015494,mid,534,574.12
U-015495,mid,490,357.91
U-015496,smb,149,289.39
U-015497,mid,463,687.41
U-015498,mid,294,549.21
U-015499,mid,509,645.5
U-015500,smb,29,144.98
U-015501,large,326,1489.34
U-015502,mid,553,547.73
U-015503,mid,382,347.73
U-015504,smb,483,284.05
U-015505,large,591,728.62
U-015506,smb,500,204.75
U-015507,smb,537,300.08
U-015508,smb,545,249.39
U-015509,large,361,1667.87
U-015510,mid,414,820.01
U-015511,smb,597,266.68
U-015512,smb,353,187.98
U-015513,large,289,2144.49
U-015514,smb,322,376.3
U-015515,large,212,1683.6
U-015516,smb,170,229.57
U-015517,mid,2,452.15
U-015518,large,21,1720.99
U-015519,smb,546,354.69
U-015520,large,214,1188.89
U-015521,smb,542,205.39
U-015522,smb,163,292.47
U-015523,smb,32,202.51
U-015524,mid,170,358.1
U-015525,smb,337,310.46
U-015526,mid,409,617.71
U-015527,smb,532,241.02
U-015528,mid,447,846.77
U-015529,large,222,2160.73
U-015530,smb,501,303.14
U-015531,mid,445,649.45
U-015532,smb,503,251.31
U-015533,large,405,1488.36
U-015534,smb,458,248.45
U-015535,smb,66,176.16
U-015536,smb,193,186.75
U-015537,smb,152,255.59
U-015538,mid,63,456.63
U-015539,mid,523,333.61
U-015540,large,119,2003.0
U-015541,mid,462,812.75
U-015542,smb,474,65.76
U-015543,smb,175,263.08
U-015544,mid,375,886.62
U-015545,smb,466,164.71
U-015546,smb,117,174.19
U-015547,mid,589,1035.42
U-015548,smb,298,174.34
U-015549,smb,338,171.73
U-015550,mid,208,293.58
U-015551,mid,289,536.97
U-015552,mid,434,526.4
U-015553,smb,502,266.2
U-015554,mid,320,768.54
U-015555,mid,182,565.33
U-015556,smb,490,266.62
U-015557,smb,323,267.25
U-015558,smb,235,238.66
U-015559,smb,34,259.58
U-015560,large,593,1486.48
U-015561,smb,356,299.75
U-015562,smb,172,250.03
U-015563,smb,395,328.3
U-015564,mid,31,388.03
U-015565,mid,102,666.2
U-015566,smb,412,275.43
U-015567,smb,513,332.89
U-015568,mid,281,481.87
U-015569,smb,292,272.82
U-015570,smb,185,194.22
U-015571,smb,525,169.17
U-015572,smb,216,264.22
U-015573,smb,269,210.38
U-015574,mid,259,730.67
U-015575,mid,375,581.19
U-015576,smb,305,274.23
U-015577,mid,152,647.43
U-015578,smb,210,242.51
U-015579,smb,60,298.83
U-015580,smb,199,359.55
U-015581,smb,4,202.57
U-015582,smb,394,122.48
U-015583,mid,315,488.79
U-015584,mid,254,687.1
U-015585,mid,314,533.87
U-015586,mid,337,403.91
U-015587,mid,352,521.66
U-015588,strategic,319,4705.08
U-015589,smb,381,211.4
U-015590,smb,168,266.76
U-015591,smb,470,343.17
U-015592,smb,308,305.31
U-015593,mid,368,454.15
U-015594,mid,131,793.44
U-015595,smb,342,342.65
U-015596,smb,467,267.65
U-015597,smb,478,197.98
U-015598,smb,499,267.39
U-015599,mid,475,395.82
U-015600,strategic,243,4415.64
U-015601,smb,6,334.92
U-015602,smb,525,231.26
U-015603,smb,5,323.27
U-015604,smb,440,178.56
U-015605,smb,304,308.2
U-015606,smb,356,220.64
U-015607,smb,191,310.18
U-015608,strategic,531,1978.76
U-015609,smb,247,202.95
U-015610,large,532,1570.3
U-015611,smb,28,200.84
U-015612,mid,32,887.72
U-015613,mid,78,685.2
U-015614,mid,553,637.64
U-015615,large,236,1166.43
U-015616,large,488,225.79
U-015617,smb,335,334.76
U-015618,mid,595,670.21
U-015619,mid,410,669.88
U-015620,smb,248,291.53
U-015621,smb,168,287.39
U-015622,smb,568,281.47
U-015623,smb,317,258.24
U-015624,smb,25,240.28
U-015625,smb,536,295.04
U-015626,smb,400,145.06
U-015627,smb,186,259.01
U-015628,smb,187,358.2
U-015629,smb,103,316.65
U-015630,smb,293,118.66
U-015631,smb,57,289.71
U-015632,smb,465,154.31
U-015633,smb,148,272.41
U-015634,smb,212,167.24
U-015635,smb,107,213.65
U-015636,smb,519,165.27
U-015637,mid,222,524.18
U-015638,smb,417,303.1
U-015639,smb,177,255.7
U-015640,smb,348,320.03
U-015641,smb,589,277.96
U-015642,smb,54,308.01
U-015643,smb,586,174.34
U-015644,smb,196,209.44
U-015645,mid,560,626.67
U-015646,smb,586,182.38
U-015647,large,414,1059.73
U-015648,smb,416,293.7
U-015649,large,339,1863.69
U-015650,large,230,1616.5
U-015651,smb,146,349.78
U-015652,mid,528,647.44
U-015653,smb,297,377.55
U-015654,smb,245,223.54
U-015655,smb,497,110.22
U-015656,strategic,135,1742.28
U-015657,mid,229,511.81
U-015658,mid,212,760.48
U-015659,large,560,757.47
U-015660,smb,412,151.45
U-015661,smb,35,335.1
U-015662,smb,227,176.37
U-015663,smb,186,264.38
U-015664,smb,4,281.93
U-015665,smb,293,368.53
U-015666,smb,469,299.74
U-015667,large,236,1631.57
U-015668,mid,22,579.79
U-015669,smb,397,198.87
U-015670,smb,64,345.82
U-015671,smb,304,241.94
U-015672,smb,307,220.62
U-015673,smb,587,337.55
U-015674,mid,577,885.45
U-015675,smb,74,190.0
U-015676,mid,347,578.11
U-015677,smb,349,258.61
U-015678,strategic,560,4050.27
U-015679,mid,307,574.97
U-015680,mid,596,616.51
U-015681,large,344,1701.12
U-015682,smb,274,222.99
U-015683,mid,155,510.63
U-015684,large,57,1151.87
U-015685,mid,350,597.85
U-015686,smb,555,129.69
U-015687,smb,200,258.21
U-015688,large,566,1237.26
U-015689,large,83,916.29
U-015690,smb,281,327.56
U-015691,large,464,939.92
U-015692,mid,465,463.9
U-015693,smb,450,326.62
U-015694,mid,165,693.17
U-015695,large,242,1256.26
U-015696,smb,115,240.85
U-015697,smb,247,266.06
U-015698,mid,67,495.49
U-015699,smb,574,218.73
U-015700,smb,368,167.86
U-015701,smb,569,355.4
U-015702,smb,545,203.54
U-015703,mid,331,503.06
U-015704,smb,385,354.76
U-015705,mid,224,788.1
U-015706,smb,77,248.79
U-015707,large,356,1060.62
U-015708,smb,168,149.63
U-015709,smb,354,189.6
U-015710,smb,483,183.75
U-015711,smb,140,215.6
U-015712,smb,245,215.13
U-015713,mid,496,676.02
U-015714,smb,166,326.29
U-015715,smb,169,170.18
U-015716,smb,475,132.5
U-015717,smb,301,198.06
U-015718,large,527,1062.47
U-015719,mid,142,547.01
U-015720,large,324,1664.4
U-015721,mid,545,745.74
U-015722,mid,178,746.52
U-015723,smb,152,293.7
U-015724,mid,353,479.0
U-015725,smb,250,96.11
U-015726,large,558,1354.39
U-015727,smb,434,303.56
U-015728,mid,90,636.51
U-015729,mid,461,682.58
U-015730,smb,253,232.44
U-015731,mid,197,301.47
U-015732,smb,118,305.08
U-015733,mid,467,658.38
U-015734,smb,7,314.97
U-015735,mid,308,694.78
U-015736,smb,72,144.98
U-015737,smb,308,322.41
U-015738,smb,43,169.35
U-015739,strategic,133,3657.47
U-015740,mid,355,493.98
U-015741,smb,592,158.9
U-015742,smb,587,403.3
U-015743,mid,388,654.65
U-015744,smb,347,175.26
U-015745,smb,91,179.38
U-015746,smb,214,305.28
U-015747,mid,76,646.28
U-015748,smb,280,308.48
U-015749,smb,74,196.35
U-015750,smb,449,232.63
U-015751,mid,72,408.13
U-015752,large,149,1871.56
U-015753,smb,366,180.53
U-015754,mid,493,624.54
U-015755,smb,471,257.03
U-015756,smb,83,362.06
U-015757,smb,597,249.64
U-015758,mid,356,714.61
U-015759,mid,522,936.36
U-015760,mid,234,754.42
U-015761,mid,211,695.83
U-015762,smb,416,235.05
U-015763,smb,161,109.68
U-015764,smb,105,133.46
U-015765,smb,484,268.98
U-015766,strategic,539,4138.52
U-015767,large,275,1181.2
U-015768,smb,519,201.12
U-015769,smb,362,215.93
U-015770,smb,198,236.41
U-015771,smb,364,189.7
U-015772,mid,245,991.62
U-015773,mid,138,672.13
U-015774,smb,52,223.12
U-015775,smb,389,289.38
U-015776,mid,292,834.42
U-015777,large,582,1300.81
U-015778,smb,64,348.19
U-015779,smb,62,219.6
U-015780,mid,324,555.55
U-015781,large,10,1754.16
U-015782,smb,302,191.47
U-015783,smb,451,354.76
U-015784,large,519,1137.4
U-015785,smb,348,206.62
U-015786,smb,178,313.07
U-015787,strategic,257,7524.81
U-015788,smb,505,198.47
U-015789,large,540,1265.83
U-015790,smb,12,338.96
U-015791,smb,122,257.1
U-015792,mid,136,704.69
U-015793,mid,97,319.12
U-015794,smb,30,197.08
U-015795,mid,7,557.18
U-015796,smb,303,132.12
U-015797,mid,531,661.9
U-015798,mid,413,460.28
U-015799,large,138,1563.06
U-015800,mid,570,731.14
U-015801,mid,514,510.79
U-015802,smb,320,209.77
U-015803,mid,501,612.95
U-015804,smb,505,288.23
U-015805,strategic,17,4112.03
U-015806,smb,565,171.86
U-015807,smb,164,260.31
U-015808,smb,440,189.47
U-015809,smb,366,213.0
U-015810,mid,189,617.43
U-015811,large,144,827.39
U-015812,mid,250,856.09
U-015813,mid,91,568.09
U-015814,large,93,1330.62
U-015815,smb,55,247.57
U-015816,large,304,1868.19
U-015817,smb,41,242.4
U-015818,mid,71,714.76
U-015819,smb,474,166.23
U-015820,smb,136,300.72
U-015821,large,392,1094.42
U-015822,smb,257,232.71
U-015823,smb,191,139.35
U-015824,mid,271,762.15
U-015825,mid,145,449.43
U-015826,smb,425,307.79
U-015827,mid,299,405.6
U-015828,mid,182,756.34
U-015829,mid,444,477.23
U-015830,smb,555,157.16
U-015831,large,63,1911.17
U-015832,strategic,162,3907.67
U-015833,smb,337,301.55
U-015834,large,533,1148.86
U-015835,smb,18,174.08
U-015836,large,541,1274.29
U-015837,smb,569,204.07
U-015838,large,173,1617.33
U-015839,large,205,1893.83
U-015840,smb,255,175.96
U-015841,mid,35,569.63
U-015842,strategic,432,3067.12
U-015843,mid,118,728.12
U-015844,smb,414,131.02
U-015845,mid,449,501.09
U-015846,smb,30,251.12
U-015847,smb,498,336.46
U-015848,mid,303,732.0
U-015849,smb,283,281.44
U-015850,large,200,1287.43
U-015851,large,243,2271.83
U-015852,smb,517,218.38
U-015853,smb,78,288.63
U-015854,smb,552,230.44
U-015855,mid,146,733.48
U-015856,mid,145,562.73
U-015857,smb,433,307.29
U-015858,mid,479,810.32
U-015859,smb,524,241.69
U-015860,smb,449,150.8
U-015861,mid,383,749.88
U-015862,smb,466,212.15
U-015863,smb,337,228.13
U-015864,large,598,1328.81
U-015865,mid,474,449.08
U-015866,smb,89,258.68
U-015867,smb,555,316.61
U-015868,mid,496,558.82
U-015869,smb,8,258.39
U-015870,mid,187,600.69
U-015871,smb,245,167.4
U-015872,mid,511,538.45
U-015873,large,180,1161.83
U-015874,mid,382,283.34
U-015875,mid,552,516.75
U-015876,smb,495,197.95
U-015877,mid,157,473.64
U-015878,smb,541,249.71
U-015879,smb,191,264.78
U-015880,mid,292,914.42
U-015881,mid,143,450.48
U-015882,strategic,506,4186.45
U-015883,smb,292,229.36
U-015884,mid,169,650.22
U-015885,mid,111,675.27
U-015886,large,430,1845.75
U-015887,mid,339,744.61
U-015888,smb,90,239.45
U-015889,large,84,1378.48
U-015890,smb,365,329.09
U-015891,mid,500,554.53
U-015892,smb,54,291.01
U-015893,smb,374,347.22
U-015894,mid,451,425.31
U-015895,strategic,357,4239.57
U-015896,smb,144,296.45
U-015897,smb,284,290.04
U-015898,smb,293,142.83
U-015899,smb,330,164.17
U-015900,smb,164,352.0
U-015901,mid,425,714.01
U-015902,smb,13,284.87
U-015903,smb,127,234.15
U-015904,mid,119,818.27
U-015905,mid,274,650.55
U-015906,mid,377,547.86
U-015907,smb,538,292.85
U-015908,smb,38,33.15
U-015909,large,510,2148.36
U-015910,smb,130,245.72
U-015911,smb,109,201.0
U-015912,mid,304,661.1
U-015913,smb,232,217.72
U-015914,smb,479,208.83
U-015915,smb,86,208.54
U-015916,smb,165,206.19
U-015917,smb,23,196.46
U-015918,smb,359,347.2
U-015919,mid,356,699.38
U-015920,mid,258,661.67
U-015921,smb,292,290.33
U-015922,mid,545,791.77
U-015923,smb,62,86.82
U-015924,large,589,1455.63
U-015925,mid,550,692.45
U-015926,smb,562,180.92
U-015927,mid,397,630.17
U-015928,smb,579,174.86
U-015929,smb,542,245.36
U-015930,smb,32,256.4
U-015931,mid,471,495.06
U-015932,smb,19,218.25
U-015933,smb,16,276.92
U-015934,smb,143,258.15
U-015935,mid,221,725.97
U-015936,smb,350,284.89
U-015937,smb,530,166.89
U-015938,mid,449,586.53
U-015939,mid,134,435.38
U-015940,smb,579,196.14
U-015941,large,402,512.0
