account_ref,plan,support_tier,theme,tenure_months,monthly_spend,sessions_week,churned
107792,basic,none,light,13.1,423.35,10.04,1
101689,enterprise,none,dark,23.3,733.25,3.76,1
104238,pro,none,light,11.2,710.45,13.48,0
110393,enterprise,none,light,17.1,708.02,6.87,0
110501,pro,dedicated,dark,9.3,304.71,5.58,1
110168,basic,dedicated,light,19.9,864.44,7.5,1
104668,basic,email,dark,3.6,217.87,5.67,1
111142,enterprise,none,dark,13.0,364.37,17.65,0
102587,basic,email,light,0.7,135.93,7.37,1
100290,basic,none,dark,30.8,1041.41,12.15,0
100179,pro,dedicated,light,21.1,725.95,13.44,0
102017,enterprise,email,light,22.7,772.01,6.8,0
103989,pro,none,dark,2.4,309.11,7.85,0
101271,pro,none,light,24.2,677.43,13.56,0
108855,basic,none,light,25.5,848.07,10.18,1
109207,pro,email,light,15.4,478.96,14.58,0
103362,basic,email,light,24.8,708.13,11.23,1
105145,basic,email,dark,16.4,642.25,12.15,0
105961,basic,none,light,23.4,767.33,9.62,1
111636,basic,dedicated,light,10.0,653.16,4.3,0
111360,basic,none,light,15.2,654.32,11.35,0
107262,pro,none,light,17.0,645.24,3.35,1
109819,basic,email,light,0.1,350.5,11.45,0
103930,basic,priority,light,25.9,653.67,13.68,0
111513,basic,none,light,16.8,625.32,9.92,0
103609,pro,email,light,22.0,595.95,6.3,0
109770,enterprise,none,dark,2.4,454.47,15.48,0
102663,basic,email,light,13.6,463.43,6.92,1
105393,basic,email,dark,23.2,833.99,8.17,0
103048,enterprise,dedicated,light,13.7,453.72,14.04,0
107394,pro,none,light,12.1,532.55,14.72,0
107106,pro,email,light,20.0,644.53,4.57,1
110188,basic,dedicated,light,26.7,763.23,10.82,0
109044,basic,priority,light,21.4,779.33,8.37,0
107543,pro,none,light,19.6,748.27,7.66,0
107337,pro,dedicated,light,9.9,451.82,13.66,0
101264,basic,none,light,12.2,529.26,4.55,1
103573,basic,email,light,18.3,663.42,12.03,0
110815,basic,none,dark,14.6,818.48,7.71,1
110255,pro,email,light,13.5,581.0,11.1,0
111713,enterprise,email,light,22.5,683.09,12.76,0
109062,basic,none,dark,16.0,543.05,6.97,1
110983,enterprise,email,light,23.7,845.1,11.12,0
104893,enterprise,email,dark,14.0,459.23,5.45,0
107047,pro,email,dark,40.8,1093.8,6.14,1
109456,basic,email,light,29.7,796.89,8.18,1
105604,pro,none,light,20.4,644.44,14.56,0
105829,pro,email,light,15.9,757.03,8.46,0
101079,pro,none,light,13.8,588.26,10.4,0
104269,basic,priority,light,8.7,352.48,4.66,1
110060,pro,email,dark,10.7,474.62,12.77,0
105683,enterprise,none,dark,28.8,871.01,8.85,0
109540,pro,none,dark,25.3,663.65,7.18,1
104680,enterprise,priority,dark,18.0,510.06,6.97,0
111220,basic,email,light,18.4,806.57,4.05,1
110234,basic,priority,dark,21.7,839.92,5.66,1
104342,pro,none,light,30.1,929.97,10.73,1
104906,basic,priority,light,19.7,560.89,4.72,0
101897,pro,none,dark,0.9,272.32,8.26,1
106857,pro,none,light,13.6,469.19,9.54,0
107277,pro,none,light,17.9,555.7,7.99,1
101739,basic,none,light,14.6,527.94,15.22,0
103333,basic,none,dark,14.9,341.15,5.34,0
102312,pro,none,dark,15.3,661.44,10.86,0
104946,basic,none,dark,24.0,752.38,7.51,0
101729,pro,none,light,7.2,429.59,11.09,0
108889,enterprise,email,light,7.9,244.57,16.71,0
101579,basic,priority,dark,12.0,672.19,15.57,0
103596,pro,email,light,11.7,608.62,2.03,1
101979,basic,priority,light,15.9,677.69,9.15,1
109910,pro,priority,light,10.5,495.82,8.18,0
105529,pro,none,dark,9.9,551.81,11.62,0
109474,pro,dedicated,light,28.5,916.51,5.54,1
108831,basic,none,light,30.5,828.18,4.0,1
101327,basic,none,light,8.2,610.79,14.08,0
111026,basic,email,light,18.5,595.95,4.65,1
106871,pro,dedicated,dark,19.1,600.62,8.75,0
106602,pro,none,dark,21.3,646.35,6.78,0
103599,basic,none,dark,14.3,706.68,13.8,0
111348,basic,none,light,18.7,681.16,7.19,1
111302,pro,priority,dark,10.4,584.54,13.72,0
105992,basic,email,light,22.5,645.41,6.62,1
100227,basic,email,dark,22.7,951.9,7.61,1
110206,basic,priority,dark,35.0,932.88,15.42,0
103189,pro,priority,light,2.2,281.19,5.83,0
107511,pro,none,light,15.0,620.75,12.12,0
102268,basic,none,dark,29.2,876.3,10.94,1
101388,basic,email,light,1.0,299.2,11.16,0
102527,pro,priority,light,24.0,771.97,11.16,0
105899,pro,dedicated,dark,29.7,920.94,12.05,0
110407,basic,priority,dark,22.2,696.24,8.24,0
110192,basic,none,light,24.6,721.69,11.41,0
102991,basic,priority,light,29.6,916.73,8.31,1
104491,pro,priority,dark,17.4,564.48,9.22,1
107083,pro,email,light,7.1,263.01,8.69,0
111513,basic,none,light,19.7,752.19,6.48,1
103316,basic,email,dark,21.2,870.18,8.12,1
106320,basic,dedicated,dark,7.0,443.21,2.58,1
101910,basic,dedicated,light,22.7,693.09,13.28,0
100687,enterprise,none,light,20.0,629.1,12.13,0
110731,basic,email,light,14.7,591.17,10.96,1
102291,enterprise,priority,light,9.1,575.91,7.95,0
108363,basic,dedicated,dark,25.9,911.28,11.7,0
100813,enterprise,email,light,2.5,396.37,12.39,0
108277,enterprise,email,light,34.4,1073.6,10.86,0
106707,basic,dedicated,light,6.4,552.65,7.57,0
100884,pro,email,light,4.1,426.9,12.88,0
104569,pro,email,light,27.2,695.87,10.0,1
100143,basic,none,light,21.1,658.35,12.08,0
102932,basic,priority,dark,5.3,265.77,5.25,1
111206,enterprise,none,dark,9.0,223.58,9.35,0
101925,enterprise,none,light,32.8,841.3,12.97,0
107705,pro,none,light,13.3,547.59,6.77,1
104785,pro,none,light,22.5,887.48,8.71,1
107216,pro,email,light,19.0,659.51,8.49,0
107385,pro,email,dark,24.3,860.85,10.24,0
111422,enterprise,priority,dark,14.3,602.56,8.74,0
102597,basic,none,light,6.4,645.62,10.67,0
110854,basic,none,light,12.0,648.13,11.55,0
108587,pro,none,light,23.0,662.36,7.29,1
108346,enterprise,none,light,36.8,1175.4,11.04,0
107967,enterprise,none,light,15.6,676.57,9.89,0
103829,basic,dedicated,light,9.9,329.27,11.61,0
109214,basic,email,dark,13.4,481.51,10.32,0
104496,basic,priority,dark,34.2,793.21,14.74,1
101835,basic,none,light,21.8,701.35,6.41,1
111206,basic,priority,light,16.2,586.16,9.77,1
110065,pro,none,light,0.1,170.76,2.2,1
111146,basic,none,light,18.9,562.1,9.59,1
110085,enterprise,none,light,17.5,739.89,10.65,0
107165,pro,priority,light,16.3,603.54,13.17,0
103798,basic,none,light,11.6,538.71,11.79,0
100409,basic,email,light,21.6,638.78,13.58,0
105223,enterprise,email,light,8.3,453.9,9.11,1
101926,basic,none,dark,20.0,536.6,11.31,1
104511,enterprise,none,dark,13.1,507.29,7.63,0
110789,basic,email,light,15.0,682.75,5.91,1
106646,enterprise,priority,dark,17.5,687.74,8.3,0
106627,basic,none,light,12.1,461.39,10.76,1
106694,pro,email,dark,10.5,338.47,11.48,0
106665,pro,email,light,17.6,713.4,9.2,0
109149,basic,none,dark,26.7,812.43,12.77,0
102227,basic,email,dark,13.6,576.33,9.26,1
101899,basic,none,light,18.6,484.13,8.8,0
101770,basic,none,dark,10.5,580.94,2.48,1
104782,basic,email,dark,0.3,160.47,8.32,0
105223,pro,priority,dark,53.4,1250.0,3.99,1
108654,basic,none,light,9.9,451.47,9.4,0
109490,basic,email,dark,20.4,832.55,11.27,0
100462,basic,priority,light,21.6,572.86,4.45,0
102556,pro,none,light,27.9,576.83,14.36,0
105971,basic,dedicated,dark,10.4,287.49,4.71,1
106468,enterprise,none,dark,13.9,545.38,11.83,0
106329,pro,none,light,3.8,465.46,13.71,0
106139,enterprise,email,light,14.2,515.63,6.01,0
109289,pro,none,light,24.3,845.81,13.05,0
103769,basic,none,light,16.6,668.56,11.42,0
103008,basic,none,light,25.8,835.47,6.36,1
103073,basic,priority,light,28.8,883.1,6.62,1
106709,pro,none,dark,6.5,278.08,7.04,1
110354,pro,none,light,11.7,331.21,14.81,0
106946,basic,email,light,17.3,694.6,10.98,1
102593,pro,none,dark,22.5,889.37,7.73,1
104550,basic,none,dark,16.1,484.77,15.16,0
101180,basic,dedicated,light,18.5,433.64,16.68,0
101803,pro,priority,light,16.2,324.21,9.45,0
100715,pro,dedicated,light,18.2,630.13,17.3,0
108549,basic,priority,light,8.7,479.59,17.82,0
100343,pro,priority,light,20.3,875.98,9.76,0
110812,basic,email,dark,11.6,509.05,13.12,0
103387,basic,dedicated,light,17.9,761.31,5.94,1
105710,basic,email,light,25.7,616.68,13.69,0
109474,basic,none,light,16.4,558.99,11.11,0
109267,pro,none,dark,14.0,547.6,5.44,0
104392,basic,email,dark,15.5,585.71,7.23,1
107608,basic,email,light,17.4,447.34,10.69,0
101800,basic,email,dark,22.4,845.79,14.66,0
105613,basic,none,dark,16.8,589.49,8.09,0
110745,pro,email,dark,23.7,825.88,13.31,0
104110,pro,none,light,31.9,1093.59,14.32,0
109916,basic,none,light,24.4,553.34,7.58,0
106916,pro,priority,light,17.6,363.69,8.15,0
106830,enterprise,priority,dark,21.4,886.21,8.97,0
110421,basic,priority,dark,15.2,451.49,8.09,0
102620,basic,priority,light,3.5,283.28,8.57,0
109966,pro,none,light,13.3,539.06,5.32,1
110870,basic,dedicated,light,11.3,600.16,7.98,1
110046,basic,priority,dark,28.9,673.66,13.29,0
109253,basic,priority,dark,14.1,538.82,10.29,0
103865,enterprise,email,light,10.4,409.25,11.1,0
103759,enterprise,email,light,18.4,840.71,6.99,1
104912,pro,none,light,18.0,619.78,6.92,1
105611,enterprise,email,dark,12.5,743.71,12.94,0
106625,basic,none,light,24.0,838.69,13.47,0
104988,pro,email,light,17.4,688.73,13.63,0
108171,enterprise,none,light,0.7,336.68,11.52,0
107123,basic,email,dark,14.5,666.87,9.52,1
110643,pro,email,dark,26.8,780.9,10.8,0
103650,pro,none,light,18.7,595.23,5.84,1
105848,basic,none,light,22.8,738.66,3.49,1
108742,enterprise,none,dark,3.1,337.23,14.02,0
105324,basic,email,light,16.0,515.09,8.74,0
101138,pro,email,dark,16.1,408.64,6.68,1
105650,pro,email,light,20.0,643.05,10.2,0
101012,pro,email,dark,23.0,675.33,3.6,1
106901,basic,email,dark,35.7,932.42,4.75,1
102132,enterprise,priority,dark,9.9,401.39,11.21,0
102542,pro,email,dark,11.9,815.28,5.01,1
111773,basic,none,dark,17.7,688.99,11.14,1
104144,pro,priority,light,25.8,712.92,5.0,1
110466,basic,dedicated,dark,20.2,683.46,10.25,0
108950,basic,email,dark,17.5,815.46,10.59,0
103638,pro,none,dark,13.2,552.59,4.42,1
102239,basic,dedicated,light,17.4,788.3,7.38,0
107811,basic,none,light,27.6,995.07,7.79,1
105018,basic,email,light,26.0,679.86,3.12,0
101456,pro,email,dark,2.5,397.91,4.43,1
102280,pro,email,light,14.3,641.83,8.17,0
104488,basic,priority,light,20.1,734.34,4.98,0
104876,basic,email,light,35.4,874.37,11.57,0
104826,basic,priority,light,15.1,555.07,0.0,1
102914,basic,none,light,9.5,388.48,6.76,0
111281,basic,email,light,0.1,224.78,8.84,1
111030,basic,priority,dark,15.0,319.11,14.27,0
107094,basic,priority,light,9.3,495.23,13.26,0
100685,pro,priority,dark,30.9,619.3,8.76,0
104658,pro,none,dark,20.6,830.63,11.81,0
103174,basic,email,dark,11.2,475.67,5.88,1
104550,basic,priority,dark,15.9,596.7,11.1,0
108784,pro,email,light,22.8,725.26,13.96,0
104769,basic,dedicated,light,22.1,565.07,3.18,1
109758,pro,email,light,25.4,669.48,7.15,1
108981,basic,email,light,21.7,765.33,11.88,0
104484,basic,none,light,17.7,636.66,5.03,1
109416,basic,dedicated,light,18.1,453.78,9.46,0
103651,pro,email,dark,3.8,302.93,5.45,0
106721,basic,priority,dark,23.7,937.03,6.67,1
101067,pro,none,light,15.0,430.33,11.9,0
103468,basic,none,light,18.9,732.9,8.33,1
104654,basic,email,dark,2.4,398.54,7.7,0
104399,basic,email,light,6.5,372.52,7.68,1
109838,basic,email,light,27.9,821.01,11.17,0
106814,basic,none,light,20.9,682.9,9.54,0
103828,pro,email,light,31.0,958.08,9.29,0
103832,enterprise,none,light,16.3,801.49,10.94,0
103842,basic,email,dark,14.3,526.55,6.21,1
100921,basic,email,light,17.1,510.15,11.97,0
103552,basic,none,light,11.5,523.94,9.86,0
110266,enterprise,none,light,15.0,655.01,10.1,0
109802,basic,email,light,13.1,503.4,8.38,0
106297,basic,none,light,17.1,637.81,8.37,0
105296,basic,none,light,14.6,557.33,11.71,0
101505,pro,email,dark,10.4,467.47,2.3,1
107431,basic,email,dark,10.4,431.49,6.25,1
100075,basic,email,dark,28.9,890.46,3.1,1
106299,pro,priority,light,19.5,497.38,12.81,0
101680,pro,email,light,12.8,652.09,13.11,0
100328,pro,priority,dark,28.6,926.81,4.53,0
111333,pro,email,dark,35.2,1096.03,7.03,1
105985,pro,priority,light,6.4,383.49,10.95,0
110615,basic,email,dark,7.1,282.7,3.36,1
111236,enterprise,email,dark,7.7,404.79,5.91,0
109241,basic,none,light,11.5,515.89,8.58,1
108455,basic,none,dark,18.7,718.12,13.61,0
110889,pro,none,dark,27.6,801.38,12.03,0
100301,pro,email,dark,17.6,615.73,13.42,0
105349,pro,priority,dark,22.7,471.51,8.8,0
111069,basic,dedicated,light,5.6,491.78,10.81,1
102075,basic,priority,dark,17.4,773.92,3.45,1
107397,pro,none,dark,3.1,212.35,11.43,0
107772,basic,email,dark,24.0,583.81,15.58,0
110077,basic,none,light,22.1,802.09,10.64,0
111256,pro,none,dark,0.1,378.48,9.9,0
109387,pro,email,dark,25.4,906.49,10.08,0
105279,enterprise,email,light,30.8,820.94,18.13,0
104764,basic,none,light,24.9,849.81,15.39,0
111783,basic,none,dark,30.3,857.22,7.74,1
109580,pro,email,dark,19.4,610.11,7.08,0
109972,pro,none,dark,20.8,631.34,1.04,1
110565,enterprise,email,light,20.5,538.42,14.64,0
110314,basic,email,dark,41.8,1231.01,15.2,0
109851,pro,email,dark,22.8,663.22,9.77,1
103019,basic,priority,dark,11.9,543.51,8.13,1
106687,basic,email,dark,34.9,1069.72,9.45,0
101478,basic,priority,light,17.5,760.82,12.32,0
101927,pro,none,light,21.8,739.07,6.5,1
107123,basic,email,light,21.9,744.28,3.69,1
107204,enterprise,email,light,13.8,526.29,10.54,0
103960,basic,dedicated,light,10.5,544.85,11.82,0
111371,enterprise,none,light,27.2,872.05,8.37,0
110660,enterprise,email,dark,7.2,528.53,8.55,0
109880,basic,email,dark,19.7,742.95,9.35,1
104268,pro,none,light,23.4,495.16,12.01,0
106604,pro,email,dark,32.5,938.06,12.03,0
107949,enterprise,none,light,12.8,774.29,9.42,0
102527,basic,none,dark,21.5,712.54,16.94,0
101570,basic,email,light,17.7,869.75,12.67,0
100765,enterprise,priority,light,23.9,655.2,5.85,0
104792,basic,email,light,22.9,794.78,9.02,0
100711,enterprise,email,dark,17.7,378.62,2.57,1
102240,pro,dedicated,light,17.8,662.55,8.64,0
109041,pro,email,light,15.1,527.18,4.26,1
104376,enterprise,none,dark,17.2,515.98,10.12,0
100143,basic,email,light,13.5,442.3,14.88,0
109361,pro,priority,light,1.0,201.88,9.44,1
106472,basic,email,dark,19.2,589.67,10.44,0
111513,enterprise,email,dark,8.8,488.61,11.38,0
110096,basic,email,dark,19.4,648.7,12.19,0
105512,basic,none,light,13.6,394.96,12.6,0
108800,basic,email,light,27.1,730.66,15.84,0
105731,basic,email,light,36.1,1053.9,5.55,1
107817,basic,none,dark,22.6,736.09,7.63,0
102607,pro,email,light,21.1,669.44,11.35,0
104207,pro,none,dark,35.9,890.47,9.53,0
106087,basic,none,dark,18.7,607.77,2.36,0
101778,basic,dedicated,dark,17.3,651.37,8.52,0
102238,pro,priority,dark,11.6,765.79,14.69,0
108098,basic,none,dark,9.3,614.54,15.81,0
108395,pro,none,light,4.4,416.96,9.8,0
101556,basic,priority,light,18.7,639.06,8.82,1
102056,basic,email,dark,18.5,717.92,12.41,0
106969,pro,none,dark,12.9,335.96,13.1,0
109933,enterprise,email,dark,20.4,849.88,10.04,0
108441,basic,priority,light,15.9,432.6,12.44,1
103203,pro,priority,light,20.2,752.58,5.32,1
105639,basic,none,light,20.5,777.64,11.22,0
100777,basic,email,dark,5.4,370.66,5.59,1
102043,enterprise,email,light,30.2,1010.15,9.04,0
104168,pro,email,dark,18.7,411.73,18.71,0
101630,basic,none,light,20.4,627.62,11.0,1
107005,pro,none,light,18.7,515.16,12.33,0
109898,pro,none,dark,23.9,591.17,7.13,0
101349,enterprise,none,light,35.1,1111.79,10.08,0
105080,basic,none,dark,6.5,464.47,8.74,0
103493,pro,priority,light,7.1,353.16,11.36,0
102812,basic,none,light,13.6,511.37,1.76,1
107409,basic,email,dark,14.4,528.97,11.27,0
101953,basic,priority,light,29.3,901.4,17.97,0
109257,basic,dedicated,dark,19.3,683.88,13.82,0
110478,pro,priority,light,17.8,353.17,9.84,1
106925,enterprise,none,light,16.6,788.57,8.1,0
103815,pro,none,light,40.7,1099.05,6.45,1
103383,pro,none,light,12.1,532.06,7.07,1
102050,pro,email,dark,13.6,629.25,10.72,0
106253,pro,email,light,20.9,682.29,8.16,0
109017,basic,email,dark,20.1,474.61,7.49,1
102139,pro,dedicated,dark,5.6,475.31,11.9,1
103243,enterprise,none,light,48.1,1372.88,11.6,0
108175,pro,none,light,29.6,979.83,7.72,0
107447,basic,priority,dark,3.9,207.43,4.34,1
102873,basic,dedicated,dark,18.5,700.02,11.47,1
106711,pro,email,dark,6.5,605.44,9.3,0
110067,basic,priority,dark,29.2,998.28,9.12,0
110654,basic,priority,dark,17.7,649.71,2.86,0
104856,basic,priority,light,29.1,881.8,4.34,1
101021,basic,none,light,34.7,950.28,8.88,0
110276,enterprise,email,light,21.0,629.17,11.03,0
102765,basic,none,light,34.9,1072.06,2.35,1
103858,pro,none,light,31.2,885.46,10.31,0
104309,pro,email,light,16.4,657.74,4.64,1
107328,pro,dedicated,light,17.0,411.66,10.64,0
107783,enterprise,dedicated,dark,24.2,720.84,13.65,0
104471,basic,none,dark,19.4,813.17,11.43,0
111621,basic,email,light,39.2,1026.38,14.01,0
101991,basic,email,dark,22.2,621.24,12.14,0
108448,pro,priority,light,12.2,446.11,11.13,0
104868,pro,none,light,9.4,486.28,9.65,0
109591,basic,email,light,27.0,720.54,0.88,1
111288,basic,priority,light,17.9,644.92,7.28,1
105990,basic,email,dark,25.2,807.87,12.73,0
101160,pro,priority,light,6.8,554.59,9.35,0
110586,basic,none,dark,13.0,407.53,4.25,1
110715,pro,none,light,16.0,709.39,7.68,1
107005,pro,priority,dark,9.7,624.12,7.17,0
105477,pro,email,light,18.5,596.97,10.34,0
104431,pro,none,light,18.8,632.07,4.38,1
108802,basic,priority,light,24.3,1086.27,10.07,1
101707,basic,email,light,14.2,476.13,7.34,0
103652,basic,none,light,13.3,802.34,10.38,0
103160,enterprise,dedicated,dark,28.8,880.65,10.09,0
110677,enterprise,priority,dark,0.1,455.71,11.79,0
105871,basic,email,light,11.2,485.56,11.49,1
108155,basic,dedicated,light,23.7,716.63,12.74,0
104614,pro,priority,dark,29.5,822.67,10.17,0
101915,pro,priority,light,25.9,908.8,2.06,1
105353,enterprise,none,light,29.3,829.89,6.83,1
103474,basic,none,light,21.3,647.12,10.03,1
101935,basic,priority,light,4.4,381.17,11.89,0
111557,basic,email,light,24.6,924.49,8.32,0
102492,basic,none,dark,27.3,895.74,4.42,1
102379,basic,email,dark,29.5,916.0,6.42,1
101284,pro,priority,light,28.3,892.18,12.73,0
107295,pro,email,light,50.2,1140.36,13.62,0
104078,pro,email,light,11.0,549.5,10.36,0
110508,basic,priority,dark,24.9,825.62,13.2,0
100918,pro,none,light,30.0,933.77,14.42,0
105304,enterprise,priority,dark,17.3,275.33,10.32,0
109350,basic,priority,dark,4.6,291.39,11.53,0
104769,basic,none,dark,28.2,1057.53,7.54,1
106847,basic,dedicated,dark,24.0,899.05,1.85,1
106070,pro,priority,light,18.7,584.01,9.78,0
106979,basic,email,light,16.4,660.83,4.22,1
100236,enterprise,none,light,22.7,806.88,12.62,0
108131,enterprise,none,dark,7.3,491.22,8.53,0
105157,basic,none,dark,27.8,786.63,8.07,0
104346,basic,email,light,10.3,429.37,15.96,0
102249,basic,priority,dark,12.0,344.52,5.35,1
109801,basic,none,light,21.0,742.91,4.15,1
106436,basic,dedicated,light,6.0,425.18,5.43,1
109506,basic,dedicated,light,8.6,313.07,5.34,0
100263,basic,none,dark,20.2,694.88,9.3,0
106736,basic,priority,dark,19.4,628.21,10.78,0
105116,basic,none,light,11.7,431.18,5.67,1
106041,basic,priority,dark,7.3,460.28,13.16,0
104065,pro,email,dark,11.6,381.94,5.63,0
101212,pro,priority,dark,24.4,693.46,6.4,0
103670,pro,priority,light,14.9,625.45,10.21,0
103531,basic,none,light,16.3,626.06,6.12,1
110603,basic,none,dark,14.8,589.84,11.91,1
109024,enterprise,none,light,17.9,767.06,6.52,0
101238,basic,email,light,17.0,798.7,8.74,0
109641,enterprise,email,light,16.2,608.67,10.16,0
110368,pro,none,light,25.0,708.62,11.58,0
106012,basic,priority,light,12.3,308.15,7.89,0
108840,pro,none,dark,25.1,885.18,9.53,1
108330,basic,email,light,28.3,754.43,3.42,1
104131,basic,none,light,17.7,626.55,4.79,1
102397,pro,none,light,20.6,677.34,11.44,0
110831,pro,email,light,18.8,578.72,2.71,0
105843,pro,none,dark,2.4,266.29,11.02,1
100224,basic,priority,dark,29.3,912.79,5.7,1
102010,basic,none,light,16.8,627.61,9.45,0
109472,basic,priority,dark,13.5,459.92,5.28,1
101024,enterprise,none,light,31.2,908.02,12.71,0
101581,pro,priority,light,22.9,734.81,13.29,0
106678,enterprise,none,dark,8.0,549.93,7.9,0
107442,basic,email,light,12.2,662.52,11.41,0
108882,enterprise,priority,light,35.0,975.34,11.04,0
107874,basic,email,light,2.9,345.02,11.83,1
104652,enterprise,email,light,6.6,348.79,7.24,0
105176,basic,email,dark,6.8,387.95,11.51,1
103298,enterprise,dedicated,dark,25.1,661.0,14.86,0
101060,pro,none,light,10.7,424.39,5.85,1
103002,basic,none,light,9.3,422.52,6.97,0
102691,enterprise,email,dark,30.3,974.33,12.2,0
105944,basic,priority,dark,26.9,799.44,8.21,1
109869,basic,dedicated,dark,28.1,782.71,10.45,0
101989,pro,email,dark,27.8,762.74,12.7,0
106701,basic,email,dark,10.3,432.04,6.63,1
111180,basic,none,dark,2.5,273.51,8.93,0
102333,basic,email,dark,16.9,703.94,12.71,0
108261,basic,email,dark,24.0,919.15,5.32,1
103452,basic,email,light,5.8,340.12,10.29,1
107542,enterprise,priority,dark,13.1,634.63,16.61,0
109168,basic,dedicated,light,15.7,660.19,7.59,1
111611,pro,none,light,28.4,940.15,14.42,0
101901,basic,dedicated,dark,32.8,849.61,13.83,0
109992,pro,email,dark,10.1,638.38,13.47,0
102741,pro,priority,dark,21.4,629.05,13.33,0
111219,basic,dedicated,dark,0.1,240.28,15.82,0
101810,basic,email,light,26.3,713.38,8.23,0
100138,basic,email,dark,24.9,710.57,8.37,1
105437,enterprise,dedicated,dark,10.0,582.08,11.07,0
110129,pro,none,dark,15.1,496.93,14.81,0
110554,basic,dedicated,light,15.2,440.44,16.0,0
102002,basic,dedicated,light,4.2,174.82,15.02,0
103235,enterprise,email,dark,20.6,733.51,9.73,0
101810,basic,none,light,14.8,846.58,7.87,0
106926,basic,none,light,18.8,800.32,9.85,0
103974,basic,none,light,16.3,734.96,3.21,1
108821,pro,dedicated,light,1.2,171.55,10.55,0
108288,basic,email,dark,19.9,694.83,8.14,1
105812,basic,priority,dark,20.0,849.17,11.05,0
107030,basic,none,light,12.7,560.64,8.88,0
100530,enterprise,none,light,12.2,658.15,12.91,0
102998,pro,email,light,17.9,748.47,6.59,0
105491,basic,none,light,16.6,826.55,4.71,1
100495,basic,priority,light,19.4,873.94,8.51,0
103337,basic,priority,dark,8.5,481.23,9.15,0
106312,basic,priority,dark,31.4,795.93,6.88,1
105052,basic,email,light,32.9,801.22,11.24,0
102040,basic,none,light,21.8,722.24,18.25,0
107579,enterprise,dedicated,light,39.9,1184.11,11.61,0
101131,pro,email,dark,19.1,495.24,6.59,0
106928,basic,priority,dark,22.0,643.7,7.69,1
105571,pro,email,light,8.1,551.86,8.48,1
103025,pro,none,dark,16.1,691.39,12.28,0
110432,pro,email,light,24.3,584.41,15.65,0
101445,basic,email,dark,38.4,1048.94,6.22,1
107781,basic,priority,light,6.6,363.34,5.78,1
102662,pro,email,light,31.9,1027.32,4.77,1
109481,basic,email,dark,26.6,919.9,7.78,0
101514,pro,none,dark,22.2,688.66,16.11,0
104343,basic,none,light,25.4,625.16,4.43,0
104876,pro,none,light,8.4,273.78,16.05,0
107133,pro,priority,light,7.4,683.32,10.4,0
101603,basic,none,light,10.0,236.08,12.1,0
107083,enterprise,email,dark,26.1,799.35,7.23,0
109545,pro,priority,dark,24.2,789.2,12.22,0
101105,enterprise,email,dark,36.9,879.72,10.39,1
103420,pro,none,dark,7.2,467.81,10.92,0
110778,pro,priority,dark,19.7,618.17,11.49,0
105415,pro,email,light,18.9,658.54,12.15,0
100402,basic,email,dark,23.6,479.16,11.69,0
102548,enterprise,priority,dark,15.3,654.65,15.95,0
105070,pro,email,dark,23.7,703.47,4.8,0
106453,basic,email,light,17.1,561.28,8.16,1
101270,basic,none,dark,29.4,815.31,6.17,0
104606,pro,none,light,26.6,782.85,9.67,0
105747,basic,email,dark,12.3,425.79,2.06,1
105497,pro,priority,dark,16.5,741.57,10.58,0
105987,pro,dedicated,light,19.3,776.17,12.22,0
103330,pro,none,light,23.1,774.84,11.78,0
108564,pro,none,light,26.7,928.56,5.31,1
102313,basic,email,light,12.2,448.71,11.21,0
102220,basic,priority,dark,18.0,391.15,7.65,1
104552,pro,priority,light,12.0,458.44,4.75,1
107361,enterprise,priority,light,13.1,331.56,3.98,1
105739,pro,none,light,6.7,385.38,3.02,1
101193,basic,email,dark,20.0,585.68,6.18,0
104612,basic,email,light,21.4,639.19,10.43,0
101874,basic,email,light,0.1,1.0,14.25,0
110491,basic,email,light,6.8,381.01,10.28,0
101756,enterprise,none,light,7.7,283.24,10.18,0
110701,pro,priority,dark,17.2,691.33,7.07,1
107820,pro,none,light,26.8,762.2,10.34,0
107916,basic,dedicated,light,15.1,460.81,3.81,1
103290,basic,email,light,10.7,520.42,4.55,1
108618,basic,email,light,9.2,528.5,12.73,0
110080,pro,priority,dark,5.4,564.05,14.31,0
107126,basic,email,dark,12.9,518.64,4.2,1
105697,basic,none,dark,9.4,365.55,12.49,0
109474,basic,email,light,19.9,755.86,7.16,1
111079,basic,none,dark,23.3,848.09,13.62,1
101700,basic,dedicated,dark,34.1,963.0,6.47,0
109843,basic,priority,light,24.0,713.12,7.63,0
106996,basic,priority,light,2.7,313.0,10.42,0
107590,enterprise,none,light,24.3,824.71,10.95,0
101436,basic,email,light,9.7,588.95,15.46,0
100800,pro,none,light,34.9,1153.16,11.2,0
103159,enterprise,email,dark,19.9,604.85,10.5,0
110804,basic,email,light,27.0,906.37,3.19,1
110137,basic,dedicated,light,14.5,493.32,8.73,1
109272,basic,dedicated,light,17.3,582.7,16.92,0
101014,basic,none,light,28.3,794.88,6.91,0
100377,basic,dedicated,light,15.2,535.01,12.62,0
106434,enterprise,email,light,14.6,520.87,7.56,0
103225,basic,email,dark,26.6,753.83,15.1,0
108138,pro,priority,light,11.4,400.17,13.61,0
108625,basic,none,light,20.8,525.84,6.89,0
105757,enterprise,dedicated,light,26.9,954.48,12.34,0
103538,pro,none,dark,15.8,491.3,9.09,0
102986,pro,none,light,10.2,569.3,10.65,0
