unit_id,region,stratum,cluster,satisfaction,office_temp_c,spend
12366,eu-west,smb,50,2,19.81,283.4
12367,us-east,smb,106,5,19.54,80.19
12368,ap-south,mid,505,5,21.26,462.75
12369,us-west,smb,502,5,19.2,249.55
12370,us-east,smb,223,4,24.18,313.8
12371,eu-west,smb,483,5,20.86,302.93
12372,eu-west,smb,592,1,19.91,127.87
12373,us-east,smb,450,4,18.05,272.4
12374,ap-south,smb,306,3,21.64,268.1
12375,sa-east,mid,510,3,22.0,630.04
12376,ap-south,strategic,321,4,20.39,4960.67
12377,eu-west,mid,422,5,21.21,803.52
12378,us-east,smb,129,5,22.77,302.82
12379,us-east,smb,407,3,21.56,177.65
12380,eu-west,smb,335,4,18.98,313.69
12381,eu-west,mid,65,5,19.98,525.45
12382,eu-west,mid,173,5,20.67,586.27
12383,us-east,smb,413,4,22.31,214.65
12384,us-west,smb,427,4,24.39,202.18
12385,sa-east,smb,0,4,21.9,240.45
12386,sa-east,smb,279,5,20.91,250.61
12387,us-west,smb,478,4,18.4,274.82
12388,ap-south,mid,575,4,21.04,750.78
12389,us-west,mid,153,3,23.13,664.61
12390,ap-south,smb,304,2,21.35,238.17
12391,sa-east,mid,103,4,20.31,936.32
12392,us-east,smb,590,5,23.23,214.22
12393,ap-south,smb,241,4,22.89,134.72
12394,us-west,smb,142,3,20.59,328.81
12395,eu-west,mid,465,4,22.14,581.94
12396,ap-south,smb,152,4,24.02,270.21
12397,ap-south,smb,572,4,19.34,190.13
12398,ap-south,large,371,5,19.07,1355.06
12399,sa-east,smb,445,4,23.0,225.65
12400,eu-west,mid,323,5,20.07,607.66
12401,ap-south,mid,522,3,24.14,806.11
12402,us-east,large,92,2,20.38,1525.26
12403,us-east,smb,357,5,22.13,268.09
12404,us-west,smb,363,3,21.51,181.09
12405,us-west,smb,399,3,21.05,176.01
12406,us-east,large,40,3,23.16,735.78
12407,eu-west,smb,134,3,20.13,176.11
12408,ap-south,smb,251,3,19.34,363.11
12409,us-east,large,220,4,20.22,1280.77
12410,ap-south,mid,563,4,20.55,386.71
12411,sa-east,strategic,201,4,21.91,1698.8
12412,us-west,large,436,5,26.36,1788.58
12413,us-west,strategic,461,2,21.11,6218.15
12414,eu-west,large,428,5,17.84,1479.06
12415,us-east,smb,252,4,24.84,357.78
12416,us-east,smb,324,5,22.64,357.75
12417,us-west,large,199,4,18.41,1496.7
12418,eu-west,smb,447,4,22.53,150.31
12419,eu-west,mid,12,3,19.95,779.08
12420,us-west,smb,269,4,21.28,140.77
12421,eu-west,smb,330,3,20.18,248.18
12422,ap-south,mid,9,2,20.9,425.64
12423,us-east,mid,434,4,20.31,996.89
12424,ap-south,mid,531,3,19.19,375.71
12425,us-east,smb,561,2,21.46,308.98
12426,eu-west,smb,427,4,21.36,182.25
12427,us-west,large,261,2,22.67,1491.63
12428,us-east,smb,1,5,18.75,374.76
12429,eu-west,smb,396,2,20.78,155.25
12430,us-east,mid,83,4,20.29,801.32
12431,ap-south,smb,155,4,22.76,320.73
12432,us-east,smb,289,3,19.74,389.15
12433,ap-south,smb,479,4,22.22,172.2
12434,us-west,smb,32,4,18.57,289.99
12435,eu-west,large,331,4,19.91,1148.57
12436,ap-south,smb,352,4,20.32,238.42
12437,us-east,large,358,4,22.83,1951.34
12438,us-east,smb,82,4,20.73,159.74
12439,us-east,smb,227,2,18.8,221.24
12440,ap-south,large,110,1,22.9,752.63
12441,us-west,large,521,4,17.82,1747.16
12442,eu-west,mid,117,3,20.57,612.83
12443,us-east,large,486,5,23.77,1424.56
12444,eu-west,mid,317,3,19.57,527.9
12445,ap-south,smb,491,5,23.06,197.57
12446,eu-west,mid,483,4,20.9,875.05
12447,us-west,mid,18,3,23.31,497.36
12448,ap-south,mid,453,2,21.83,680.6
12449,us-east,smb,321,4,19.13,291.85
12450,eu-west,smb,373,4,21.91,287.49
12451,us-east,mid,519,4,20.2,290.34
12452,ap-south,smb,111,3,20.34,264.84
12453,us-west,mid,200,4,19.6,561.91
12454,ap-south,mid,280,4,21.78,372.44
12455,us-east,smb,263,5,23.14,275.26
12456,us-east,mid,370,3,22.72,633.8
12457,us-east,smb,421,5,22.17,237.67
12458,eu-west,large,447,4,23.13,846.38
12459,us-west,large,38,4,22.62,1906.19
12460,ap-south,mid,381,5,20.6,560.87
12461,us-east,smb,294,2,20.8,279.54
12462,ap-south,strategic,280,5,20.96,5951.01
12463,sa-east,smb,19,4,18.64,277.76
12464,ap-south,smb,569,4,21.67,338.71
12465,eu-west,mid,107,1,22.81,577.27
12466,us-west,large,154,1,19.72,1634.69
12467,us-east,strategic,7,4,18.03,5376.27
12468,us-east,smb,277,5,20.24,374.38
12469,ap-south,smb,333,5,22.81,283.13
12470,eu-west,large,372,4,23.55,1604.41
12471,us-east,smb,514,5,21.92,264.89
12472,eu-west,smb,496,1,21.26,136.28
12473,us-east,mid,46,4,22.82,587.27
12474,us-west,smb,330,3,21.23,295.02
12475,eu-west,large,452,4,23.64,1772.71
12476,us-east,mid,197,3,22.01,310.92
12477,us-east,large,241,3,21.89,1206.56
12478,us-west,large,439,4,21.26,1239.28
12479,us-east,smb,400,2,22.9,281.34
12480,us-east,mid,368,5,18.21,475.41
12481,sa-east,smb,127,4,23.33,320.65
12482,us-west,mid,341,4,19.65,454.2
12483,us-east,smb,406,3,21.08,411.66
12484,us-east,smb,54,4,20.56,193.63
12485,us-east,mid,497,4,22.02,638.77
12486,us-east,smb,246,4,21.32,163.24
12487,us-east,smb,437,5,19.81,410.19
12488,us-east,smb,130,5,19.3,201.62
12489,us-west,smb,311,4,22.74,219.69
12490,sa-east,large,77,3,27.09,1350.55
12491,eu-west,smb,554,4,21.74,320.63
12492,us-west,large,250,5,23.14,1858.69
12493,eu-west,smb,89,4,19.97,256.51
12494,us-west,smb,566,3,19.98,344.76
12495,eu-west,smb,357,5,20.69,213.03
12496,ap-south,smb,319,3,21.02,396.02
12497,ap-south,smb,263,4,22.1,257.8
12498,us-west,mid,108,4,20.87,495.21
12499,us-east,smb,248,4,22.74,279.68
12500,eu-west,smb,376,3,22.36,308.14
12501,ap-south,mid,582,5,20.65,648.13
12502,us-west,smb,490,4,22.67,217.21
12503,us-east,smb,529,5,22.23,329.11
12504,sa-east,mid,392,3,20.16,561.98
12505,eu-west,smb,258,5,20.46,136.66
12506,ap-south,mid,265,1,20.8,599.4
12507,us-east,mid,16,3,19.2,577.85
12508,ap-south,smb,238,5,17.15,224.53
12509,ap-south,smb,87,4,22.93,274.25
12510,us-east,smb,585,2,22.41,366.07
12511,ap-south,smb,417,4,19.89,212.11
12512,us-west,large,63,4,22.97,983.34
12513,us-east,smb,138,3,19.4,284.8
12514,ap-south,mid,547,4,21.95,405.23
12515,us-east,smb,433,1,21.55,101.98
12516,ap-south,smb,587,4,18.57,369.86
12517,us-west,smb,266,3,21.68,82.51
12518,us-west,smb,549,4,17.89,143.12
12519,ap-south,smb,387,4,22.63,334.09
12520,us-east,smb,225,5,21.7,207.49
12521,us-east,smb,174,4,22.11,203.16
12522,us-east,mid,32,5,16.3,412.41
12523,us-west,smb,239,5,22.23,220.33
12524,us-west,mid,590,3,20.09,748.6
12525,us-west,mid,210,5,25.54,422.19
12526,sa-east,smb,439,3,20.5,411.15
12527,eu-west,mid,408,5,20.78,776.35
12528,us-west,smb,516,1,21.4,193.42
12529,ap-south,mid,464,2,19.77,651.49
12530,us-east,large,302,5,21.64,1348.39
12531,eu-west,smb,123,4,18.13,203.54
12532,us-west,large,57,2,18.66,1104.41
12533,us-east,strategic,355,3,23.76,2848.12
12534,us-east,smb,349,4,21.17,262.98
12535,us-west,large,595,4,20.73,1337.09
12536,sa-east,smb,293,3,21.21,261.66
12537,us-west,smb,438,4,22.81,316.44
12538,us-west,smb,599,1,24.04,224.71
12539,us-west,smb,557,3,19.56,67.49
12540,eu-west,mid,334,4,23.5,611.94
12541,us-east,large,90,5,18.9,1847.49
12542,us-east,smb,599,4,24.02,345.77
12543,us-east,smb,256,3,22.74,30.84
12544,us-west,large,536,5,18.48,1648.3
12545,sa-east,smb,528,4,16.96,188.28
12546,eu-west,mid,84,3,19.28,615.12
12547,us-east,mid,465,3,18.7,795.31
12548,us-east,mid,426,5,21.05,671.11
12549,us-west,large,370,4,21.07,1898.56
12550,us-west,mid,281,5,23.89,742.66
12551,ap-south,mid,387,1,22.55,638.34
12552,sa-east,strategic,32,4,22.74,3994.08
12553,ap-south,smb,69,3,21.36,160.21
12554,eu-west,large,105,3,22.31,736.66
12555,eu-west,large,336,5,21.74,1293.4
12556,eu-west,smb,279,2,23.01,162.11
12557,ap-south,smb,228,5,21.16,333.78
12558,us-east,smb,385,4,20.55,309.75
12559,us-east,strategic,446,2,22.67,5486.82
12560,eu-west,smb,411,4,18.86,275.96
12561,us-east,mid,412,5,19.07,600.4
12562,ap-south,smb,14,3,20.48,331.51
12563,sa-east,mid,1,2,23.73,434.17
12564,us-east,large,439,4,23.65,1197.49
12565,sa-east,mid,359,5,20.48,480.91
12566,eu-west,smb,571,3,19.62,128.13
12567,ap-south,smb,455,2,22.02,348.53
12568,eu-west,smb,433,3,18.94,132.57
12569,us-east,smb,429,3,20.03,225.47
12570,us-west,large,463,2,24.03,1263.39
12571,us-west,mid,362,3,23.81,722.56
12572,us-west,smb,481,4,24.84,243.05
12573,ap-south,smb,253,5,20.72,214.98
12574,ap-south,large,588,3,22.02,1122.52
12575,ap-south,strategic,532,4,18.11,3949.66
12576,eu-west,mid,3,1,20.66,730.56
12577,eu-west,smb,483,4,23.76,242.95
12578,us-east,smb,463,4,20.57,224.9
12579,us-west,smb,134,3,20.86,246.29
12580,us-west,smb,545,5,19.63,235.36
12581,us-east,smb,538,1,22.08,271.01
12582,ap-south,smb,33,2,21.16,308.17
12583,ap-south,mid,435,1,18.93,500.37
12584,ap-south,smb,536,4,19.69,137.98
12585,ap-south,smb,73,5,22.17,141.57
12586,us-west,mid,292,3,22.32,669.71
12587,eu-west,mid,236,4,22.19,666.49
12588,ap-south,smb,72,4,23.41,211.42
12589,ap-south,mid,331,3,17.86,645.49
12590,us-east,smb,310,4,20.7,351.98
12591,us-east,mid,132,3,19.11,737.69
12592,us-east,mid,119,4,20.07,671.98
12593,us-west,strategic,480,2,17.47,4561.6
12594,us-west,smb,233,5,20.78,217.86
12595,eu-west,large,453,3,20.6,969.36
12596,eu-west,smb,248,3,22.57,381.61
12597,us-east,mid,124,1,22.1,729.8
12598,us-west,smb,244,5,23.6,74.95
12599,ap-south,mid,128,4,20.12,605.35
12600,us-west,smb,269,3,22.13,114.03
12601,sa-east,mid,543,4,19.36,701.22
12602,us-east,smb,25,5,19.72,126.15
12603,eu-west,smb,199,3,19.43,313.79
12604,sa-east,smb,84,5,21.88,250.47
12605,us-east,smb,384,5,22.15,256.31
12606,us-east,large,109,4,18.07,1511.81
12607,ap-south,large,529,4,20.48,1483.73
12608,us-west,mid,232,2,21.26,481.75
12609,us-east,smb,382,5,18.95,299.84
12610,us-west,smb,109,1,20.83,154.79
12611,ap-south,smb,285,2,21.52,213.06
12612,us-west,smb,576,5,19.42,180.9
12613,ap-south,smb,190,2,21.35,206.44
12614,ap-south,smb,524,5,19.72,304.5
12615,us-west,smb,569,5,22.24,260.42
12616,ap-south,smb,201,4,20.25,294.14
12617,eu-west,mid,29,3,20.55,439.02
12618,us-west,smb,400,4,17.36,88.88
12619,us-east,smb,158,3,23.87,273.43
12620,sa-east,smb,313,4,22.25,243.88
12621,sa-east,smb,524,4,21.08,221.82
12622,us-east,smb,534,3,17.53,366.83
12623,sa-east,smb,114,3,21.72,243.94
12624,us-east,smb,456,3,19.53,279.35
12625,ap-south,large,322,4,19.46,1854.96
12626,us-east,mid,259,1,21.77,627.39
12627,ap-south,smb,404,2,20.57,233.17
12628,us-east,mid,389,4,23.12,614.94
12629,ap-south,mid,524,4,19.32,421.83
12630,ap-south,smb,457,4,21.93,385.56
12631,us-east,mid,228,5,20.23,613.22
12632,us-east,large,37,5,21.79,1363.08
12633,us-east,smb,165,4,17.77,362.9
12634,us-east,large,54,3,19.39,2438.17
12635,ap-south,smb,11,3,23.18,238.32
12636,us-east,mid,501,4,19.05,559.19
12637,us-east,smb,64,3,22.85,235.29
12638,us-east,smb,439,1,20.89,255.08
12639,us-east,large,425,3,21.61,1627.48
12640,ap-south,smb,327,5,21.07,284.69
12641,us-west,smb,413,5,21.81,377.73
12642,eu-west,large,251,4,18.42,1243.43
12643,us-west,smb,29,4,22.38,136.77
12644,ap-south,smb,322,2,23.58,242.22
12645,eu-west,smb,206,5,20.57,244.03
12646,ap-south,smb,19,5,19.51,165.56
12647,eu-west,mid,37,3,16.17,431.66
12648,ap-south,mid,199,5,21.95,670.75
12649,us-west,smb,269,5,18.56,277.28
12650,ap-south,smb,98,1,19.7,184.35
12651,us-west,smb,249,5,20.94,288.09
12652,us-east,mid,75,3,20.95,632.66
12653,us-east,smb,491,4,20.03,276.5
12654,ap-south,mid,554,1,22.21,616.96
12655,us-east,large,134,5,22.69,1907.55
12656,us-east,smb,252,3,21.08,195.54
12657,us-east,smb,283,2,22.72,295.47
12658,sa-east,smb,273,5,20.55,155.21
12659,us-east,smb,158,4,18.33,162.8
12660,us-east,mid,116,5,19.71,716.83
12661,us-east,mid,159,5,20.61,594.65
12662,eu-west,smb,296,2,22.13,315.1
12663,sa-east,mid,253,5,22.22,484.84
12664,us-east,mid,78,5,18.91,249.46
12665,ap-south,smb,437,4,19.45,206.4
12666,us-east,smb,410,3,18.89,288.13
12667,us-west,large,481,4,18.54,1625.05
12668,ap-south,smb,184,5,19.22,157.42
12669,us-east,smb,131,4,21.82,280.05
12670,us-east,smb,488,2,22.29,266.94
12671,ap-south,smb,130,4,20.48,323.29
12672,ap-south,mid,196,1,18.62,460.55
12673,us-east,smb,509,3,19.33,257.61
12674,us-east,large,88,5,23.25,2097.74
12675,us-east,mid,64,3,19.97,535.91
12676,us-west,large,296,4,19.35,1188.59
12677,us-east,large,523,4,19.12,967.65
12678,us-west,large,346,2,21.23,1025.14
12679,ap-south,smb,174,5,23.54,204.25
12680,eu-west,mid,456,1,20.16,785.76
12681,eu-west,smb,552,3,19.65,295.37
12682,ap-south,mid,199,3,22.02,743.5
12683,ap-south,large,395,3,24.53,2126.97
12684,us-west,smb,508,3,20.47,249.02
12685,ap-south,mid,32,3,21.08,564.55
12686,us-east,smb,506,5,20.92,34.15
12687,us-east,smb,259,5,20.84,242.17
12688,us-west,mid,444,4,19.77,672.1
12689,us-east,large,458,5,20.91,1995.04
12690,ap-south,smb,271,5,21.37,348.37
12691,eu-west,smb,321,3,21.46,279.25
12692,us-west,large,396,5,21.47,1327.36
12693,sa-east,smb,160,2,22.43,122.88
12694,ap-south,mid,418,3,19.93,853.08
12695,us-east,smb,219,5,17.65,336.8
12696,us-east,smb,179,5,18.76,292.32
12697,eu-west,strategic,54,4,23.34,3968.43
12698,us-east,mid,52,2,22.47,764.21
12699,us-west,large,167,4,18.54,1246.82
12700,eu-west,smb,10,3,19.68,338.49
12701,us-east,smb,313,5,22.1,284.12
12702,sa-east,smb,325,4,22.85,280.44
12703,us-west,large,349,4,20.88,883.57
12704,eu-west,smb,451,2,21.8,362.43
12705,ap-south,smb,531,5,16.61,173.03
12706,us-east,large,37,4,20.22,2248.75
12707,eu-west,smb,225,4,20.69,204.44
12708,eu-west,smb,176,4,19.39,231.61
12709,us-west,smb,523,5,19.87,212.19
12710,us-west,smb,312,4,18.91,312.33
12711,us-west,smb,390,2,17.36,237.69
12712,eu-west,smb,543,5,21.26,385.18
12713,sa-east,smb,438,2,19.81,221.22
12714,eu-west,smb,56,3,21.95,170.72
12715,us-east,smb,255,4,17.95,304.53
12716,us-east,smb,90,5,19.22,193.71
12717,us-west,smb,452,4,24.81,172.31
12718,us-west,smb,415,5,20.25,219.9
12719,us-east,large,432,3,18.13,1988.47
12720,eu-west,smb,305,4,21.72,394.11
12721,ap-south,large,436,5,23.39,1941.21
12722,us-east,mid,73,4,20.52,621.94
12723,ap-south,smb,188,1,17.57,244.32
12724,us-west,smb,109,5,19.49,319.49
12725,us-west,mid,95,4,22.31,636.8
12726,eu-west,smb,262,2,22.91,321.01
12727,us-east,mid,329,5,23.22,675.56
12728,us-west,mid,50,1,22.08,427.1
12729,us-east,mid,559,4,18.68,748.41
12730,eu-west,mid,75,4,25.81,831.48
12731,sa-east,smb,269,2,24.57,217.18
12732,ap-south,mid,447,3,19.44,405.59
12733,ap-south,smb,359,4,24.47,192.49
12734,us-east,mid,582,3,20.56,684.01
12735,sa-east,smb,305,3,24.65,319.35
12736,sa-east,smb,117,5,21.23,258.06
12737,us-east,smb,97,3,19.07,357.44
12738,eu-west,large,398,4,20.23,1552.52
12739,us-west,mid,438,5,20.76,536.58
12740,sa-east,mid,536,4,24.26,520.89
12741,us-east,strategic,239,3,19.98,3417.71
12742,eu-west,smb,15,1,21.73,189.85
12743,ap-south,smb,209,4,20.48,257.76
12744,sa-east,smb,190,1,23.46,190.02
12745,us-west,smb,85,4,21.21,219.28
12746,ap-south,strategic,392,1,20.28,3753.51
12747,us-west,mid,212,3,20.42,659.85
12748,us-west,smb,590,3,22.7,230.04
12749,ap-south,strategic,300,5,22.31,3217.22
12750,ap-south,smb,36,1,22.19,345.93
12751,sa-east,strategic,540,5,19.64,3164.31
12752,us-west,smb,26,2,20.95,236.24
12753,us-east,smb,376,4,16.22,176.8
12754,eu-west,smb,236,4,21.11,171.88
12755,us-west,smb,422,3,22.74,132.17
12756,us-east,smb,599,3,21.37,225.71
12757,us-east,smb,87,5,21.49,269.54
12758,us-west,smb,182,4,21.08,313.17
12759,eu-west,mid,458,4,21.58,803.83
12760,us-east,smb,451,3,21.52,315.99
12761,us-east,smb,395,4,23.54,268.77
12762,us-east,smb,398,4,21.83,177.25
12763,eu-west,smb,328,5,22.49,197.85
12764,eu-west,smb,493,4,21.28,315.45
12765,us-east,smb,357,4,18.46,257.81
12766,ap-south,smb,443,3,21.03,186.05
12767,eu-west,mid,327,4,20.21,579.48
12768,eu-west,smb,149,4,19.16,330.07
12769,us-west,mid,253,4,21.59,754.4
12770,eu-west,smb,167,3,19.27,411.04
12771,sa-east,mid,52,3,20.27,374.06
12772,us-west,large,67,4,17.85,1776.46
12773,eu-west,large,90,3,18.34,1469.43
12774,us-east,mid,299,3,20.52,468.52
12775,ap-south,smb,189,5,21.83,288.48
12776,us-east,large,74,1,19.36,1328.56
12777,ap-south,smb,296,4,20.66,246.67
12778,us-west,mid,56,3,24.96,483.4
12779,sa-east,smb,595,4,19.7,331.13
12780,eu-west,large,254,5,24.48,1083.99
12781,sa-east,mid,138,3,24.96,858.02
12782,eu-west,strategic,18,5,23.06,5646.4
12783,us-east,smb,423,4,23.71,202.02
12784,eu-west,smb,50,4,21.47,197.92
12785,us-east,smb,405,5,21.34,185.02
12786,us-east,smb,178,3,21.6,175.57
12787,eu-west,large,177,4,20.46,418.22
12788,us-west,large,35,4,18.32,1044.03
12789,us-east,mid,534,3,19.68,737.1
12790,ap-south,smb,78,4,20.19,254.88
12791,us-east,mid,391,5,22.9,660.17
12792,us-west,smb,444,5,21.78,204.63
12793,sa-east,mid,537,3,25.1,588.63
12794,us-west,smb,524,5,23.15,111.69
12795,eu-west,smb,478,3,19.05,210.45
12796,eu-west,large,344,4,20.75,2204.03
12797,us-east,smb,486,3,19.98,309.23
12798,sa-east,large,520,4,19.74,1589.08
12799,us-east,smb,180,5,17.85,282.38
12800,us-west,smb,191,2,19.13,284.76
12801,us-east,mid,520,1,21.16,820.49
12802,us-east,smb,270,5,21.69,237.52
12803,us-east,smb,594,3,19.92,221.48
12804,us-west,smb,478,4,20.57,168.62
12805,us-west,mid,299,2,21.07,625.41
12806,eu-west,smb,236,1,21.92,301.03
12807,us-east,mid,572,3,23.27,546.17
12808,sa-east,mid,327,4,22.53,828.16
12809,ap-south,mid,348,3,25.75,649.52
12810,ap-south,mid,441,4,19.37,944.25
12811,ap-south,smb,318,4,19.27,340.17
12812,us-east,mid,44,5,19.21,708.16
12813,us-east,smb,95,4,22.18,192.7
12814,us-west,mid,107,4,18.37,576.12
12815,us-east,smb,285,4,23.1,242.35
12816,eu-west,smb,326,3,21.77,362.62
12817,us-west,mid,236,5,23.0,734.14
12818,eu-west,mid,359,4,21.19,631.79
12819,us-east,mid,259,4,20.37,616.15
12820,us-east,smb,30,4,22.54,219.1
12821,sa-east,mid,61,4,21.14,502.31
12822,sa-east,large,371,4,21.06,1759.93
12823,us-east,smb,171,4,21.29,231.12
12824,eu-west,smb,191,2,22.96,305.21
12825,us-west,smb,109,3,22.22,275.41
12826,eu-west,mid,369,5,18.06,665.82
12827,sa-east,smb,407,4,21.77,199.75
12828,us-east,smb,509,5,20.73,334.39
12829,eu-west,large,374,5,18.22,1426.54
12830,us-east,smb,140,5,17.07,260.57
12831,us-west,mid,104,4,22.0,560.78
12832,eu-west,large,491,4,23.93,1119.28
12833,us-west,smb,159,4,19.61,130.0
12834,us-east,mid,248,4,20.19,671.78
12835,eu-west,smb,555,4,23.7,205.05
12836,us-west,smb,522,2,23.04,374.63
12837,us-east,smb,435,5,24.69,412.24
12838,us-east,smb,475,3,17.38,186.45
12839,us-east,smb,502,2,21.91,311.73
12840,us-east,mid,539,5,22.62,744.48
12841,us-west,smb,273,2,20.82,343.04
12842,us-east,smb,34,5,23.17,331.53
12843,sa-east,mid,509,3,19.94,635.26
12844,ap-south,mid,412,3,21.33,687.77
12845,us-east,smb,219,3,20.34,256.49
12846,sa-east,large,151,4,19.87,1629.57
12847,eu-west,mid,377,4,22.54,441.24
12848,ap-south,mid,495,5,17.69,345.34
12849,ap-south,mid,173,4,23.15,570.15
12850,us-east,large,531,4,20.2,1175.6
12851,us-east,smb,115,4,21.35,202.67
12852,ap-south,strategic,212,4,20.38,2497.26
12853,us-west,mid,376,5,21.12,767.77
12854,us-west,smb,283,3,21.38,343.08
12855,us-east,smb,596,4,20.15,186.4
12856,us-east,smb,544,3,21.22,163.59
12857,us-west,smb,348,1,20.43,321.44
12858,us-east,smb,316,4,22.3,223.14
12859,eu-west,mid,95,4,20.86,697.05
12860,eu-west,smb,92,3,21.74,285.74
12861,us-east,smb,291,4,20.97,211.17
12862,eu-west,large,287,4,19.37,1698.12
12863,ap-south,smb,147,5,24.99,313.99
12864,eu-west,smb,508,3,21.38,215.11
12865,eu-west,smb,283,2,22.14,239.62
12866,eu-west,large,584,5,23.01,1639.49
12867,us-west,strategic,243,5,23.81,5325.41
12868,us-east,smb,324,3,21.11,349.23
12869,us-east,smb,51,5,24.61,161.12
12870,us-west,mid,160,2,19.59,613.09
12871,us-east,smb,293,2,19.72,252.22
12872,us-east,smb,412,4,19.54,126.7
12873,sa-east,smb,250,5,22.34,187.99
12874,eu-west,large,435,3,25.52,1693.24
12875,sa-east,smb,412,4,20.7,306.25
12876,eu-west,smb,41,4,17.41,243.26
12877,eu-west,mid,390,1,19.23,386.07
12878,ap-south,smb,30,2,20.61,158.92
12879,ap-south,smb,253,4,22.04,261.83
12880,sa-east,smb,292,5,20.36,174.87
12881,us-east,smb,196,3,20.4,308.38
12882,us-east,large,160,3,21.22,1803.84
12883,eu-west,large,475,3,17.3,1126.54
12884,ap-south,large,505,3,21.37,1758.8
12885,us-east,large,560,4,19.98,1628.18
12886,us-west,smb,78,3,24.02,348.94
12887,us-east,smb,337,5,19.68,380.3
12888,us-east,smb,388,5,21.42,360.02
12889,sa-east,mid,57,5,22.75,771.13
12890,ap-south,smb,4,4,21.16,263.42
12891,ap-south,smb,478,4,19.09,237.98
12892,ap-south,mid,599,4,20.68,787.78
12893,us-east,large,310,2,22.85,1633.93
12894,eu-west,mid,212,4,22.28,834.45
12895,us-west,large,415,3,20.52,1163.01
12896,eu-west,smb,366,3,18.74,307.28
12897,sa-east,large,530,5,19.42,1005.0
12898,us-east,smb,235,5,24.09,258.35
12899,ap-south,large,409,5,20.88,1593.79
12900,eu-west,smb,85,4,20.26,359.79
12901,eu-west,large,34,5,19.69,2112.04
12902,us-west,smb,556,4,22.54,487.22
12903,ap-south,smb,237,2,22.72,206.89
12904,us-east,large,279,4,21.36,1711.0
12905,us-east,smb,390,5,19.59,231.02
12906,us-west,smb,236,4,20.88,165.84
12907,eu-west,smb,248,4,18.55,246.21
12908,us-east,mid,63,4,19.72,513.3
12909,sa-east,mid,69,5,13.03,571.84
12910,us-west,smb,41,3,25.01,266.17
12911,eu-west,smb,182,4,23.08,232.38
12912,eu-west,mid,200,4,24.83,739.11
12913,eu-west,smb,217,4,21.14,330.11
12914,eu-west,smb,566,5,24.28,325.73
12915,us-west,mid,426,3,19.64,449.44
12916,us-east,smb,389,1,22.57,295.37
12917,us-east,smb,79,4,23.59,285.54
12918,sa-east,smb,545,4,19.68,195.67
12919,us-west,large,475,4,21.66,1364.96
12920,eu-west,smb,84,2,22.73,311.49
12921,us-west,smb,484,1,22.51,256.99
12922,ap-south,smb,146,3,20.69,283.76
12923,us-east,mid,15,4,23.3,536.85
12924,us-east,mid,67,5,22.62,870.49
12925,eu-west,mid,239,3,20.47,747.99
12926,us-east,strategic,222,3,20.6,6097.54
12927,eu-west,mid,296,3,21.47,477.87
12928,ap-south,strategic,21,1,22.5,5870.71
12929,us-east,strategic,248,5,21.01,3952.55
12930,us-east,smb,399,4,21.89,199.92
12931,us-west,large,151,4,19.77,1092.48
12932,us-west,smb,438,3,20.75,98.59
12933,ap-south,mid,153,3,22.06,904.05
12934,ap-south,smb,495,5,19.28,237.74
12935,us-east,smb,533,2,20.09,355.15
12936,us-east,strategic,257,5,19.77,7585.06
12937,us-west,strategic,134,5,22.11,4417.27
12938,us-east,smb,239,5,18.76,200.49
12939,us-east,smb,350,2,19.8,204.4
12940,sa-east,mid,379,5,21.47,605.43
12941,us-east,strategic,57,4,22.42,3728.82
12942,us-west,smb,493,5,21.01,332.68
12943,us-east,smb,473,4,22.68,335.29
12944,us-east,mid,442,3,18.25,640.75
12945,ap-south,smb,590,2,18.02,194.66
12946,eu-west,mid,9,4,22.32,632.88
12947,us-east,strategic,531,3,20.98,3995.67
12948,eu-west,large,433,3,20.96,1500.5
12949,us-west,smb,237,3,23.35,399.07
12950,us-east,smb,156,5,19.32,185.36
12951,eu-west,smb,585,5,21.51,281.81
12952,ap-south,smb,494,4,22.09,344.56
12953,us-west,smb,501,4,21.56,356.16
12954,us-east,mid,365,3,15.29,703.76
12955,us-east,mid,135,3,23.36,774.47
12956,ap-south,mid,443,5,20.7,308.12
12957,ap-south,mid,16,4,19.74,481.65
12958,us-east,smb,18,3,20.28,234.9
12959,eu-west,mid,552,2,23.72,635.1
12960,us-east,smb,203,3,18.28,286.1
12961,sa-east,large,92,4,18.61,1309.83
12962,us-west,smb,555,5,22.52,233.99
12963,us-east,large,495,4,24.3,2366.77
12964,sa-east,smb,258,3,20.44,6.29
12965,eu-west,smb,255,4,18.77,188.6
12966,ap-south,smb,400,5,20.34,257.02
12967,eu-west,smb,81,4,19.17,162.26
12968,ap-south,large,25,4,21.24,1381.1
12969,us-east,smb,230,3,20.83,274.4
12970,us-east,smb,436,3,21.35,124.79
12971,ap-south,smb,356,3,21.08,245.04
12972,us-east,large,196,4,21.97,675.97
12973,us-west,mid,528,4,22.12,592.1
12974,us-east,smb,31,3,22.16,181.07
12975,ap-south,large,560,4,17.42,1241.31
12976,us-east,mid,153,4,21.67,615.07
12977,eu-west,smb,468,5,19.7,231.86
12978,us-east,smb,359,5,19.28,137.85
12979,us-west,smb,90,2,23.31,323.85
12980,eu-west,smb,311,4,20.33,233.46
12981,eu-west,large,229,3,21.08,1166.91
12982,us-east,mid,597,3,21.44,536.41
12983,us-east,mid,188,4,16.82,611.34
12984,eu-west,large,492,4,21.24,1180.39
