reading_id,hours_since_service,load_pct,vibration_mm_s,coolant_c,failed
8415,231.1,44.93,1.845,45.61,0
8416,596.1,57.89,0.641,35.88,0
8417,628.1,41.69,1.836,41.13,0
8418,94.8,51.07,2.052,39.01,1
8419,400.7,15.66,2.956,41.74,0
8420,288.9,76.76,1.826,51.75,0
8421,710.4,32.29,1.349,44.43,0
8422,454.6,25.42,4.529,37.64,1
8423,78.3,87.44,1.569,37.34,1
8424,758.2,42.83,1.941,42.73,0
8425,902.1,79.76,1.372,34.34,1
8426,501.1,49.6,2.77,39.17,0
8427,162.7,64.22,3.513,39.59,0
8428,173.0,77.0,1.705,48.43,0
8429,377.4,60.4,0.896,37.91,0
8430,1155.3,56.99,1.206,39.25,0
8431,227.4,67.04,6.457,35.02,0
8432,182.3,52.45,2.017,35.88,0
8433,174.1,27.52,2.369,36.02,0
8434,594.8,33.83,1.408,37.3,1
8435,508.5,74.71,3.011,27.69,1
8436,547.5,37.78,0.728,34.05,0
8437,744.4,74.01,1.417,43.64,0
8438,334.7,89.67,1.851,22.25,1
8439,854.3,35.21,2.39,43.67,0
8440,1173.8,53.62,5.653,34.16,1
8441,387.9,59.03,4.575,40.31,0
8442,72.5,47.88,2.477,40.44,0
8443,555.5,70.04,4.558,43.31,0
8444,312.7,52.09,0.701,42.54,0
8445,831.3,54.73,1.225,26.96,0
8446,324.7,43.58,3.347,30.29,0
8447,486.1,59.53,2.462,31.68,1
8448,361.9,57.55,2.036,33.75,0
8449,82.1,81.53,2.663,34.93,0
8450,929.3,33.49,2.524,39.64,0
8451,173.4,64.53,5.499,42.53,0
8452,436.9,49.75,5.139,45.93,0
8453,726.1,51.15,1.077,38.73,0
8454,404.0,96.27,1.554,41.16,1
8455,412.9,69.78,1.275,37.79,0
8456,224.4,19.92,1.588,42.96,0
8457,254.5,49.6,7.144,40.26,0
8458,1125.5,40.05,3.235,44.43,0
8459,210.5,35.63,5.89,34.91,0
8460,284.8,22.73,2.8,40.15,0
8461,572.9,29.86,4.245,28.4,0
8462,393.4,88.5,2.479,32.98,0
8463,331.6,58.07,3.224,27.3,1
8464,174.3,51.74,1.706,36.45,0
8465,522.1,79.83,1.02,49.4,0
8466,529.8,27.76,0.971,48.78,0
8467,208.4,17.29,1.09,28.46,0
8468,178.3,83.43,1.308,43.9,0
8469,923.8,90.78,2.639,36.12,1
8470,674.5,23.32,1.991,39.57,0
8471,277.5,42.83,3.423,42.11,0
8472,790.6,46.21,2.614,47.81,0
8473,331.0,50.18,2.714,44.53,0
8474,172.1,44.05,3.391,25.58,0
8475,623.4,62.53,2.366,39.33,0
8476,174.2,63.7,1.942,38.24,0
8477,108.4,34.14,4.208,36.76,0
8478,581.6,59.11,3.354,34.32,1
8479,597.1,34.41,1.079,34.92,0
8480,290.7,67.84,1.562,36.73,0
8481,337.3,77.91,2.161,36.18,1
8482,914.7,48.41,0.441,38.23,0
8483,219.0,15.26,2.411,48.17,0
8484,235.1,50.89,5.312,42.26,0
8485,114.9,62.45,3.428,43.62,0
8486,397.8,31.57,1.356,34.09,0
8487,385.3,32.05,1.338,42.02,0
8488,373.5,56.48,1.228,35.91,0
8489,775.5,25.23,1.561,41.21,0
8490,534.6,28.4,3.384,36.56,0
8491,288.3,81.56,2.898,28.78,1
8492,743.0,55.83,0.977,35.35,0
8493,203.1,94.88,1.361,34.4,0
8494,801.9,70.89,4.0,42.92,0
8495,188.7,31.91,2.587,23.3,0
8496,594.6,41.91,1.33,42.02,0
8497,1129.2,31.19,2.022,41.49,0
8498,247.0,42.32,0.988,27.77,0
8499,565.4,67.96,5.209,35.1,1
8500,379.8,83.25,3.618,43.89,1
8501,335.2,47.16,1.004,35.6,0
8502,269.4,48.92,1.879,44.64,0
8503,390.7,30.09,2.352,40.17,1
8504,978.3,22.5,3.698,35.64,0
8505,873.9,26.31,4.343,39.61,0
8506,288.1,75.64,2.053,52.73,0
8507,399.9,76.17,4.156,45.69,0
8508,228.3,24.71,1.767,51.37,0
8509,376.0,73.38,3.378,42.67,1
8510,332.5,55.26,1.556,32.31,0
8511,65.6,43.87,3.199,29.84,0
8512,815.9,78.21,1.846,32.16,1
8513,237.1,88.03,1.58,39.65,1
8514,135.7,61.36,0.982,37.21,0
8515,491.1,49.87,3.227,36.25,0
8516,761.1,61.25,1.217,39.39,0
8517,411.3,66.57,1.898,28.42,0
8518,649.8,39.06,0.885,38.77,0
8519,851.9,35.99,1.647,41.68,0
8520,127.2,39.65,2.104,37.54,0
8521,970.8,65.73,2.25,27.78,1
8522,571.4,20.38,1.078,39.93,0
8523,651.4,17.19,2.491,40.0,0
8524,223.0,54.71,2.238,37.16,1
8525,348.9,81.3,5.171,31.18,0
8526,796.7,92.54,1.44,35.08,1
8527,709.0,47.72,1.339,44.14,0
8528,454.3,70.33,2.082,35.74,1
8529,355.9,59.82,2.414,39.51,0
8530,257.3,51.32,0.613,33.63,0
8531,1018.8,21.59,1.254,25.96,0
8532,262.3,16.67,3.779,32.0,0
8533,459.2,37.77,2.237,35.49,1
8534,892.9,76.77,1.944,30.76,1
8535,286.9,56.25,3.661,44.14,0
8536,359.8,71.45,1.289,33.97,0
8537,128.0,77.93,1.905,40.22,0
8538,308.8,14.36,2.226,41.3,0
8539,536.9,78.74,1.096,26.69,1
8540,759.7,67.02,1.057,38.32,0
8541,253.0,50.07,1.167,39.04,0
8542,394.9,37.21,1.669,40.69,0
8543,199.9,77.73,3.118,39.73,0
8544,221.7,44.06,3.277,46.5,0
8545,138.8,30.26,1.364,27.23,0
8546,923.0,4.15,2.171,38.5,0
8547,635.4,37.35,1.445,41.66,0
8548,397.8,64.0,2.197,41.11,0
8549,216.7,9.43,0.695,32.85,0
8550,309.6,64.33,1.85,34.34,0
8551,1100.3,70.31,1.739,33.44,1
8552,211.0,76.17,1.313,41.35,0
8553,531.9,71.27,4.146,47.22,0
8554,1244.9,58.8,7.08,36.33,0
8555,525.8,67.09,2.615,52.19,0
8556,227.8,22.29,2.449,49.76,0
8557,74.2,54.47,1.613,41.81,0
8558,681.0,58.5,1.757,41.03,0
8559,273.7,31.05,0.927,37.06,0
8560,362.0,59.11,2.681,49.63,0
8561,182.7,26.95,1.575,34.8,0
8562,1292.5,43.83,5.428,44.5,0
8563,483.6,44.51,2.831,42.57,0
8564,94.6,55.01,2.483,37.0,0
8565,871.9,79.84,1.894,44.58,1
8566,222.7,64.72,3.183,43.19,0
8567,782.1,49.78,1.52,45.72,0
8568,267.4,58.22,3.791,42.2,0
8569,269.0,68.01,2.521,41.18,1
8570,285.1,84.04,1.045,36.41,1
8571,471.3,48.35,0.963,46.7,0
8572,256.7,16.37,2.222,31.73,0
8573,56.8,30.68,2.839,40.4,0
8574,752.1,46.24,1.975,32.84,0
8575,299.7,83.42,2.912,37.73,1
8576,359.0,92.68,5.583,45.36,1
8577,785.2,8.03,2.992,38.89,0
8578,463.5,40.73,4.675,43.6,0
8579,506.8,48.95,2.869,44.38,0
8580,937.8,14.65,2.393,34.16,0
8581,668.7,30.92,4.77,34.57,0
8582,188.9,82.21,1.634,40.39,0
8583,720.7,88.71,1.081,42.96,1
8584,293.4,45.66,2.839,43.51,0
8585,227.8,44.63,1.471,35.29,0
8586,342.0,88.28,2.486,43.65,1
8587,573.4,64.42,1.835,38.51,0
8588,272.8,22.71,3.613,36.82,0
8589,869.5,86.3,0.889,39.06,1
8590,192.1,21.66,3.174,51.87,0
8591,139.4,53.36,7.306,47.81,0
8592,347.3,73.36,3.727,42.02,0
8593,501.9,40.18,1.992,43.24,0
8594,415.3,74.8,0.545,45.59,0
8595,162.5,43.96,1.984,39.4,0
8596,910.3,57.69,1.024,43.18,0
8597,47.3,37.66,0.705,41.35,0
8598,730.0,55.35,1.322,28.52,0
8599,198.5,32.5,2.631,51.54,0
8600,234.9,79.76,2.191,39.17,1
8601,295.0,64.08,2.534,25.52,0
8602,392.3,60.85,2.532,38.08,0
8603,686.5,66.99,1.759,32.74,0
8604,399.1,15.08,1.478,33.1,0
8605,979.6,79.65,1.795,30.42,0
8606,389.6,72.05,3.182,36.67,1
8607,280.4,65.2,3.879,39.28,0
8608,94.0,57.71,2.391,43.62,0
8609,835.4,68.15,2.733,42.66,0
8610,516.7,78.99,1.743,42.28,0
8611,406.3,45.77,2.589,49.32,0
8612,225.2,74.25,3.165,49.13,0
8613,191.1,73.83,1.654,32.96,0
8614,396.7,69.24,2.103,36.58,1
8615,323.5,37.13,5.131,33.44,0
8616,345.6,77.9,1.146,45.77,0
8617,355.2,51.27,2.461,45.36,0
8618,825.2,60.06,1.92,20.39,1
8619,757.4,85.33,0.703,40.63,1
8620,287.0,58.87,3.257,40.99,0
8621,89.3,48.49,3.251,38.03,0
8622,502.2,62.4,1.304,37.59,0
8623,361.7,28.02,0.797,40.25,0
8624,157.3,28.51,4.451,36.07,0
8625,927.3,36.17,2.809,39.98,0
8626,946.2,34.76,3.552,30.99,0
8627,202.4,43.29,1.327,42.26,0
8628,255.3,50.1,1.49,39.54,0
8629,283.6,42.03,1.318,31.3,0
8630,167.8,27.21,5.522,45.48,0
8631,142.5,68.08,1.691,32.51,0
8632,959.9,66.81,2.422,41.7,0
8633,199.1,41.44,1.913,45.9,0
8634,701.1,54.76,2.85,33.85,1
8635,168.0,45.9,3.786,26.51,0
8636,943.2,48.05,4.565,29.59,1
8637,687.8,18.43,3.88,39.59,0
8638,305.6,85.95,1.401,25.59,0
8639,82.3,56.95,1.528,35.08,0
8640,181.4,70.95,4.536,44.14,0
8641,373.0,54.43,2.002,24.64,0
8642,892.4,49.56,2.971,44.63,1
8643,1024.0,69.33,2.314,38.88,0
8644,567.4,61.59,2.606,45.87,0
8645,481.6,36.93,5.357,39.69,0
8646,167.1,21.76,2.043,43.88,0
8647,142.9,64.36,1.587,45.19,0
8648,132.7,42.16,0.974,17.08,0
8649,736.6,22.52,1.974,30.96,0
8650,284.4,58.21,2.184,36.78,0
8651,748.0,79.82,2.524,38.6,0
8652,725.5,35.68,2.256,33.52,0
8653,463.2,64.88,4.316,27.02,1
8654,84.7,5.54,1.691,42.84,0
8655,170.5,81.35,2.158,20.3,1
8656,362.8,50.12,1.736,44.82,0
8657,307.3,56.33,0.897,36.78,0
8658,990.9,65.66,2.337,28.4,1
8659,182.9,50.22,1.287,50.42,0
8660,905.5,88.98,1.708,27.42,1
8661,161.5,47.86,5.081,37.4,0
8662,844.3,20.46,1.868,43.56,0
8663,402.2,51.12,3.545,28.0,0
8664,181.9,47.44,2.846,33.24,1
8665,157.8,68.1,2.157,37.0,0
8666,558.6,80.7,2.166,35.26,1
8667,339.0,64.27,1.39,36.65,0
8668,306.4,12.65,1.572,42.64,0
8669,632.3,78.24,3.699,37.39,1
8670,1317.5,61.76,2.077,39.8,1
8671,18.5,59.92,1.436,36.23,0
8672,523.4,43.75,2.631,26.73,0
8673,1005.3,53.41,2.106,41.12,0
8674,679.8,84.22,3.17,38.64,1
8675,750.6,55.23,2.56,31.3,0
8676,274.8,60.9,1.374,48.21,0
8677,253.6,37.58,5.928,23.17,1
8678,434.3,47.1,2.906,39.04,1
8679,451.9,64.79,4.528,33.37,1
8680,728.6,43.23,1.176,36.92,0
8681,115.9,86.41,2.065,27.88,1
8682,391.8,53.47,2.069,42.21,0
8683,313.1,42.51,1.608,43.21,0
8684,412.8,63.53,1.385,37.08,0
8685,143.1,43.72,1.21,33.64,0
8686,646.2,25.81,1.424,28.06,0
8687,560.1,39.43,2.283,46.97,0
8688,643.7,31.07,1.163,27.57,0
8689,411.6,27.54,2.464,39.22,0
8690,253.7,70.39,1.772,31.17,0
8691,253.9,42.4,1.412,36.77,0
8692,571.0,79.13,3.118,41.42,1
8693,300.8,72.69,3.998,34.03,0
8694,513.7,55.85,2.543,33.22,0
8695,303.8,51.41,6.722,36.95,0
8696,841.7,35.43,1.419,41.26,0
8697,578.6,58.53,1.487,29.66,0
8698,430.7,70.95,1.045,42.42,0
8699,302.9,71.73,1.042,33.65,0
8700,1287.8,6.15,1.59,27.1,0
8701,271.7,71.44,1.458,44.32,0
8702,152.9,46.51,6.495,44.91,0
8703,285.4,86.67,2.675,43.47,0
8704,414.7,83.82,2.764,40.78,1
8705,206.9,49.55,1.224,42.46,0
8706,180.8,55.79,2.152,30.27,0
8707,864.3,64.6,1.472,40.04,0
8708,285.2,17.6,2.218,30.0,0
8709,504.6,85.23,1.927,34.27,1
8710,187.2,90.07,2.284,40.17,1
8711,312.5,10.84,5.152,33.13,0
8712,1240.0,67.92,4.093,49.52,0
8713,203.3,72.24,2.107,47.23,0
8714,219.3,20.63,3.89,33.32,0
8715,601.4,59.36,1.65,39.05,0
8716,361.3,26.98,1.565,41.91,0
8717,442.9,12.74,2.802,27.39,0
8718,616.5,95.21,0.855,36.56,1
8719,235.0,82.56,3.398,37.67,0
8720,272.4,15.67,3.895,43.72,0
8721,85.3,75.22,3.026,32.55,1
8722,623.5,51.6,3.167,43.2,0
8723,148.6,28.74,5.957,43.08,0
8724,703.9,36.72,2.059,40.58,0
8725,274.6,11.81,2.546,33.82,0
8726,380.1,92.07,2.996,28.09,1
8727,347.8,68.95,3.556,30.3,0
8728,503.4,51.79,6.644,53.59,0
8729,596.4,65.12,7.017,35.76,0
8730,456.9,63.39,3.05,40.27,1
8731,473.1,44.15,4.179,44.23,0
8732,153.8,74.11,4.337,38.28,1
8733,866.8,18.54,3.728,44.91,0
8734,515.4,48.8,1.429,39.04,0
8735,374.6,32.84,0.473,32.53,0
8736,274.8,31.14,3.278,30.48,0
8737,361.2,63.45,1.041,33.79,0
8738,727.3,54.03,3.431,37.76,0
8739,408.3,60.24,7.308,36.58,0
8740,548.7,45.73,2.82,36.19,0
8741,442.6,80.83,1.792,35.68,1
8742,824.5,29.15,2.62,30.71,0
8743,314.8,49.86,2.008,37.32,0
8744,173.2,69.68,3.378,49.54,0
8745,573.8,39.93,2.398,35.91,0
8746,187.2,53.17,2.618,31.84,0
8747,325.1,47.49,5.135,47.71,0
8748,186.5,75.3,0.661,37.46,0
8749,229.4,54.1,8.271,33.32,1
8750,840.6,73.38,3.196,43.99,0
8751,163.7,51.59,2.852,31.45,0
8752,344.1,61.1,1.112,23.28,0
8753,68.2,62.97,2.943,35.69,0
8754,300.4,53.78,2.578,27.19,1
8755,613.3,72.83,5.025,49.18,0
8756,281.5,61.56,2.417,36.87,0
8757,277.3,13.47,3.863,45.52,0
8758,236.0,51.59,1.922,40.78,0
8759,110.1,86.37,2.822,47.8,0
8760,729.8,24.95,3.179,46.3,0
8761,483.4,62.15,2.416,38.05,1
8762,33.0,41.63,1.404,36.77,0
8763,137.3,65.72,3.237,30.77,0
8764,388.1,41.16,2.836,26.69,0
8765,522.8,59.5,1.68,34.63,0
8766,1441.4,48.54,1.884,47.43,0
8767,123.4,39.75,1.193,31.97,0
8768,547.6,61.0,6.111,33.65,0
8769,145.1,44.1,1.069,34.54,0
8770,578.4,86.0,2.06,36.23,1
8771,363.9,10.68,1.211,48.71,0
8772,448.8,22.04,2.173,47.82,0
8773,214.8,80.02,1.93,44.64,0
8774,342.3,31.12,3.188,41.98,0
8775,65.4,46.8,2.548,35.45,0
8776,536.5,79.81,0.757,34.81,1
8777,56.5,45.27,2.649,34.22,0
8778,163.2,82.28,1.545,37.46,0
8779,237.8,30.62,1.599,27.91,0
8780,220.3,67.64,9.01,42.2,0
8781,269.0,86.03,3.248,40.72,0
8782,571.3,55.45,2.701,39.86,0
8783,30.7,48.14,3.407,41.58,0
8784,153.4,72.73,3.097,35.97,0
8785,301.2,80.96,5.566,37.02,1
8786,445.5,77.0,2.426,32.32,1
8787,212.8,70.48,3.486,41.21,0
8788,517.8,71.39,2.441,29.86,0
8789,336.1,40.64,3.468,46.6,0
8790,391.2,70.86,0.886,45.85,0
8791,351.8,78.95,1.119,42.54,1
8792,403.5,31.08,1.286,40.11,0
8793,189.8,45.78,1.388,50.31,0
8794,89.9,93.1,1.418,35.47,0
8795,484.5,21.9,2.699,38.4,0
8796,232.2,59.92,0.463,33.69,0
8797,292.3,90.39,1.718,33.87,1
8798,820.1,82.42,3.392,26.81,1
8799,1029.1,21.73,5.42,33.16,0
8800,149.4,37.51,2.622,32.29,0
8801,301.0,51.28,0.725,43.13,0
8802,307.2,57.22,3.123,26.38,0
8803,205.2,24.57,2.676,38.77,0
8804,822.2,33.88,1.43,36.74,0
8805,555.0,58.14,3.629,45.1,0
8806,363.8,68.42,3.877,43.43,0
8807,180.4,30.83,3.394,31.75,0
8808,581.3,69.41,2.077,44.82,0
8809,238.8,77.09,2.452,44.76,0
8810,602.9,71.82,2.41,38.07,0
8811,176.7,95.96,1.14,25.86,1
8812,341.3,73.97,0.903,31.69,0
8813,679.3,90.43,3.192,27.54,1
8814,366.6,71.13,0.958,25.69,1
8815,300.1,48.38,0.775,41.68,0
8816,108.3,54.67,3.509,37.51,0
8817,414.2,70.89,3.771,42.63,0
8818,168.1,53.59,2.785,47.18,0
8819,591.4,48.18,1.463,35.44,0
8820,1374.8,21.28,1.583,32.58,1
8821,139.8,46.8,2.572,36.13,0
8822,1199.9,68.44,2.729,44.57,0
8823,477.8,25.06,5.281,40.2,0
8824,1448.0,68.75,2.829,35.69,1
8825,845.5,86.88,2.27,40.21,1
8826,220.4,55.97,1.428,38.12,0
8827,207.3,75.19,0.965,38.53,0
8828,515.6,67.26,1.554,39.73,0
8829,599.8,83.07,3.115,29.67,1
8830,294.5,54.58,0.448,36.54,0
8831,458.0,59.54,3.051,42.29,0
8832,252.6,46.74,2.872,49.07,0
8833,253.1,66.47,2.625,47.54,0
8834,338.2,52.22,0.43,45.49,0
8835,364.2,66.26,1.325,33.48,0
8836,463.0,21.36,2.348,41.38,0
8837,186.3,19.0,2.336,45.62,0
8838,138.4,66.27,1.657,29.49,0
8839,417.3,41.61,1.775,39.9,0
8840,198.9,63.06,1.893,34.2,0
8841,839.6,59.52,1.818,31.24,1
8842,1441.0,47.07,3.927,41.83,0
8843,595.5,52.93,3.251,34.66,0
8844,588.9,75.47,2.367,36.74,1
8845,829.3,47.95,1.343,28.22,0
8846,471.5,95.98,0.964,31.0,1
8847,702.0,61.55,2.071,41.06,0
8848,1017.5,47.82,0.65,30.95,0
8849,381.2,88.15,2.022,42.11,0
8850,327.7,67.11,2.007,35.2,0
8851,583.7,46.44,3.883,35.13,0
8852,475.1,39.05,5.159,32.95,0
8853,352.9,63.94,1.844,48.33,0
8854,623.1,52.7,1.75,41.87,0
8855,224.7,88.8,5.22,42.99,1
8856,483.8,50.73,1.91,34.54,0
8857,239.5,37.11,1.505,45.78,0
8858,587.9,31.07,1.57,49.7,0
8859,180.4,69.3,3.596,39.03,0
8860,213.7,28.17,5.203,37.9,0
8861,346.7,35.88,2.199,47.25,0
8862,585.1,41.83,3.824,34.18,0
8863,200.3,48.25,1.805,30.02,0
8864,700.5,72.64,1.137,47.61,0
8865,173.1,47.77,3.698,30.1,0
8866,384.4,35.34,1.301,37.39,0
8867,646.6,32.48,3.582,41.09,0
8868,269.3,63.51,2.525,42.88,0
8869,449.3,49.56,2.628,32.5,1
8870,608.1,47.29,1.491,52.41,0
8871,255.4,64.59,1.03,48.37,0
8872,582.0,73.14,2.467,46.28,1
8873,164.9,21.19,0.65,36.14,0
8874,736.4,36.72,3.249,49.34,0
8875,328.9,66.42,4.037,39.67,0
8876,370.2,72.58,4.708,39.39,1
8877,211.6,64.27,0.629,44.08,0
8878,1279.4,77.2,1.084,40.85,0
8879,318.1,42.53,0.918,31.96,0
8880,211.8,38.58,1.077,34.94,0
8881,981.5,56.62,5.662,34.02,0
8882,187.5,26.94,2.369,29.99,0
8883,759.3,83.06,1.382,31.81,0
8884,163.9,54.34,2.062,38.93,0
8885,595.5,47.25,1.881,39.8,0
8886,368.2,43.74,1.628,35.83,0
8887,611.3,57.21,1.156,37.5,0
8888,477.3,59.83,0.709,30.99,0
8889,279.6,52.13,0.918,44.18,0
8890,335.6,70.84,2.842,40.83,1
8891,407.0,44.51,1.708,42.37,0
8892,107.3,45.47,3.861,38.06,0
8893,311.0,50.64,2.354,30.81,0
8894,80.4,74.52,3.171,45.72,0
8895,220.9,60.17,2.878,51.15,0
8896,865.1,66.2,1.156,43.36,0
8897,460.6,85.83,3.88,43.13,1
8898,324.8,36.97,1.466,34.32,0
8899,234.8,62.16,1.098,34.58,0
8900,353.6,42.72,2.465,32.18,0
8901,809.0,75.9,7.544,31.15,1
8902,722.6,69.2,1.855,40.36,1
8903,223.0,86.29,4.57,28.53,1
8904,385.4,53.53,3.429,36.74,0
8905,169.2,84.12,1.371,36.85,0
8906,383.7,42.93,9.369,33.25,0
8907,419.6,41.98,2.727,36.41,0
8908,1122.0,37.13,2.784,35.13,0
8909,178.8,42.73,3.68,30.81,0
8910,353.5,39.05,1.152,42.99,0
8911,121.3,76.22,1.495,36.32,1
8912,619.8,25.75,1.632,39.33,0
8913,477.0,33.45,2.542,33.27,0
8914,214.9,73.75,4.198,35.15,1
8915,196.5,49.49,1.197,23.85,0
8916,492.9,44.67,1.297,33.21,0
8917,513.9,44.03,2.016,24.03,0
8918,162.6,18.0,2.264,34.15,0
8919,550.5,77.59,3.007,41.54,1
8920,511.1,11.25,3.551,37.1,0
8921,369.6,6.11,3.724,43.8,0
8922,560.2,40.16,2.987,41.7,0
8923,388.1,78.09,1.405,31.12,0
8924,413.0,27.19,5.341,34.7,1
8925,169.8,52.71,4.461,46.79,0
8926,550.2,89.0,2.68,39.52,1
8927,405.7,41.79,3.193,40.33,0
8928,250.9,58.98,0.94,43.24,0
8929,584.7,46.18,1.567,43.17,0
8930,265.1,92.71,2.482,40.94,1
8931,666.1,62.26,3.847,28.53,0
8932,468.2,65.65,1.854,41.98,0
8933,152.3,65.69,5.332,42.26,0
8934,875.3,90.79,1.05,32.86,1
8935,93.8,57.17,2.814,33.65,0
8936,1113.3,61.65,6.342,44.79,0
8937,470.2,34.3,3.324,39.3,0
8938,345.3,56.65,2.237,33.78,0
8939,478.7,77.67,1.745,33.61,1
8940,794.7,24.48,1.796,35.75,0
8941,91.4,43.08,1.902,30.81,0
8942,357.8,25.43,1.118,32.61,0
8943,191.0,31.8,1.113,34.6,0
8944,371.1,69.19,1.019,36.67,0
8945,354.4,25.1,4.392,45.54,0
8946,762.4,54.56,1.576,48.23,0
8947,462.9,59.32,1.618,35.44,0
8948,1132.3,35.04,2.463,27.72,0
8949,282.4,39.32,3.586,29.78,0
8950,180.6,61.41,2.73,32.15,0
8951,249.5,69.44,3.363,31.54,0
8952,485.2,63.62,1.825,39.11,0
8953,236.0,33.87,2.584,24.15,0
8954,932.6,48.65,1.538,38.09,0
8955,245.5,80.84,1.999,29.1,1
8956,234.4,77.75,2.864,44.05,0
8957,290.9,38.44,2.548,35.01,0
8958,739.9,56.28,1.014,35.51,0
8959,773.5,45.83,4.44,38.9,0
8960,773.1,63.53,1.831,39.82,0
8961,409.3,63.73,3.285,35.21,0
8962,91.7,79.47,1.7,43.84,0
8963,209.3,75.62,2.402,38.91,0
8964,213.7,19.57,1.387,28.96,0
8965,639.6,42.12,2.799,42.1,0
8966,378.9,19.27,2.491,27.01,0
8967,177.7,72.42,0.956,48.85,0
8968,662.0,59.0,1.923,38.58,0
8969,122.3,47.6,3.135,31.04,0
8970,318.5,77.63,4.961,47.15,0
8971,250.5,11.42,2.365,42.35,0
8972,344.0,76.11,2.536,36.72,1
8973,121.2,70.17,1.301,38.6,0
8974,1369.0,4.97,1.168,46.26,0
8975,376.2,83.51,2.541,45.04,0
8976,410.3,58.83,2.873,41.95,0
8977,279.2,46.07,1.838,28.67,0
8978,418.8,63.6,3.26,38.82,1
8979,145.4,82.85,1.936,32.33,0
8980,630.1,41.43,3.816,33.5,0
8981,340.0,42.28,1.908,45.11,0
8982,233.1,68.5,1.091,50.92,0
8983,614.9,25.88,3.629,39.49,0
8984,694.7,72.5,2.659,42.75,0
8985,261.9,82.42,1.863,45.53,0
8986,543.6,58.6,1.068,35.8,0
8987,538.5,69.42,2.297,37.19,0
8988,934.7,85.96,3.887,29.9,1
8989,716.0,62.49,1.304,40.77,0
8990,390.1,73.83,4.748,43.79,0
8991,175.3,81.7,1.703,40.84,0
8992,690.5,55.11,3.541,39.33,0
8993,267.9,47.52,1.383,37.19,0
8994,252.9,41.64,1.441,32.39,0
8995,886.3,22.8,3.269,40.95,1
8996,106.0,79.5,1.485,43.29,0
8997,81.4,59.26,1.974,38.53,0
8998,405.5,78.77,4.108,41.62,0
8999,451.2,71.01,2.016,37.76,1
9000,458.2,52.44,2.914,32.7,0
9001,403.6,77.52,6.294,39.07,0
9002,278.2,53.37,2.484,44.14,0
9003,335.0,51.33,2.107,39.94,0
9004,303.8,65.38,3.39,44.65,0
9005,109.3,68.97,3.69,53.15,0
9006,705.7,25.37,1.44,40.62,0
9007,311.0,47.59,1.952,37.73,0
9008,445.1,28.13,0.739,29.51,0
9009,394.8,94.76,1.863,34.37,1
9010,112.0,71.58,2.442,35.03,0
9011,154.1,25.68,3.023,34.19,0
9012,670.3,75.21,2.173,42.38,0
9013,431.5,60.61,1.371,40.84,0
9014,206.1,59.16,0.853,42.47,0
9015,53.7,65.78,3.871,35.85,0
9016,502.1,91.35,1.225,34.61,1
9017,675.0,20.46,5.199,40.81,0
9018,808.6,50.63,4.484,43.77,1
9019,514.7,77.41,3.533,38.71,0
9020,104.4,28.29,2.488,30.53,0
9021,603.0,57.56,2.512,40.29,0
9022,311.0,73.53,2.417,31.99,0
9023,269.5,34.6,1.404,29.19,0
9024,110.9,61.09,2.715,38.53,0
9025,741.0,85.3,1.788,38.96,1
9026,301.8,58.14,0.923,33.59,0
9027,485.6,30.62,1.417,36.21,0
9028,70.5,56.09,0.586,33.34,0
9029,115.7,70.68,1.077,41.93,0
9030,457.1,70.78,3.241,35.8,0
9031,152.9,12.94,4.653,41.44,0
9032,421.7,55.02,1.587,48.71,0
9033,339.0,65.77,2.396,40.6,0
9034,158.5,59.14,0.689,25.7,1
9035,110.4,59.01,0.721,28.49,0
9036,262.2,62.27,0.959,54.08,0
9037,275.7,72.72,1.241,28.71,1
9038,586.2,60.43,1.241,32.9,0
9039,400.6,68.12,1.527,42.08,0
9040,396.4,87.59,2.494,37.86,0
9041,417.6,14.8,1.032,37.81,0
9042,613.1,55.24,2.211,39.17,0
9043,995.7,40.31,1.106,27.58,0
9044,215.5,18.71,4.392,48.57,0
9045,459.2,57.92,0.766,32.72,0
9046,333.3,56.73,3.946,39.13,0
9047,314.3,92.77,1.872,43.96,0
9048,564.7,92.8,0.714,44.44,1
9049,330.6,49.17,1.398,37.34,0
9050,652.8,87.45,0.655,21.87,1
9051,283.5,33.96,1.597,47.37,0
9052,29.8,53.68,1.365,37.63,0
9053,511.3,47.04,2.126,34.42,0
9054,229.5,76.45,3.305,36.19,1
9055,259.1,76.94,3.352,37.01,0
9056,97.8,63.61,1.262,39.73,0
9057,477.8,89.29,1.824,50.5,0
9058,651.1,25.42,1.953,43.03,0
9059,78.7,38.51,1.588,55.22,0
9060,283.1,28.14,2.876,37.8,0
9061,518.8,23.22,1.247,30.46,0
9062,689.3,30.84,4.817,37.3,0
9063,792.1,37.63,2.732,37.97,0
9064,486.8,56.33,6.312,33.88,1
9065,285.7,57.79,1.599,31.01,0
9066,582.4,18.34,3.839,35.7,0
9067,385.8,42.83,1.705,41.43,0
9068,443.0,83.44,1.124,34.83,0
9069,672.3,63.3,1.086,23.91,1
9070,242.4,57.58,1.048,40.67,0
9071,502.5,42.52,1.587,46.05,0
9072,447.3,52.2,2.537,30.85,0
9073,882.6,56.75,1.616,34.33,1
9074,659.0,59.0,1.859,34.9,0
9075,139.9,40.69,1.46,41.4,0
9076,329.2,33.97,4.927,40.32,0
9077,456.9,78.99,0.705,34.48,0
