doc_id,topic,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47
1149,1,-0.220844,0.076178,0.017089,-0.104431,-0.015136,0.157644,-0.1285,-0.304632,-0.178251,-0.014317,-0.075325,0.046458,-0.022128,-0.069958,0.051584,-0.153414,-0.047488,0.079252,-0.024963,0.249417,-0.049588,-0.219953,-0.041525,-0.11863,0.034776,0.055216,-0.084397,-0.187789,0.216215,0.237809,0.093123,-0.215816,-0.028049,0.160502,0.105398,0.103333,-0.160397,0.309795,0.012656,-0.056971,-0.241285,-0.299798,-0.00636,-0.119628,0.144163,-0.032576,0.105967,-0.127593
1150,0,-0.157253,0.189091,-0.282064,-0.187215,0.020145,0.034101,-0.130637,-0.090901,-0.107849,-0.130124,-0.142233,0.136108,-0.135109,0.028336,-0.042556,-0.214847,-0.042576,0.208697,-0.172919,0.136074,0.092378,-0.306629,-0.040626,-0.078817,-0.047219,0.216771,-0.098856,-0.069115,-0.003926,0.067591,0.114728,-0.201589,0.05614,0.0357,0.008059,0.269355,-0.06902,0.127374,0.146882,1.7e-05,-0.249456,-0.185724,0.078208,-0.132592,0.025612,0.062819,0.136909,-0.271911
1151,5,0.134969,-0.040237,-0.065977,0.109603,-0.080553,-0.067409,-0.001978,-0.173142,-0.078159,0.032619,-0.048101,-0.096065,-0.055265,-0.167971,-0.080066,-0.176462,0.040919,0.143566,-0.18022,0.158021,-0.079269,-0.125295,-0.164508,-0.026424,-0.036993,0.228113,0.080499,-0.24667,0.173731,0.044761,0.073964,-0.145979,-0.035157,0.084498,0.003399,0.308252,-0.088523,0.360177,-0.109229,-0.110987,-0.286168,-0.336324,-0.064064,-0.088841,0.015645,-0.000219,0.067931,-0.221344
1152,3,-0.057205,-0.031409,-0.010412,0.125088,0.100815,-0.029495,-0.192542,-0.107071,-0.012412,-0.128266,0.049241,0.059334,-0.000102,0.06394,-0.157911,-0.055726,0.000946,0.03563,-0.178618,0.328067,-0.128799,0.017424,-0.195038,0.00559,0.199125,-0.169422,-0.083389,-0.161037,0.076635,0.36583,0.159222,-0.069211,0.039992,-0.00859,-0.127591,0.014222,-0.05496,0.106816,0.195134,-0.146649,0.012898,-0.294735,-0.26216,-0.06373,-0.027651,-0.260203,0.011,-0.279814
1153,0,-0.134888,0.237095,-0.244819,-0.138856,0.004222,0.006672,-0.118058,-0.153169,-0.013562,-0.083979,-0.019975,0.072683,0.026042,0.057759,-0.162445,-0.280339,0.128512,0.158163,-0.142794,0.220448,0.094848,-0.310254,-0.127641,-0.097188,0.085254,0.047511,-0.112737,-0.063375,0.168144,-0.000138,0.168431,-0.149843,0.071917,-0.100105,-0.032738,0.161905,-0.128619,0.110142,0.022841,0.047225,-0.231033,-0.192905,0.15099,-0.079727,0.00723,-0.048839,0.189273,-0.328996
1154,4,-0.04201,-0.033694,-0.211252,-0.12005,-0.176554,-0.052476,-0.212159,-0.054252,-0.106274,-0.174711,-0.018208,-0.027281,0.040901,-0.080473,0.068752,-0.290175,-0.04401,-0.06645,-0.279623,0.261748,0.076581,-0.261729,-0.066678,-0.141238,0.09626,0.201195,-0.09651,-0.052222,-0.010664,0.193997,0.156101,-0.17784,0.011084,0.097839,-0.098768,0.076753,-0.177582,0.018205,0.039722,0.019278,-0.336041,-0.17484,-0.129172,-0.152441,0.104219,-0.118507,0.159086,-0.126801
1155,4,-0.010787,0.009,-0.252294,-0.088301,-0.112161,0.025993,-0.16133,-0.027465,-0.082029,-0.065678,-0.090839,0.006328,0.144288,-0.139976,0.050318,-0.241962,0.036196,-0.076992,-0.269526,0.287261,0.079757,-0.200617,-0.034991,0.037039,0.151307,0.113628,-0.16948,-0.085689,0.018042,0.157496,0.118714,-0.17193,0.011956,0.053378,-0.107168,0.188542,-0.183276,0.109834,0.0776,-0.037624,-0.337937,-0.246482,-0.178261,-0.149005,-0.006908,-0.101427,0.245637,-0.111842
1156,0,-0.0786,0.2015,-0.150602,-0.205741,0.015051,0.068186,-0.143965,-0.119602,-0.124781,-0.220956,-0.126237,0.115326,-0.191153,-0.038095,-0.161134,-0.257734,0.027393,0.1891,-0.171674,0.198832,0.060178,-0.217396,-0.04285,-0.183608,-0.038841,0.172381,-0.1817,-0.106823,0.115265,0.149887,0.029554,-0.230535,0.16098,0.037192,0.022816,0.15917,0.005881,0.093795,-0.012131,0.065507,-0.252267,-0.049334,0.075004,-0.048881,0.058363,-0.043926,0.131283,-0.322249
1157,3,-0.048741,-0.026295,-0.021947,0.189061,0.059846,0.008524,-0.126747,-0.145862,0.039896,-0.166457,0.02663,0.006809,0.091956,0.029089,-0.137389,-0.079992,-0.052166,0.107206,-0.10328,0.364898,-0.003719,0.118405,-0.17309,-0.05886,0.110065,-0.06076,-0.031236,-0.203976,0.088155,0.294604,0.169319,-0.085668,-0.021878,-0.141529,-0.101749,0.12485,-0.046649,0.164044,0.157802,-0.286341,-0.128704,-0.308666,-0.2498,-0.166973,-0.032426,-0.204466,-0.01454,-0.181703
1158,4,-0.071184,-0.004643,-0.181067,-0.075426,-0.198911,0.036938,-0.189016,-0.018356,-0.054558,-0.094769,-0.066753,-0.017496,0.05625,-0.081452,0.053862,-0.254748,-0.102825,-0.171634,-0.269493,0.258366,0.161417,-0.249456,0.010573,-0.007614,0.077213,0.23064,-0.10693,-0.139346,0.053132,0.174414,0.193546,-0.128606,-0.00274,0.031376,-0.036214,0.199472,-0.121255,0.061113,0.049838,-0.025125,-0.361166,-0.273728,-0.158047,-0.101685,-0.017826,-0.101255,0.115908,-0.108052
1159,1,-0.186757,0.170351,0.015043,-0.106853,0.03854,0.235416,-0.067463,-0.287653,-0.196153,-0.067233,-0.054535,-0.059477,-0.079315,-0.104752,-0.016392,-0.083175,0.012589,0.119245,-0.1909,0.242449,0.020763,-0.135395,-0.020828,-0.16835,0.025936,0.095731,-0.137726,-0.192917,0.19923,0.173005,0.132175,-0.16182,0.011619,0.091543,0.050869,0.130085,-0.089219,0.315661,0.124004,-0.028423,-0.33335,-0.15019,-0.068125,-0.134771,0.204105,-0.038647,0.050815,-0.125805
1160,2,-0.200699,-0.043586,-0.039798,-0.032304,-0.327719,0.100094,-0.047151,-0.114001,-0.133355,-0.149058,-0.144235,0.184998,0.127686,-0.089619,-0.030628,-0.187022,0.018119,0.132433,-0.11929,0.134502,-0.085538,-0.220198,-0.109898,0.062405,-0.073576,0.048685,-0.0753,-0.131288,0.109599,0.266358,0.169759,-0.087219,0.099011,0.263352,-0.037762,0.144446,0.045683,0.186822,0.186808,-0.007765,-0.241419,-0.281029,-0.221092,-0.057862,0.027884,-0.136042,0.10336,-0.048816
1161,0,-0.240987,0.126255,-0.228207,-0.128673,0.059837,0.070639,-0.183416,-0.179993,-0.100958,-0.220095,-0.148849,-0.000633,-0.095548,0.068886,-0.147631,-0.216622,0.016393,0.202579,-0.164651,0.229375,0.092079,-0.227681,-0.102342,-0.024893,0.089371,0.022025,-0.160874,-0.068767,0.155714,0.115712,0.047565,-0.167028,0.015947,-0.042818,-0.107657,0.323482,-0.130381,0.116849,0.062137,-0.028833,-0.188058,-0.086053,0.246717,-0.006308,0.018146,0.008516,0.025012,-0.248323
1162,4,-0.064763,0.046484,-0.271904,-0.137024,-0.177654,0.038649,-0.20571,0.01549,-0.062676,-0.109103,-0.025278,0.026574,0.142234,-0.030957,0.010708,-0.319895,0.004142,-0.058734,-0.335248,0.261351,0.111855,-0.21786,-0.148319,0.040426,0.125207,0.118729,-0.121011,-0.215368,-0.02854,0.187364,0.148725,-0.156136,0.00274,0.026546,-0.016875,0.135749,-0.125492,0.012964,0.104848,-0.03659,-0.310712,-0.171004,-0.091642,-0.086349,-0.055856,-0.078608,0.133703,-0.164433
1163,4,-0.072402,-0.072258,-0.280774,-0.0023,-0.138893,-0.025841,-0.053932,-0.053112,-0.04219,-0.073068,-0.131335,0.070224,0.04921,-0.117511,-0.041922,-0.265421,0.015065,-0.022585,-0.272932,0.199315,0.027829,-0.314685,-0.0601,0.007837,0.099342,0.151932,-0.123122,-0.147331,0.044374,0.256125,0.106262,-0.068262,-0.015348,0.03785,-0.101411,0.154815,-0.131785,0.070782,0.067792,-0.002777,-0.394716,-0.187783,-0.1573,-0.171609,0.107531,0.01141,0.22563,-0.157309
1164,3,-0.131435,0.009755,0.02942,0.181985,-0.011416,0.045483,-0.247101,-0.129964,-0.104755,-0.17863,-0.102338,0.022314,0.047607,0.037507,-0.240985,-0.178662,-0.062497,0.072083,-0.206285,0.294145,-0.060207,-0.019012,-0.21901,0.001509,0.116848,-0.100961,-0.128995,-0.12947,0.018632,0.247812,0.204409,-0.169468,0.096367,0.020283,-0.094454,0.225168,0.017572,0.15662,0.139312,-0.248962,-0.000946,-0.246732,-0.179243,-0.050658,0.061937,-0.08609,-0.079043,-0.22961
1165,0,-0.131994,0.131038,-0.252791,-0.12261,0.00145,0.120168,-0.086864,-0.111785,-0.081005,-0.184953,-0.1141,0.005857,-0.128668,-0.108518,-0.206632,-0.135077,0.05061,0.072656,-0.258598,0.318927,-0.061995,-0.289355,-0.047429,-0.077955,0.038183,0.039058,-0.075122,-0.03893,0.024811,0.103414,0.030465,-0.140804,0.032254,-0.038668,-0.098208,0.264965,-0.046115,0.100985,0.028852,-0.056911,-0.239796,-0.207507,0.212653,-0.132437,-0.077322,-0.046935,0.154311,-0.316641
1166,1,-0.247829,0.061655,0.007083,-0.086524,-0.019641,0.184566,-0.108439,-0.262651,-0.147242,-0.032033,-0.123829,-0.021299,-0.036241,-0.006712,-0.008126,-0.154909,0.007001,0.112781,-0.113114,0.178938,-0.008232,-0.315984,-0.058375,-0.210215,0.071264,0.041661,-0.123774,-0.163013,0.181904,0.152607,0.128503,-0.13659,-0.035349,-0.013579,0.140778,0.144425,-0.094771,0.322597,0.164342,-0.002962,-0.209834,-0.288369,-0.010544,-0.067664,0.067652,-0.055099,0.152256,-0.240696
1167,0,-0.183947,0.150092,-0.27708,-0.1098,0.021409,-0.022896,-0.104699,-0.125964,-0.018806,-0.165073,-0.123907,0.071396,-0.039784,-0.103952,-0.122404,-0.275997,0.087843,0.227804,-0.092907,0.373852,-0.010078,-0.352419,-0.050328,-0.066154,-0.115764,0.083923,-0.11456,-0.165802,0.128233,0.087603,-0.065095,-0.120013,0.07633,0.010699,0.004253,0.183471,-0.035869,0.083601,0.075897,0.001247,-0.218882,-0.163151,0.09829,-0.05915,0.035346,0.035712,0.094883,-0.281936
1168,4,-0.050943,0.058256,-0.216538,-0.08642,-0.086931,0.145286,-0.158727,-0.064391,-0.06741,-0.089849,-0.03395,-0.039372,0.128886,-0.05173,-0.073324,-0.283784,-0.041273,0.0131,-0.148962,0.196822,0.077853,-0.166103,-0.16214,-0.060941,0.11432,0.148249,-0.094759,-0.079005,0.09113,0.190181,0.140522,-0.177656,-0.093921,0.024253,-0.201133,0.146278,-0.143483,0.109506,0.117356,0.033285,-0.446643,-0.296256,-0.105156,-0.079262,-0.005153,-0.096798,0.179583,-0.153817
1169,1,-0.229035,0.059139,-0.082058,-0.018475,0.1133,0.148364,-0.088776,-0.273788,-0.108744,-0.02846,-0.087226,-0.112303,-0.065926,-0.178534,-0.048193,-0.11703,-0.006259,0.103704,-0.211255,0.166693,-0.079885,-0.105823,0.002117,-0.222982,0.05868,0.049396,-0.103474,-0.120328,0.189087,0.179944,0.159926,-0.166302,-0.059543,0.045134,0.102638,0.074587,-0.140646,0.336057,0.0671,-0.144987,-0.234525,-0.159987,-0.113055,-0.069292,0.147285,-0.070467,0.100913,-0.341018
1170,5,0.100113,-0.004004,-0.173048,0.036726,-0.208267,-0.179927,-0.068421,-0.061105,0.026376,-0.051602,-0.000341,-0.120101,-0.131076,-0.115212,-0.111203,-0.232006,-0.012094,0.118039,-0.01787,0.160464,-0.127525,-0.011868,-0.088295,-0.032356,0.033158,0.054487,-0.080073,-0.236829,0.128119,0.062738,0.014679,-0.169711,0.127594,0.05917,-0.179043,0.287144,-0.110953,0.436048,-0.055934,0.001766,-0.220625,-0.399404,-0.014993,-0.078367,-0.027359,0.070148,0.131677,-0.036059
1171,4,-0.038002,0.081219,-0.233862,0.008924,-0.186799,0.010684,-0.255757,0.076579,-0.047381,-0.082228,-0.139483,-0.036896,0.129685,-0.061972,0.029027,-0.229808,-0.104689,-0.107413,-0.253787,0.301538,0.070517,-0.227082,-0.088607,0.010812,0.042314,0.133366,-0.172816,-0.089792,5.7e-05,0.209083,0.157218,-0.172867,0.023808,-0.00711,-0.101038,0.114568,-0.147861,-0.006207,0.005895,-0.005224,-0.357091,-0.24159,-0.102631,-0.176375,-0.057388,-0.006393,0.222775,-0.047017
1172,3,-0.071649,-0.009777,-0.030623,0.075825,-0.036933,0.152017,-0.23706,-0.231091,-0.061844,-0.207187,-0.044235,-0.022332,0.007797,0.008404,-0.20192,-0.133596,0.101849,-0.016654,-0.137309,0.272691,-0.238046,-0.004132,-0.024074,-0.010882,-0.00078,0.032302,-0.122809,-0.240506,0.131981,0.348077,0.054962,-0.130092,0.019365,0.01696,0.012085,0.183649,-0.019033,0.052371,0.190996,-0.134682,-0.015488,-0.255013,-0.209161,-0.152723,-0.094763,-0.220011,0.014822,-0.264779
1173,4,-0.046625,-0.035694,-0.28622,-0.002017,-0.164011,-0.050633,-0.151768,-0.032977,-0.074614,-0.140673,-0.036379,-0.021969,-0.001991,0.028633,-0.001191,-0.285936,-0.008593,-0.134302,-0.23148,0.242461,0.122919,-0.273398,-0.098306,-0.044082,0.186912,0.189114,-0.075907,-0.067903,0.129421,0.1843,0.215437,-0.140404,0.03661,0.066441,-0.042551,0.165015,-0.097486,0.025423,0.14052,-0.017074,-0.373455,-0.181528,-0.169236,-0.110137,0.002154,-0.118768,0.166562,-0.037519
1174,3,-0.035162,-0.012042,0.045024,0.138635,0.009569,0.019741,-0.192123,-0.227377,-0.083618,-0.090746,0.015235,-0.006729,0.03675,-0.051518,-0.031864,-0.172572,0.006637,-0.079107,-0.211399,0.222737,-0.045454,0.070314,-0.089394,-0.048119,0.087339,-0.175723,-0.09901,-0.19653,0.064993,0.352669,0.233628,-0.12314,0.11279,0.004689,-0.026514,0.107282,-0.115786,0.16642,0.147015,-0.178297,-0.073715,-0.352355,-0.167952,-0.152436,-0.052577,-0.256528,-0.077633,-0.244301
1175,3,-0.111144,0.069587,0.052816,0.08059,0.051477,-0.046754,-0.132249,-0.178267,-0.103279,-0.123932,-0.017762,0.065098,-0.070085,-0.020111,-0.117551,-0.240764,0.057797,0.148985,-0.077323,0.344055,-0.107092,0.192718,-0.062804,-0.015815,-0.0052,-0.104158,-0.07247,-0.225291,0.1512,0.315077,0.022815,-0.151586,0.02401,-0.070169,-0.013659,0.236153,-0.055243,0.210366,0.224574,-0.137273,-0.072596,-0.317773,-0.121697,-0.03223,-0.18609,-0.166263,-0.072746,-0.16977
1176,3,-0.030421,-0.101279,-0.016844,0.143246,0.022866,-0.023286,-0.254229,-0.079793,-0.034634,-0.154439,0.004352,-0.031535,0.08119,0.01154,-0.116047,-0.139567,0.114597,-0.042729,-0.244519,0.284275,-0.100218,0.043313,-0.140429,0.013821,0.102637,-0.13585,-0.134093,-0.290621,0.103343,0.214297,0.210146,-0.164941,0.037643,-0.018557,-0.128345,0.151832,-0.038193,0.08142,0.111585,-0.185701,-0.086272,-0.322489,-0.225104,-0.148003,0.004535,-0.191355,0.027366,-0.256334
1177,4,-0.115208,0.044172,-0.206713,-0.15497,-0.130829,-0.05315,-0.146422,0.018543,-0.073296,-0.144034,-0.022064,-0.028769,0.036745,-0.071162,0.009467,-0.35406,-0.133851,-0.063861,-0.283586,0.345821,0.021594,-0.096231,-0.034447,-0.010969,0.073076,0.141954,-0.020762,-0.102143,0.037693,0.133378,0.116276,-0.146187,-0.011509,0.038716,-0.069563,0.103229,-0.115506,0.114192,0.090154,0.039492,-0.406356,-0.327261,-0.132301,-0.037241,-0.072967,-0.024552,0.207753,-0.010674
1178,4,-0.114657,-0.04151,-0.177731,-0.109194,-0.200043,0.064712,-0.081377,-0.15605,-0.103562,-0.072647,-0.015963,-0.059158,-0.008316,-0.161666,-0.046946,-0.270994,-0.001151,0.018938,-0.330688,0.249455,0.115971,-0.113808,-0.108413,-0.052734,0.115236,0.139479,-0.106066,-0.078391,0.159475,0.208567,0.149937,-0.117955,-0.146094,0.050547,-0.127287,0.181633,-0.217592,0.041037,0.015568,0.043098,-0.318571,-0.270522,-0.137896,-0.107534,-0.059502,-0.12137,0.137129,-0.099784
1179,5,0.065975,-0.006193,-0.076419,0.013251,-0.160153,-0.042239,-0.122695,-0.110608,-0.039672,-0.123707,-0.045554,-0.198835,0.084657,-0.097401,-0.042657,-0.299821,0.033472,0.103451,-0.205076,0.114639,-0.080625,-0.13205,-0.072709,0.008984,0.029573,0.170094,0.108606,-0.214439,0.149819,0.11293,0.066235,-0.123848,0.021632,0.129031,-0.140022,0.223147,-0.087583,0.353356,0.011196,-0.104468,-0.301175,-0.353787,-0.141795,-0.050369,-0.040429,0.036152,0.182387,-0.156122
1180,5,0.149606,0.086881,-0.192629,0.111296,-0.045475,0.015272,-0.031099,-0.076971,-0.03857,-0.090531,-0.056774,-0.210703,-0.040608,-0.190026,-0.034263,-0.216445,0.142537,0.253839,-0.111839,0.210428,-0.07625,-0.128779,-0.172906,0.056175,-0.020201,0.117003,-0.032237,-0.327181,0.061298,-0.010484,-0.033834,-0.088975,-0.067179,0.013938,-0.050214,0.153337,-0.094396,0.393665,0.036372,-0.175034,-0.185357,-0.355868,-0.072834,-0.065723,0.05272,0.10856,0.026817,-0.153973
1181,4,0.095695,-0.023652,-0.181976,-0.11338,-0.129529,0.014674,-0.185314,0.002901,0.008629,-0.156703,-0.001355,-0.00864,0.087666,0.001009,-0.026247,-0.236359,-0.006741,-0.143927,-0.220425,0.295077,0.126277,-0.27415,-0.131498,-0.003301,0.12122,0.218159,-0.064138,-0.165609,0.047704,0.195504,0.09008,-0.174669,0.02978,0.026091,-0.070677,0.103308,-0.178251,0.035907,-0.038278,-0.068373,-0.351386,-0.244826,-0.191589,-0.216276,0.023377,-0.02535,0.11937,-0.16577
1182,4,0.024074,-0.006372,-0.154782,-0.081134,-0.183536,-0.042625,-0.16695,-0.028888,-0.02374,-0.144517,-0.071106,-0.013084,0.097126,-0.074753,-0.088798,-0.32255,-0.024643,-0.097018,-0.171673,0.310346,0.048248,-0.260263,-0.086854,-0.008659,0.174024,0.158673,-0.136051,-0.040021,0.02795,0.145954,0.180524,-0.107148,-0.062767,0.006266,-0.014069,0.169394,-0.242992,0.096646,0.100791,-0.058258,-0.287213,-0.213869,-0.181267,-0.107933,-0.004756,-0.113881,0.24517,-0.187473
1183,2,-0.188082,-0.069818,-0.023552,0.039668,-0.278486,0.014859,-0.103298,-0.148133,-0.304875,0.014165,-0.091529,0.197303,0.084531,0.050944,-0.059626,-0.306578,0.046318,0.06377,-0.079558,0.090494,-0.113472,-0.160913,-0.144771,0.113792,-0.06751,-0.077322,-0.017981,-0.120622,0.198583,0.344347,0.038376,-0.092205,0.018249,0.192486,0.011954,0.102721,0.068566,0.221989,-0.051083,-0.131873,-0.232282,-0.254441,-0.174482,-0.141478,0.058237,-0.055551,0.119308,-0.027654
1184,4,-0.008925,0.072769,-0.169167,-0.015431,-0.206705,1.5e-05,-0.106953,-0.093538,0.022491,-0.17041,-0.066333,0.067547,0.057863,-0.042633,0.012207,-0.197055,-0.126009,-0.083886,-0.254051,0.262408,0.117354,-0.185479,-0.14577,-0.094034,0.096492,0.065349,-0.172023,0.013698,-0.022293,0.127099,0.1201,-0.267236,-0.018764,-0.04411,-0.073229,0.094042,-0.072787,0.143002,0.109451,-0.031039,-0.31273,-0.309719,-0.156679,-0.223808,-0.077574,-0.176316,0.275572,-0.056265
1185,0,-0.14394,0.186323,-0.297025,-0.18002,0.014568,0.001492,-0.113725,-0.10641,-0.08497,-0.246818,-0.043016,0.017203,-0.08869,0.023806,-0.163214,-0.305237,0.02671,0.128047,-0.01945,0.222913,-0.04354,-0.282362,0.090402,-0.092378,0.030599,0.016416,-0.213079,0.029039,0.098903,0.143947,0.12455,-0.147241,0.025873,-0.018517,-0.140301,0.160747,0.017959,0.114539,0.025739,-0.085329,-0.30411,-0.056217,0.148232,-0.010623,0.005979,-0.038214,0.067489,-0.35858
1186,4,-0.143957,0.015121,-0.268833,-0.147465,-0.1179,-0.04859,-0.127335,-0.056604,-0.125144,-0.088351,0.005691,0.000277,0.067267,-0.094897,0.058023,-0.362157,-0.00884,-0.029582,-0.233416,0.257846,0.184681,-0.264983,-0.062084,0.000898,0.142103,0.150493,-0.098727,-0.126408,0.034603,0.205708,0.211941,-0.065717,0.060828,-0.003622,-0.143966,0.133564,-0.089247,0.076049,0.043383,-0.017806,-0.252827,-0.168216,-0.138579,-0.127845,-0.132581,-0.121794,0.260709,0.002488
1187,5,0.084689,-0.056391,-0.13683,0.005153,-0.086272,-0.108121,-0.06883,-0.113115,-0.045291,-0.115968,-0.172218,-0.149629,-0.016779,-0.114755,-0.111736,-0.217523,0.063491,0.188425,-0.147426,0.155741,-0.073659,-0.100156,-0.231977,-0.120836,0.028831,0.229837,-0.093162,-0.324832,0.069788,0.045461,0.067335,-0.113616,0.039883,0.080788,-0.058241,0.21088,-0.115568,0.279179,0.01485,-0.02825,-0.399248,-0.280654,-0.054275,-0.004296,0.153139,-0.012309,0.123984,-0.058366
1188,3,0.0113,-0.11245,0.118369,0.101157,-0.023188,-0.001802,-0.102551,-0.191086,-0.101617,-0.081405,-0.101335,-0.019147,-0.090701,-5.1e-05,-0.137125,-0.179199,-0.068221,0.085333,-0.294567,0.158135,-0.010718,0.140969,-0.150072,-0.060997,0.089133,-0.094154,0.009069,-0.181192,0.082151,0.198437,0.158964,-0.1669,0.082134,-0.040606,-0.020004,0.251011,-0.151249,0.228031,0.172796,-0.269956,-0.180478,-0.350572,-0.222705,-0.088854,-0.066899,-0.125388,0.045662,-0.158453
1189,3,-0.084862,-0.035158,0.064572,0.154527,0.082048,0.02462,-0.149281,-0.10767,-0.032037,-0.152342,-0.010371,0.021003,-0.023116,-0.014063,-0.146713,-0.168197,0.01196,0.038401,-0.215229,0.304496,-0.048661,0.118431,-0.081542,0.03418,0.108538,-0.074736,-0.15253,-0.178414,0.059366,0.401166,0.149479,-0.141449,0.054656,-0.037451,-0.061188,0.147558,-0.101989,0.172704,0.2208,-0.169292,-0.010731,-0.338745,-0.202396,-0.126919,-0.071293,-0.179255,-0.072517,-0.20216
1190,3,-0.085159,-0.09741,-0.028899,0.161835,-0.077239,0.033169,-0.128273,-0.178153,0.01167,-0.105686,-0.090291,-0.014495,0.04129,-0.205082,-0.124687,-0.200803,0.060033,0.038797,-0.151898,0.255981,-0.066236,0.162716,-0.086253,-0.023863,0.067618,-0.058331,-0.169613,-0.211266,0.073509,0.230229,0.246865,-0.239582,0.023266,-0.101211,-0.088329,0.194914,-0.071579,0.17171,0.16355,-0.195285,-0.039095,-0.357196,-0.138864,-0.061275,-0.030456,-0.186905,-0.104225,-0.189779
1191,5,0.124896,-0.050726,-0.108376,-0.075194,-0.104563,-0.115237,-0.157747,-0.117812,-0.018846,-0.113321,-0.105962,-0.2312,-0.054637,-0.201917,-0.053747,-0.202092,-0.041636,0.080153,-0.163327,0.280204,-0.008145,-0.164577,-0.078273,-0.075308,0.002635,0.093395,-0.057092,-0.318614,0.13916,0.093603,0.075919,-0.111842,-0.06549,0.101895,-0.11385,0.284346,-0.094057,0.284821,0.030749,0.006225,-0.288174,-0.324832,-0.00634,0.005261,0.077722,0.13613,0.091102,-0.054288
1192,4,-0.161306,-0.069762,-0.232323,-0.084856,-0.133985,-0.115639,-0.121808,-0.11667,-0.069243,-0.144415,-0.057633,0.009913,0.098714,-0.086235,-0.032889,-0.305593,-0.108126,-0.096935,-0.235074,0.202218,0.050164,-0.245041,-0.093893,-0.091596,0.063672,0.110682,-0.074753,-0.122166,0.071623,0.226516,0.151187,-0.1332,-0.046141,0.11321,-0.129813,0.132311,-0.053422,0.049635,0.023422,0.029653,-0.355935,-0.292535,-0.126378,-0.185485,0.056316,-0.057488,0.221269,-0.049563
1193,4,-0.057549,0.050111,-0.362528,-0.049761,-0.112227,-0.024324,-0.153587,0.025169,-0.16761,-0.211319,-0.051609,-0.018843,0.02749,-0.179997,-0.076299,-0.220393,-0.154527,-0.053082,-0.26917,0.262156,0.023669,-0.227641,-0.014967,-0.006646,0.179234,0.150805,-0.071947,-0.076403,0.010732,0.159139,0.101745,-0.272796,-0.036272,0.016623,-0.083262,0.085456,-0.06923,0.133427,0.082888,0.02485,-0.276422,-0.265819,-0.003403,-0.109022,-0.008205,-0.178488,0.160828,-0.016319
1194,3,-0.030737,0.0237,-0.039476,0.149392,0.022009,0.053301,-0.223619,-0.151514,-0.036507,-0.122815,0.001287,0.00549,0.00369,0.023165,-0.127794,-0.273893,-0.010361,0.071766,-0.248091,0.291652,-0.097251,0.007183,-0.149207,-0.025835,0.119582,-0.045271,-0.104935,-0.191579,0.185594,0.21891,0.142331,-0.049601,-0.014255,-0.06991,-0.094569,0.252847,-0.088456,0.1382,0.166653,-0.162629,-0.072116,-0.363611,-0.170912,-0.096712,0.019247,-0.24032,-0.062704,-0.198452
1195,1,-0.183993,0.031987,0.014098,-0.064982,0.100774,0.08504,-0.065362,-0.309103,-0.174383,-0.031897,-0.10344,-0.105653,-0.218744,-0.069585,-0.002974,-0.125061,0.056601,0.179537,-0.186291,0.219406,0.095541,-0.213841,-0.038709,-0.192597,0.053543,0.106045,-0.094336,-0.273892,0.15714,0.213919,0.114453,-0.145308,0.031569,0.118298,0.156307,0.089659,-0.09808,0.273413,0.140012,-0.085064,-0.260126,-0.161458,0.027152,0.016803,0.163995,-0.059817,-0.015442,-0.152655
1196,0,-0.124614,0.232978,-0.269309,-0.158082,0.027767,0.043651,-0.159725,-0.09516,-0.022913,-0.210721,-0.132227,0.023342,-0.073731,-0.040457,-0.110252,-0.10663,0.07341,0.153451,-0.142791,0.239436,0.06254,-0.254371,-0.061625,-0.122263,0.098273,0.137867,-0.181917,-0.154694,0.181975,0.13556,0.045011,-0.043352,0.171453,-0.093125,-0.013068,0.127521,-0.09172,0.134507,0.059051,-0.124548,-0.357576,-0.10899,0.171402,-0.135092,0.07591,-0.055224,0.176261,-0.1988
1197,1,-0.225936,0.007323,-0.007791,-0.080289,0.053549,0.090851,-0.105711,-0.211963,-0.13245,-0.127224,-0.130648,-0.094505,-0.111135,-0.064971,-0.026938,-0.176398,0.033685,0.185438,-0.167827,0.234879,-0.078685,-0.196091,-0.055057,-0.051616,-0.015125,0.077311,-0.140801,-0.229124,0.200579,0.157925,0.138974,-0.09532,-0.012932,0.101916,0.107242,0.171358,-0.035013,0.269998,0.035185,-0.138872,-0.206478,-0.324127,-0.055874,-0.060776,0.146709,-0.058512,0.099208,-0.30061
1198,1,-0.186224,0.111767,-0.118129,-0.049782,0.076382,0.091258,-0.061203,-0.266477,-0.116935,-0.046729,-0.105708,-0.033815,-0.053578,-0.026304,-0.013412,-0.139533,0.061444,0.180554,-0.206247,0.304112,-0.002469,-0.163963,0.028684,-0.115821,0.11631,0.14537,-0.213528,-0.172038,0.28611,0.25001,0.113026,-0.167674,-0.009807,0.097498,0.041228,0.070149,-0.141495,0.192464,0.124158,-0.124075,-0.247565,-0.211476,-0.046328,-0.130625,0.116716,-0.045969,0.101393,-0.182018
