label,logit,score
0,-0.561179,0.363275
0,2.313065,0.909953
1,0.421836,0.603923
0,-0.580495,0.358819
1,0.885685,0.707999
0,-2.288792,0.092056
1,2.09068,0.889994
1,-0.022978,0.494256
0,0.800062,0.689988
1,-1.445309,0.190725
1,1.295617,0.785096
1,0.699769,0.668137
1,0.296251,0.573526
0,-1.994997,0.119729
0,1.606497,0.832925
0,-0.422296,0.395967
0,2.256578,0.905216
1,-0.219077,0.445449
0,1.425558,0.806208
0,-0.257281,0.436032
0,-1.81666,0.139835
0,-2.026539,0.116445
1,0.53634,0.630961
1,1.484912,0.815313
1,2.165711,0.897128
0,-0.940631,0.280773
0,-1.809788,0.140664
0,-1.688825,0.15593
0,-1.564405,0.173016
0,-1.226042,0.226875
1,0.362371,0.589614
1,1.182818,0.765454
1,0.505824,0.623827
0,1.508931,0.818903
0,-2.08397,0.110665
0,0.843921,0.69929
0,-0.436016,0.392691
0,-1.882685,0.132081
1,1.063131,0.743288
0,-0.882776,0.292603
0,-2.395178,0.083541
1,3.16467,0.959483
0,0.193838,0.548308
0,-0.804329,0.3091
0,-0.612854,0.351408
0,0.108979,0.527218
0,0.147238,0.536743
0,-0.073192,0.48171
0,-1.692611,0.155433
1,1.596716,0.831559
0,0.275877,0.568535
0,0.287284,0.571331
0,1.0814,0.746759
0,-1.680049,0.157089
0,-0.109044,0.472766
0,0.954547,0.722029
1,3.225417,0.96178
0,0.065183,0.51629
0,-0.013972,0.496507
1,0.840908,0.698656
1,1.088354,0.748072
0,-2.170078,0.10247
0,-0.491104,0.379633
1,2.009315,0.881772
1,4.8091,0.991911
0,-0.581998,0.358473
0,-1.30521,0.21329
0,-2.944495,0.049997
0,0.19283,0.548059
0,1.33754,0.792085
0,-1.142339,0.241891
1,5.868366,0.99718
0,1.022132,0.735388
0,-0.334161,0.417229
0,-2.56135,0.071668
0,0.256808,0.563851
0,0.608196,0.647529
1,1.348206,0.793836
0,-1.477267,0.185841
1,1.286457,0.783547
1,2.37307,0.914751
0,-1.525812,0.178607
1,-0.832833,0.303046
0,-3.253284,0.037209
0,-0.568542,0.361573
0,-0.247372,0.43847
0,-1.815907,0.139926
1,-0.224355,0.444145
1,2.046741,0.885618
0,-1.435779,0.1922
0,-2.141707,0.105109
0,-2.039133,0.115155
0,0.522089,0.627636
0,0.556648,0.635677
0,-2.078458,0.111208
0,-1.245643,0.223455
1,1.863033,0.86565
1,1.462345,0.811891
0,-3.194707,0.039365
0,-2.753455,0.059892
0,-0.040318,0.489922
0,0.716587,0.671855
1,0.099806,0.524931
0,-0.586781,0.357374
1,-0.281968,0.429971
1,-0.645206,0.344071
0,0.19905,0.549599
0,-0.744953,0.321922
1,3.648313,0.974626
1,0.399001,0.598448
1,1.731481,0.849602
0,-0.627892,0.347989
1,3.383815,0.967195
1,2.588123,0.930093
0,0.480309,0.617821
0,-1.003222,0.268308
0,-2.334462,0.088309
0,0.178572,0.544525
1,3.818004,0.978501
0,-0.413301,0.398121
0,0.315745,0.578287
0,-1.871048,0.133421
0,-0.518185,0.373277
0,-0.544571,0.367125
1,-0.08909,0.477742
0,-2.417142,0.081875
0,-0.822592,0.305214
0,-2.630133,0.067224
0,-0.463706,0.386107
0,-0.361679,0.410553
0,-0.610814,0.351874
0,-0.507674,0.375739
0,-0.190433,0.452535
0,0.204028,0.550831
0,-1.154629,0.239645
0,-1.58817,0.169642
1,0.702698,0.668786
0,-0.61624,0.350637
1,1.393673,0.801178
0,-1.666445,0.158899
0,-2.350431,0.087031
1,-1.470748,0.186829
0,-1.223082,0.227394
1,2.39162,0.916186
1,2.708745,0.937541
1,1.732049,0.849674
1,0.936983,0.71849
0,0.380478,0.593988
1,2.671514,0.935325
0,0.024656,0.506164
0,-2.414562,0.082069
0,-2.977888,0.048435
1,3.599463,0.973389
0,-1.138754,0.242549
0,-2.014273,0.117712
0,-3.937351,0.019127
0,-3.107328,0.042806
0,-1.452198,0.189664
0,1.941053,0.874468
0,-2.240995,0.096129
0,-0.218756,0.445528
1,3.546407,0.97198
1,0.382516,0.59448
0,-0.314646,0.421981
1,1.726405,0.848952
1,0.680783,0.663913
0,0.037217,0.509303
0,-0.308229,0.423547
0,1.421258,0.805536
0,-1.968887,0.122509
1,0.72526,0.673764
0,0.325699,0.580713
0,-2.166469,0.102802
0,-2.076834,0.111369
0,-0.363028,0.410227
0,-0.892034,0.29069
0,0.185096,0.546142
0,-2.710304,0.062368
1,2.600872,0.930918
0,0.626935,0.651794
0,-1.230834,0.226036
0,-1.716256,0.152354
1,3.01525,0.953258
0,-0.007683,0.498079
1,1.937034,0.874026
0,-1.570332,0.172169
0,-1.0515,0.258937
1,3.571347,0.972651
0,-0.528271,0.37092
0,-1.105505,0.24871
1,1.477777,0.814237
0,-3.067866,0.044452
1,1.233534,0.774436
0,-0.324752,0.419518
0,-0.260519,0.435236
0,-1.766398,0.145991
0,-0.321364,0.420343
0,-1.856468,0.135115
1,2.661705,0.934729
1,0.683491,0.664517
1,1.720937,0.848249
0,0.048203,0.512048
1,1.401622,0.802441
1,3.174947,0.959881
1,3.453113,0.969324
1,2.080724,0.889016
0,2.098409,0.890748
1,1.82824,0.861552
0,-0.565364,0.362307
0,0.141083,0.535212
0,-1.049354,0.259349
0,-1.787276,0.143407
1,0.806473,0.691357
0,-1.985949,0.120686
0,-1.02646,0.263771
0,-1.145834,0.241251
1,3.573218,0.972701
1,1.102701,0.750766
0,0.55998,0.636448
0,-1.855725,0.135202
1,2.703293,0.937221
1,1.386673,0.80006
0,1.363353,0.796304
0,-2.95848,0.049337
0,0.884489,0.707752
1,0.988811,0.728853
0,-0.195293,0.451331
1,2.06131,0.887085
1,-0.757367,0.319218
0,-1.293973,0.215181
1,1.068913,0.74439
0,-2.098055,0.109286
0,-1.947319,0.124846
0,0.775454,0.6847
0,-1.557218,0.174046
0,-2.101872,0.108915
1,2.631107,0.932837
1,2.359099,0.913655
0,-1.53646,0.17705
1,2.123163,0.893134
1,2.721671,0.938293
0,0.486291,0.619232
0,-1.736497,0.149758
0,0.807,0.69147
0,0.511798,0.625228
0,-2.248235,0.095502
0,-0.214045,0.446692
1,-1.767142,0.145898
0,-1.256579,0.221563
0,-1.752778,0.147697
0,-0.371468,0.408186
1,1.114619,0.752989
0,0.215291,0.553616
0,-1.934832,0.126217
0,-0.507685,0.375736
0,-1.460545,0.188384
0,-3.249596,0.037341
0,0.630543,0.652613
0,0.754228,0.680099
0,-0.169481,0.457731
0,-2.648752,0.066066
0,-0.086055,0.478499
1,2.588153,0.930095
0,-0.826067,0.304477
0,-0.244918,0.439075
1,1.66942,0.841498
0,1.791594,0.857123
1,1.590586,0.830699
0,-1.710828,0.153056
0,-0.744744,0.321968
0,-0.233471,0.441896
1,-0.521189,0.372574
1,0.603537,0.646465
0,-0.057511,0.485626
0,-0.67834,0.336632
0,-2.709466,0.062417
0,0.608264,0.647545
0,-0.256661,0.436185
0,-1.638876,0.162618
1,-0.099774,0.475077
0,-1.407109,0.19669
0,1.068972,0.744401
0,-1.051888,0.258863
1,0.887865,0.708449
0,-0.375908,0.407114
0,0.077196,0.519289
0,-1.574103,0.171632
0,-4.303602,0.013339
0,-1.686997,0.156171
1,0.55467,0.635218
1,1.058104,0.742328
0,-2.115326,0.107616
1,1.730692,0.849501
0,-3.04536,0.045418
1,0.077689,0.519412
0,1.266963,0.780222
0,0.076276,0.51906
1,1.971588,0.877782
1,0.604472,0.646679
1,3.846354,0.979089
1,0.585976,0.642441
0,-0.954957,0.277889
0,-0.613968,0.351155
0,-0.924391,0.284064
0,2.035978,0.884523
0,-1.445443,0.190704
1,2.210767,0.901212
0,-0.982332,0.272429
0,-0.453318,0.388572
0,-1.991458,0.120103
0,0.420225,0.603537
0,-1.355633,0.204951
0,-2.123452,0.106838
1,0.827588,0.695845
1,-0.310685,0.422947
0,-1.657482,0.1601
0,-0.731156,0.324941
0,-3.653955,0.025235
0,1.526488,0.821492
0,-1.204421,0.23069
0,-1.59497,0.168686
1,-0.660032,0.340732
0,-0.695517,0.332807
0,0.530122,0.629512
1,2.197663,0.900039
0,-1.764202,0.146265
0,0.764831,0.682402
1,0.143757,0.535877
1,0.187282,0.546684
0,-0.170654,0.45744
1,2.299559,0.908841
1,0.882798,0.707402
0,-0.605987,0.352975
1,0.426981,0.605152
1,0.013491,0.503373
0,0.344612,0.58531
0,-1.548175,0.17535
1,0.14836,0.537022
0,1.080469,0.746583
0,-1.140298,0.242266
0,-0.16644,0.458486
0,-0.321426,0.420328
1,-0.190449,0.452531
0,-1.013114,0.266371
1,1.540526,0.823541
0,-2.120331,0.107136
0,1.224622,0.772876
0,0.174914,0.543617
0,0.328305,0.581347
0,1.288575,0.783906
0,-1.737934,0.149576
0,-0.360591,0.410817
1,1.010404,0.733099
1,0.028997,0.507249
0,-1.278044,0.217883
0,-0.526254,0.371391
0,0.145584,0.536332
0,-1.415868,0.19531
0,-1.281021,0.217376
0,1.715519,0.847551
1,0.772976,0.684164
0,-0.372505,0.407936
0,0.734544,0.675802
0,-0.151085,0.4623
0,-1.312849,0.21201
1,1.130177,0.755871
0,-0.005711,0.498572
0,-1.16923,0.236994
1,2.524257,0.925825
1,-1.149948,0.240499
0,2.106998,0.891582
0,-0.617294,0.350397
0,-1.498653,0.182626
0,-0.573431,0.360446
0,-0.130224,0.46749
0,2.090313,0.889958
0,1.040278,0.738904
1,2.485821,0.923142
0,-1.078016,0.253882
1,2.679068,0.93578
0,0.75962,0.681271
0,-0.328821,0.418528
1,1.190336,0.766801
1,0.636834,0.654038
1,1.91046,0.871071
0,2.51394,0.925113
0,-2.10381,0.108727
0,-0.66263,0.340149
1,2.049413,0.885888
1,2.573589,0.929142
0,-0.375649,0.407177
0,-2.423593,0.081391
1,-0.404305,0.400278
0,1.177141,0.764433
1,2.804049,0.942894
0,-1.488804,0.184101
1,0.468623,0.615058
0,-0.355197,0.412123
0,-1.499362,0.182521
1,1.680022,0.842907
0,-3.003865,0.047252
1,0.397004,0.597968
1,-0.208584,0.448042
0,0.925293,0.716119
1,-0.657362,0.341333
0,-2.45041,0.079409
0,-2.110615,0.108069
1,1.103916,0.750993
1,1.694984,0.844878
0,-0.930573,0.282809
1,-1.303309,0.213609
0,0.686681,0.665228
0,-0.387106,0.404414
0,-0.893691,0.290349
0,-2.617153,0.068043
0,-1.077342,0.254009
0,-1.391766,0.199126
1,2.880544,0.946876
0,-0.874413,0.294337
0,-1.418949,0.194826
1,-1.145926,0.241234
1,-1.199809,0.231509
0,-2.303727,0.090815
1,0.496401,0.621613
1,-0.725975,0.326079
0,0.995605,0.730194
0,-3.906265,0.019719
0,1.073011,0.745169
0,-0.535265,0.36929
0,1.43415,0.807547
0,-1.31485,0.211676
0,-2.228491,0.097221
1,1.661495,0.840439
0,-0.160784,0.45989
1,2.007306,0.881562
0,-1.87816,0.1326
0,-1.672059,0.15815
0,-1.239442,0.224533
0,1.704897,0.846173
0,0.000398,0.5001
0,-0.946137,0.279662
1,-0.11838,0.470439
0,-1.322052,0.210477
1,1.957502,0.876262
0,-1.980887,0.121224
0,-0.617025,0.350458
0,0.981351,0.727376
0,-0.166119,0.458566
0,0.126081,0.531478
1,1.793622,0.857371
0,-0.791498,0.311847
0,-3.120632,0.042264
1,3.322799,0.965203
0,0.101392,0.525326
0,0.586366,0.642531
0,-0.104674,0.473855
1,0.185839,0.546327
0,0.331119,0.582032
1,2.46993,0.922007
1,-0.451735,0.388948
0,-2.310756,0.090236
1,0.827222,0.695767
0,-3.948787,0.018913
1,3.093923,0.956641
0,0.173012,0.543145
0,-0.765856,0.317376
0,-0.790832,0.31199
1,1.333783,0.791466
1,0.136995,0.534195
1,2.986436,0.951958
0,-1.326921,0.209669
0,-2.387525,0.084129
0,-1.668249,0.158658
1,1.402456,0.802573
0,-3.227932,0.038128
1,2.794587,0.942383
0,-0.758963,0.318872
0,-0.573733,0.360376
0,-2.243479,0.095913
0,-1.055313,0.258206
0,-2.225417,0.097491
1,2.104737,0.891363
0,-1.237797,0.22482
0,-0.000829,0.499793
0,-2.826391,0.055915
1,1.577121,0.828796
0,2.142041,0.894923
0,-2.254783,0.094938
1,2.89151,0.947425
0,2.409516,0.91755
0,0.092669,0.523151
0,-0.925594,0.283819
0,-3.076063,0.044106
0,1.177983,0.764585
0,-3.314103,0.035091
0,-0.331059,0.417983
1,1.938612,0.8742
0,-0.856794,0.29801
1,-1.690957,0.15565
0,-0.226093,0.443716
0,-1.83082,0.138141
0,-1.937456,0.125928
1,2.586062,0.929959
0,-1.639532,0.162529
1,0.503744,0.623339
0,0.468528,0.615035
0,-1.088553,0.251891
0,-3.309341,0.035252
0,-1.110006,0.24787
1,2.480882,0.922791
0,-2.545545,0.072726
0,-0.863651,0.296577
0,-0.149497,0.462695
0,-0.517825,0.373361
1,1.396735,0.801665
1,2.699217,0.93698
1,0.144944,0.536173
0,0.716933,0.671931
0,-1.58195,0.17052
0,1.827206,0.861429
0,2.398488,0.916712
0,-2.167793,0.10268
0,-1.926752,0.12711
1,1.075056,0.745557
1,2.165849,0.897141
0,0.623523,0.651019
0,0.549756,0.634079
0,-0.45205,0.388873
0,-2.311726,0.090156
1,4.161558,0.984656
0,-2.942841,0.050076
0,-1.105252,0.248757
0,-3.041441,0.045588
1,-1.054481,0.258366
0,-1.697129,0.154841
0,-1.420233,0.194625
0,-2.394339,0.083605
1,2.20382,0.900592
0,0.403188,0.599453
0,-2.159094,0.103485
0,-0.582279,0.358408
0,0.555676,0.635451
0,-0.700612,0.331677
0,-1.556182,0.174195
0,-1.935715,0.126119
0,-0.405494,0.399993
0,1.484701,0.815282
0,0.002927,0.500732
0,-1.643883,0.161937
0,-0.252912,0.437107
0,-1.596694,0.168444
0,-0.576249,0.359796
1,2.37117,0.914602
0,-3.467653,0.030247
0,-1.344865,0.206711
1,1.872018,0.866692
1,2.209299,0.901082
1,1.308954,0.787338
0,0.511882,0.625248
1,1.682396,0.843222
0,0.583555,0.641885
0,-0.997741,0.269386
1,2.429495,0.919049
1,-0.665609,0.339481
1,2.755381,0.940217
0,-3.819701,0.021464
0,1.14103,0.757869
0,-0.91738,0.285492
1,1.272913,0.781241
0,-0.967745,0.27533
0,-2.573385,0.070871
1,0.984477,0.727996
0,-2.338904,0.087952
1,-0.965804,0.275718
0,-0.493738,0.379013
0,-1.14231,0.241897
0,-4.104605,0.016229
0,-1.138313,0.24263
0,-1.587671,0.169712
0,0.235401,0.55858
1,1.709685,0.846795
1,0.227906,0.556731
0,-2.707986,0.062504
0,-2.643357,0.0664
1,-1.017933,0.26543
0,-1.942638,0.125358
0,-2.72626,0.061441
0,-0.806059,0.308731
1,2.289841,0.908032
1,1.445033,0.809233
0,-0.792221,0.311692
0,-1.643448,0.161996
0,0.165112,0.541184
1,3.454886,0.969377
0,-0.018977,0.495256
0,-0.357191,0.41164
0,-1.511449,0.180724
0,-2.289992,0.091955
0,-0.627573,0.348061
1,1.35733,0.795325
1,3.29706,0.964328
0,-0.692912,0.333386
1,0.795333,0.688975
0,-1.285458,0.216623
0,-1.826923,0.138605
0,0.704803,0.669252
0,-2.027656,0.11633
0,-1.256512,0.221575
1,1.756167,0.852729
1,1.540818,0.823584
0,-2.113435,0.107798
0,-1.986032,0.120677
0,-2.300297,0.091098
0,-0.700075,0.331796
0,-1.33738,0.207941
0,-0.441223,0.39145
0,-0.436296,0.392624
1,0.047992,0.511996
0,-1.272918,0.218758
0,-2.059173,0.113129
1,4.019296,0.982351
0,-1.272485,0.218832
1,-1.636617,0.162926
0,-1.458706,0.188665
0,-0.922214,0.284507
0,-0.643268,0.344508
0,-1.397796,0.198166
0,-1.671202,0.158264
0,-2.066422,0.112404
0,-1.492457,0.183553
0,-0.497691,0.378083
0,-0.536554,0.36899
0,0.398162,0.598246
0,0.571123,0.639022
0,1.934964,0.873798
0,-1.085317,0.252501
0,-2.606534,0.068719
0,-2.51265,0.074976
1,1.357916,0.795421
1,0.524336,0.628161
0,-2.326661,0.088939
0,0.095811,0.523934
0,-0.841116,0.3013
1,2.604361,0.931142
0,-0.484749,0.381131
0,-0.017023,0.495744
1,3.027382,0.953796
1,3.101556,0.956957
0,2.030266,0.883938
0,-0.997321,0.269468
0,-1.407406,0.196643
1,1.81911,0.860459
0,-0.737739,0.323499
0,-0.104529,0.473892
1,2.490538,0.923476
1,1.613922,0.833955
0,-0.72293,0.326748
1,0.837761,0.697994
0,-1.00683,0.267601
0,-0.423347,0.395716
1,-0.609492,0.352175
0,-2.087694,0.110299
0,0.362541,0.589655
0,-1.189323,0.23338
1,1.228823,0.773613
0,-1.983678,0.120927
0,-0.646285,0.343827
0,-0.217538,0.445829
0,-0.685811,0.334966
0,-2.89523,0.05239
0,-0.868942,0.295475
0,-1.71796,0.152134
0,-2.964883,0.049038
1,3.459538,0.969514
1,0.138441,0.534555
1,2.197851,0.900056
0,-4.639603,0.009569
0,0.24062,0.559866
0,-1.829789,0.138263
1,1.963121,0.87687
0,0.706123,0.669544
1,3.865397,0.979475
0,3.280023,0.963737
1,0.444936,0.609435
0,-0.842597,0.300988
1,3.102502,0.956996
0,-1.535881,0.177135
1,0.968412,0.724803
0,2.032212,0.884138
0,0.671349,0.661805
0,-2.333962,0.088349
0,-2.251644,0.095208
0,-2.19424,0.100269
0,-0.646012,0.343889
0,-4.092501,0.016423
1,0.088305,0.522062
0,0.66578,0.660558
0,0.83515,0.697443
0,-1.328565,0.209397
1,1.473572,0.8136
0,-2.086693,0.110397
1,0.773102,0.684191
1,2.043407,0.88528
0,0.982577,0.727619
1,1.178651,0.764705
1,2.044371,0.885378
1,0.288251,0.571568
1,-1.688757,0.155939
1,-0.095666,0.476102
0,-0.775701,0.315247
0,-2.07632,0.11142
1,1.779407,0.855624
0,1.327488,0.790425
0,-0.794675,0.311166
0,-0.82206,0.305327
1,0.502401,0.623023
1,0.860762,0.70282
1,3.26358,0.963158
0,1.637743,0.837228
0,-1.175656,0.235834
0,-3.182151,0.039843
1,0.63141,0.652809
0,-2.810549,0.056757
0,-1.196289,0.232136
0,-1.378537,0.201244
0,-2.085879,0.110477
0,-0.900816,0.288883
1,0.372399,0.592039
1,2.698086,0.936914
1,2.023934,0.883287
0,-1.048597,0.259495
1,1.290199,0.784181
1,2.736016,0.939119
0,1.011972,0.733406
0,0.23716,0.559014
0,0.143117,0.535718
0,0.130576,0.532598
1,0.796368,0.689197
0,-2.067115,0.112334
0,-0.172282,0.457036
0,-2.30129,0.091016
0,0.150779,0.537624
0,-2.180453,0.10152
0,-1.332093,0.208813
1,0.079497,0.519864
1,1.126721,0.755233
0,-0.777098,0.314946
0,-0.001395,0.499651
0,-0.394058,0.402741
0,-2.017618,0.117366
0,-1.893029,0.130899
1,1.007051,0.732443
1,-0.150075,0.462551
1,1.331235,0.791045
0,-0.805521,0.308846
1,0.511424,0.62514
0,0.362166,0.589565
0,-1.888902,0.13137
0,0.073274,0.51831
1,2.872611,0.946476
1,2.490015,0.923439
1,-0.717399,0.327966
1,0.142094,0.535464
1,1.364345,0.796465
1,4.16367,0.984688
0,-0.622184,0.349285
0,0.299707,0.574371
0,0.11518,0.528763
1,0.536293,0.63095
0,-2.291764,0.091807
1,-0.351808,0.412944
0,0.404518,0.599773
0,-0.970248,0.274831
0,-0.837616,0.302037
0,-1.689814,0.1558
0,1.28009,0.782465
0,-2.006313,0.118542
1,3.369271,0.96673
0,-1.855919,0.135179
0,-1.144678,0.241463
0,-0.650763,0.342818
1,1.853056,0.864485
0,-1.123616,0.245341
0,-2.184383,0.101162
0,1.608597,0.833216
0,0.155859,0.538886
1,-0.460931,0.386765
0,1.011909,0.733394
0,2.031639,0.884079
0,-2.208809,0.098962
0,1.146772,0.758921
1,2.532422,0.926384
1,1.983834,0.879089
0,0.647213,0.656382
0,0.816351,0.693461
0,0.545753,0.63315
0,-0.624414,0.348778
0,-0.908062,0.287396
0,-0.154317,0.461497
0,1.309318,0.787399
0,-1.243499,0.223828
0,0.323697,0.580225
0,-0.324163,0.419662
0,-0.905713,0.287878
0,1.966327,0.877216
0,-0.945616,0.279767
0,-1.093205,0.251015
0,1.503013,0.818023
0,0.894711,0.709861
0,-1.755494,0.147356
1,-1.258939,0.221157
0,0.81438,0.693042
0,2.940325,0.949804
0,-0.590591,0.356499
0,-2.618142,0.06798
1,0.372903,0.59216
0,-2.020241,0.117094
0,-0.06629,0.483434
1,1.592982,0.831035
0,-1.962675,0.123178
0,-0.875632,0.294084
0,-0.891961,0.290705
0,2.248227,0.904498
0,-0.524367,0.371832
0,-1.127041,0.244708
0,-0.24047,0.44017
0,-0.514481,0.374144
1,1.18928,0.766612
0,2.167846,0.897325
0,-1.00995,0.26699
1,1.287106,0.783657
1,2.973491,0.951362
1,0.882334,0.707306
0,-1.999035,0.119304
0,-3.428669,0.031411
0,-3.82389,0.021376
1,0.551184,0.63441
1,5.194406,0.994483
0,-0.462989,0.386277
0,-2.50434,0.075554
1,2.181299,0.898557
0,-0.843092,0.300884
0,-2.19443,0.100252
1,-0.071014,0.482254
1,-0.607907,0.352537
1,1.953911,0.875873
0,-1.117282,0.246516
0,-0.370703,0.408371
0,-2.122205,0.106957
0,-2.155328,0.103834
1,2.994774,0.952337
0,2.082028,0.889144
0,-1.300436,0.214092
0,-0.321621,0.420281
0,1.535779,0.82285
1,-0.993052,0.27031
0,-1.427014,0.193564
1,1.823454,0.86098
0,-2.687469,0.063717
0,0.715947,0.671714
0,1.178273,0.764637
0,-2.280337,0.092765
0,-0.42357,0.395663
0,-0.550791,0.365681
1,0.050668,0.512664
0,0.545004,0.632976
0,1.789187,0.856828
1,0.884544,0.707763
0,-1.333044,0.208656
0,-0.683126,0.335564
0,1.386812,0.800083
0,-1.705333,0.15377
0,-1.495495,0.183098
0,-1.153973,0.239764
0,2.022803,0.88317
0,1.442444,0.808833
0,2.497765,0.923985
1,0.543178,0.632551
1,0.871313,0.705019
0,-1.176863,0.235617
0,-0.270772,0.432718
0,-0.155607,0.461177
0,-1.525142,0.178706
0,0.837511,0.697941
0,-1.946696,0.124914
1,0.063012,0.515748
1,-0.955428,0.277795
0,-0.675701,0.337222
0,-1.962686,0.123177
1,0.094425,0.523589
0,0.537531,0.631238
0,-0.614826,0.350959
0,-1.181141,0.234847
0,0.362544,0.589656
0,1.622306,0.835113
1,1.971543,0.877777
0,-1.054233,0.258413
0,-1.505745,0.18157
0,-2.378431,0.084832
0,-1.016239,0.265761
1,2.464997,0.921651
0,-0.951981,0.278487
0,-0.499936,0.377556
0,-2.413659,0.082137
0,-1.765984,0.146042
0,-1.049007,0.259416
0,-3.368831,0.033284
0,-1.896548,0.1305
0,-0.370765,0.408356
1,2.661181,0.934697
1,-1.349228,0.205997
0,-1.106231,0.248574
1,2.282075,0.907382
1,3.012646,0.953142
1,-1.517328,0.179855
1,1.982897,0.87899
0,-0.645145,0.344084
1,1.35334,0.794675
1,2.542367,0.927059
1,-1.433563,0.192544
1,2.148632,0.895541
1,-1.516559,0.179969
0,-2.731145,0.06116
0,-2.411106,0.08233
0,-1.027689,0.263532
0,-0.102858,0.474308
0,1.196684,0.767934
0,-0.99925,0.269089
0,-1.572993,0.17179
0,0.481301,0.618055
1,2.931085,0.949362
1,0.179896,0.544853
1,1.821952,0.8608
0,-1.633911,0.163295
0,0.603803,0.646526
0,-0.823191,0.305087
0,-0.412892,0.398219
0,-0.903247,0.288384
1,0.732,0.675244
0,-0.425929,0.395099
0,0.737495,0.676448
1,1.113205,0.752726
1,1.113899,0.752855
0,-0.838217,0.30191
1,2.313924,0.910024
0,0.639686,0.654682
0,-1.600226,0.16795
0,0.059708,0.514923
0,-0.484205,0.38126
0,0.082203,0.520539
0,-0.487716,0.380432
0,0.443196,0.60902
0,0.445624,0.609598
1,1.064033,0.743461
0,-3.516454,0.028848
0,-0.234176,0.441722
0,-2.017276,0.117401
1,0.792388,0.688344
0,-0.163419,0.459236
1,2.07028,0.887981
0,0.484452,0.618799
0,-0.927786,0.283374
0,-0.513952,0.374268
1,1.397864,0.801845
1,1.506382,0.818524
1,1.328884,0.790656
0,-1.54512,0.175792
0,-0.162996,0.459341
0,1.051235,0.741012
0,-0.010722,0.497319
0,0.41687,0.602734
0,0.325088,0.580564
0,-1.187283,0.233745
0,-1.668536,0.158619
1,1.508872,0.818894
1,2.394719,0.916424
0,-1.018145,0.265389
0,-0.144845,0.463852
0,-0.223495,0.444358
1,0.955559,0.722232
0,-0.69809,0.332236
1,0.598525,0.645319
1,1.848296,0.863927
0,-0.728305,0.325567
0,-0.135078,0.466282
0,-3.008726,0.047033
0,-1.996316,0.11959
0,-1.243537,0.223821
0,-0.092947,0.47678
0,-1.143481,0.241682
1,-1.336349,0.208111
0,-0.63694,0.345939
0,0.771329,0.683808
0,-1.728761,0.150746
0,-2.781304,0.058343
0,0.392325,0.596842
0,-2.014656,0.117673
0,-1.007461,0.267477
1,1.893645,0.869171
0,-0.452549,0.388755
0,-2.016942,0.117436
0,-1.339113,0.207656
1,0.447628,0.610075
1,0.185252,0.546181
0,0.169313,0.542227
0,-0.051637,0.487094
0,-2.127042,0.106496
0,-0.562195,0.36304
0,-1.272501,0.218829
1,1.779285,0.855609
0,-0.818036,0.306181
0,-0.86983,0.29529
0,-1.054757,0.258313
0,-1.473844,0.186359
0,0.2106,0.552456
0,-2.762657,0.059376
1,0.992643,0.72961
0,0.16479,0.541104
1,2.144004,0.895107
0,-3.095559,0.043291
0,-1.534231,0.177375
0,-1.926734,0.127113
1,2.173979,0.897888
1,0.215034,0.553552
1,2.445651,0.920243
0,0.232001,0.557742
0,-2.679968,0.064166
0,-0.503003,0.376835
0,-0.508179,0.37562
0,-0.328819,0.418528
0,0.044245,0.51106
0,-1.775202,0.144897
0,0.172224,0.54295
0,1.151384,0.759764
1,1.781243,0.85585
1,1.710321,0.846878
0,-1.416749,0.195172
0,-1.166066,0.237567
0,-2.121771,0.106999
1,2.182476,0.898665
0,0.685504,0.664966
0,-1.53278,0.177587
1,2.101122,0.891012
0,-0.424471,0.395447
1,-0.708846,0.329854
1,-0.05767,0.485587
0,-1.330064,0.209149
1,0.575849,0.640112
1,0.439587,0.608161
0,-3.488447,0.029643
0,0.705809,0.669474
0,-1.564997,0.172931
1,1.405676,0.803083
0,0.165649,0.541318
0,-0.891613,0.290777
1,2.893969,0.947548
0,0.333608,0.582637
0,1.611931,0.833679
0,-0.182959,0.454387
0,-0.908611,0.287284
0,-1.597187,0.168375
0,-1.782045,0.144051
0,-0.420464,0.396406
1,-0.167705,0.458172
0,-0.141708,0.464632
0,0.021615,0.505404
0,-0.857962,0.297765
1,-0.455942,0.387949
0,-2.898904,0.052208
0,-1.968247,0.122577
0,1.450363,0.810054
1,-1.799601,0.1419
0,-2.318446,0.089607
1,0.764805,0.682396
0,0.303274,0.575243
0,1.572397,0.828125
1,1.370103,0.797397
1,0.380833,0.594074
1,-0.964747,0.275929
0,-0.155912,0.461101
0,-0.891565,0.290787
0,0.340966,0.584425
0,-0.115369,0.47119
0,-0.81603,0.306607
1,2.27841,0.907073
1,1.763784,0.853683
0,-2.700936,0.062918
1,1.442665,0.808867
1,1.938974,0.874239
0,-3.203705,0.039027
1,1.513307,0.819551
0,-0.468538,0.384962
0,-0.017878,0.495531
0,-4.376417,0.012414
1,3.556502,0.972253
1,2.02995,0.883906
1,3.084525,0.95625
0,-2.37614,0.08501
0,-0.554846,0.364741
1,0.825726,0.69545
0,0.16098,0.540158
0,-3.779217,0.022331
0,-1.017538,0.265507
0,-0.207844,0.448225
0,-1.720214,0.151844
0,-0.689837,0.334069
1,1.905192,0.870478
1,2.54626,0.927322
0,-0.53078,0.370335
0,-0.590058,0.356622
1,0.245749,0.56113
1,3.848357,0.97913
1,1.775459,0.855135
0,0.790834,0.68801
