area_k_sqft,area_sqft,bedrooms,bathrooms,age_years,lot_sqft,price_usd
1.8696,1869.6,3,1,19.81,5155.2,635165.54
3.0247,3024.7,5,3,12.86,8394.8,1044275.72
1.8649,1864.9,3,2,36.33,3282.6,615391.51
1.4548,1454.8,3,2,5.5,4068.3,600693.48
1.8041,1804.1,4,2,19.56,4450.8,653944.75
2.7167,2716.7,4,2,27.63,9235.6,912005.44
2.2265,2226.5,4,2,33.5,5631.4,774133.5
1.3096,1309.6,2,1,42.28,3188.6,416628.78
1.4559,1455.9,2,1,51.88,4672.4,476881.08
3.3495,3349.5,5,2,35.93,7752.3,1084530.49
1.8973,1897.3,2,1,34.39,6823.9,606270.62
2.305,2305.0,3,2,32.22,9466.3,760898.54
2.089,2089.0,4,3,26.7,8201.3,771775.65
1.7094,1709.4,3,1,8.06,3571.1,582007.44
2.2517,2251.7,4,2,74.6,5323.2,758530.96
4.0106,4010.6,7,5,10.18,11530.6,1375985.09
1.1924,1192.4,1,1,40.64,3493.8,362488.18
1.7102,1710.2,3,2,64.42,4327.0,540542.29
4.3277,4327.7,6,3,19.62,10098.9,1375576.62
2.2058,2205.8,4,1,12.36,5513.4,778140.23
1.0036,1003.6,1,1,48.63,2347.8,301928.72
3.0012,3001.2,5,3,38.64,9565.0,1029565.8
2.3928,2392.8,4,2,19.73,9155.2,843284.69
1.9097,1909.7,3,1,27.75,4456.2,604515.4
2.4066,2406.6,4,3,6.8,6409.6,831367.68
2.8609,2860.9,6,3,32.85,6506.5,1022893.96
1.1699,1169.9,2,1,10.49,2430.8,434340.54
1.8399,1839.9,3,2,3.65,5046.2,670233.74
0.9686,968.6,2,1,34.14,3162.5,337960.02
2.109,2109.0,4,2,5.16,5848.0,777377.92
1.4457,1445.7,2,1,9.63,5728.9,491504.74
2.4787,2478.7,4,2,54.4,4988.5,788840.79
4.3019,4301.9,7,4,10.7,8683.4,1442579.77
2.4926,2492.6,4,3,25.84,4565.3,897639.49
1.7661,1766.1,3,2,12.25,6020.9,665620.81
1.6745,1674.5,3,2,70.2,6015.6,569026.93
1.8946,1894.6,4,2,18.16,7117.3,718212.75
3.1312,3131.2,5,2,1.83,11533.4,1085893.32
2.5375,2537.5,4,2,18.4,6896.4,851112.0
2.9729,2972.9,5,3,26.74,12398.0,1040820.66
4.0657,4065.7,7,3,59.2,16778.5,1357373.99
1.9887,1988.7,4,2,10.24,4185.1,679229.38
1.6367,1636.7,3,2,30.0,3577.0,626977.21
2.0273,2027.3,4,3,16.05,4730.5,748234.23
2.5855,2585.5,4,3,25.13,6844.2,821546.95
1.9775,1977.5,4,2,7.82,4545.4,718165.05
4.1051,4105.1,7,4,15.3,16861.9,1392855.06
1.7367,1736.7,3,1,20.44,4069.3,565516.04
1.9099,1909.9,2,1,29.6,4644.6,545559.59
2.8556,2855.6,5,2,8.81,7675.1,968045.19
2.1763,2176.3,4,2,22.88,4249.5,754594.36
3.4697,3469.7,7,4,19.31,7109.1,1255127.55
2.6085,2608.5,4,2,11.42,10666.0,898610.13
2.0172,2017.2,3,1,28.89,4857.2,662179.78
2.4691,2469.1,3,2,26.18,5373.9,820226.8
2.3454,2345.4,4,3,4.42,4280.4,870958.55
4.7011,4701.1,7,4,27.92,11392.6,1503711.1
4.1005,4100.5,6,4,65.25,8230.2,1292418.97
1.8077,1807.7,4,3,26.58,2569.9,658205.32
3.0916,3091.6,6,3,7.48,5973.6,1119128.95
1.5294,1529.4,2,2,32.31,3105.9,530809.23
1.2259,1225.9,2,1,12.71,4894.3,362731.42
3.0573,3057.3,4,2,11.27,12213.7,999547.86
2.587,2587.0,4,2,15.34,10767.7,883719.53
2.2516,2251.6,3,2,26.68,6505.8,727658.43
3.0919,3091.9,4,2,36.49,8129.5,960065.36
1.6708,1670.8,2,1,71.21,6975.3,499167.34
2.9639,2963.9,4,2,19.54,10340.9,946396.46
2.6579,2657.9,4,2,57.03,8067.6,850235.0
1.3487,1348.7,3,1,7.74,2923.3,474963.25
3.3558,3355.8,5,3,16.84,9785.1,1126753.91
1.5955,1595.5,2,2,16.81,4715.5,541784.42
4.2175,4217.5,6,3,24.44,17121.9,1341753.86
2.5104,2510.4,4,3,34.73,9802.2,884469.15
2.2564,2256.4,2,2,14.5,7581.9,677982.76
2.3013,2301.3,4,2,19.82,8659.7,809723.15
2.2986,2298.6,5,3,1.79,6010.1,897899.48
1.6817,1681.7,3,2,45.36,6266.9,561168.33
3.4093,3409.3,5,3,12.96,7832.3,1073604.53
2.1126,2112.6,3,2,7.94,7171.3,680570.39
1.5027,1502.7,2,1,22.8,5808.4,497465.33
1.6486,1648.6,2,2,3.83,5070.9,511081.63
2.1862,2186.2,3,2,11.52,7690.5,717997.04
1.6241,1624.1,2,2,25.21,5715.1,562384.2
2.606,2606.0,4,2,50.0,6214.3,777430.18
1.2442,1244.2,2,1,12.13,2104.5,455772.74
2.1356,2135.6,3,2,39.34,6087.6,691419.08
2.5286,2528.6,4,2,58.29,5516.2,834740.49
1.9171,1917.1,2,1,39.72,5959.5,579276.63
2.4516,2451.6,3,1,50.55,6187.8,753955.33
2.3422,2342.2,3,1,7.47,5544.2,770618.13
2.7436,2743.6,5,3,32.07,10104.4,871301.33
3.5356,3535.6,4,3,6.17,13281.7,1100704.65
3.396,3396.0,6,3,45.42,7129.5,1123226.46
2.6228,2622.8,4,3,14.05,6121.8,890214.54
2.933,2933.0,6,3,12.17,9291.2,1039388.65
2.299,2299.0,3,2,16.66,4322.1,696870.28
1.7584,1758.4,2,1,18.01,6884.6,577430.27
2.1375,2137.5,3,2,57.61,3434.7,592921.57
3.3243,3324.3,5,3,42.88,5785.3,1093849.76
1.6517,1651.7,3,1,68.64,6304.5,524080.9
1.7741,1774.1,2,1,18.07,3617.4,513153.35
1.4411,1441.1,2,1,1.84,4332.7,540770.65
2.8902,2890.2,4,2,1.94,5282.4,894833.8
3.8148,3814.8,7,4,39.09,5664.7,1288009.09
1.3867,1386.7,3,2,11.93,4185.7,555180.16
3.2398,3239.8,5,2,19.87,4653.3,1003170.69
1.6846,1684.6,2,1,12.11,6389.3,525700.74
3.0225,3022.5,4,2,39.59,9306.7,942423.07
3.0727,3072.7,5,3,37.45,12323.3,1022388.87
3.0441,3044.1,4,3,25.64,10602.9,983620.63
1.2074,1207.4,2,1,10.51,2895.9,443171.78
2.3354,2335.4,4,2,27.41,7058.0,788587.76
2.0048,2004.8,3,2,23.81,3289.2,670067.16
3.3725,3372.5,6,3,34.18,5899.7,1121882.68
2.7805,2780.5,5,3,42.28,9714.3,908044.87
2.3252,2325.2,4,2,37.47,6503.2,790386.4
2.3087,2308.7,3,2,44.25,5580.8,724642.63
2.4326,2432.6,5,3,0.89,8685.4,879672.19
1.9693,1969.3,3,1,54.23,5331.8,653455.36
2.2583,2258.3,4,2,29.86,4767.8,704484.68
1.6021,1602.1,3,2,2.04,5112.4,598855.29
2.0014,2001.4,4,1,59.84,4463.3,636792.19
2.6574,2657.4,5,3,13.14,4246.1,929540.92
2.801,2801.0,5,3,34.54,11007.6,928421.84
3.1101,3110.1,4,2,14.69,7573.4,1000649.75
2.8328,2832.8,4,2,16.72,8916.1,942631.54
4.1918,4191.8,7,4,18.16,8450.8,1401667.58
1.58,1580.0,1,1,16.83,4391.5,449597.83
2.0113,2011.3,3,2,22.79,5280.4,631709.55
2.6098,2609.8,4,2,59.19,6079.6,858949.23
1.6865,1686.5,3,2,23.58,6708.6,558123.2
1.8976,1897.6,3,2,32.99,7548.2,647834.79
3.6187,3618.7,6,3,30.26,8239.6,1169558.72
2.2455,2245.5,4,2,20.29,6002.2,768358.1
3.6898,3689.8,6,4,16.28,7496.0,1258279.94
1.7538,1753.8,3,2,21.37,7022.9,602535.42
2.269,2269.0,3,2,41.35,6064.1,697879.99
1.8615,1861.5,3,2,32.8,7233.0,629549.11
2.1406,2140.6,4,2,15.13,5938.2,766479.55
1.9482,1948.2,2,1,29.37,6392.3,557007.54
2.7975,2797.5,4,3,33.15,4437.6,923637.94
2.5103,2510.3,4,3,45.81,7774.3,820844.87
2.7502,2750.2,4,1,25.48,8246.1,828068.24
1.8435,1843.5,2,1,6.58,4415.5,605737.13
1.8616,1861.6,3,2,4.41,2725.7,672993.67
2.3696,2369.6,3,2,33.8,5527.0,767323.88
4.0485,4048.5,6,3,59.07,16675.5,1307894.45
4.2374,4237.4,6,4,72.33,11627.4,1351882.37
2.3345,2334.5,4,3,22.87,3872.9,775102.36
2.2934,2293.4,3,2,96.22,4302.8,675992.41
2.7704,2770.4,3,1,14.54,7448.2,808726.68
3.1244,3124.4,6,3,14.72,12988.8,1095950.26
3.2147,3214.7,4,3,52.08,5256.6,996927.04
1.7674,1767.4,3,2,48.52,3530.3,566823.13
2.0376,2037.6,5,3,32.48,6457.7,825596.03
2.8394,2839.4,5,3,32.18,11119.5,1017177.78
1.7129,1712.9,3,2,37.08,5007.2,569840.08
3.0069,3006.9,4,1,47.15,8933.7,918047.09
2.1053,2105.3,4,2,43.67,7958.5,741429.71
2.6873,2687.3,3,2,28.58,11095.4,798682.72
1.7553,1755.3,3,2,1.14,2971.1,618676.7
3.2075,3207.5,4,3,40.77,8935.6,1006841.32
1.7016,1701.6,3,2,4.03,6549.2,643327.48
3.2018,3201.8,5,3,71.72,9970.7,1003400.94
3.0789,3078.9,5,4,14.95,9951.0,1089521.72
1.657,1657.0,2,1,42.73,5455.8,528201.99
2.375,2375.0,3,1,34.81,5645.4,735489.02
1.9302,1930.2,4,3,30.48,4333.0,690076.91
1.7364,1736.4,2,1,31.21,6845.0,501339.67
4.2849,4284.9,6,3,8.85,8823.3,1341658.99
2.9683,2968.3,5,3,8.08,10761.3,1093082.58
4.2435,4243.5,6,3,11.36,7234.4,1346716.9
2.6886,2688.6,3,2,4.77,9081.6,865682.76
1.9109,1910.9,3,2,9.42,3690.4,680189.37
3.8831,3883.1,6,4,22.69,6766.0,1282565.18
2.7683,2768.3,4,2,22.7,7496.3,924681.58
1.935,1935.0,3,1,39.51,4792.7,620387.09
3.8737,3873.7,6,3,4.39,12192.9,1269682.1
2.5807,2580.7,4,2,29.82,6035.6,812516.79
1.419,1419.0,2,2,63.36,2067.6,427753.38
1.5541,1554.1,2,1,22.6,6082.9,503130.02
2.2632,2263.2,3,2,22.63,8832.3,735393.98
3.7912,3791.2,7,4,18.31,10029.0,1309920.41
1.6118,1611.8,2,2,26.97,4468.9,520226.19
2.47,2470.0,5,3,8.57,9174.4,880582.43
5.2541,5254.1,7,4,30.58,18171.6,1668037.26
4.3987,4398.7,6,4,33.83,15732.6,1464981.59
1.9833,1983.3,3,2,17.05,7302.7,668044.47
1.2928,1292.8,2,2,21.03,3239.4,432424.81
1.3979,1397.9,3,2,67.22,2874.8,520564.67
1.856,1856.0,4,3,58.07,6671.2,669868.47
1.9993,1999.3,4,2,30.22,4717.3,684540.45
2.3359,2335.9,4,2,28.82,5839.4,810058.77
2.2356,2235.6,3,2,6.51,5729.9,713378.06
2.2318,2231.8,2,1,5.64,6167.3,617926.16
1.6983,1698.3,2,2,11.29,4790.6,555444.95
3.1167,3116.7,5,3,5.02,5003.1,1006813.23
2.6921,2692.1,3,1,22.83,4013.4,849187.25
1.9933,1993.3,3,2,54.61,3376.8,628241.36
2.3815,2381.5,3,2,30.53,4954.9,779480.75
3.2607,3260.7,5,3,27.53,4810.9,1073710.66
1.8109,1810.9,2,1,8.3,6815.2,617974.8
1.844,1844.0,3,1,8.0,4627.0,656156.97
2.7302,2730.2,5,3,30.15,10575.1,955248.32
3.0777,3077.7,4,3,8.2,7293.7,997338.17
3.2026,3202.6,5,3,3.5,9143.5,1055253.26
1.5002,1500.2,3,2,11.24,2759.1,510229.05
4.1024,4102.4,6,3,30.24,12439.1,1308608.17
1.9685,1968.5,3,2,26.16,6288.6,699372.75
2.6553,2655.3,4,2,40.5,4053.1,820036.76
1.8717,1871.7,3,2,59.29,3745.7,584106.63
4.4773,4477.3,7,4,40.75,6538.3,1431500.22
1.8058,1805.8,3,1,38.95,4752.0,579529.87
2.1783,2178.3,3,2,24.85,3727.5,746390.36
2.5548,2554.8,4,3,34.65,4010.2,886249.4
2.5231,2523.1,4,2,51.21,3773.0,829541.93
3.4591,3459.1,5,3,11.54,11379.5,1159305.95
1.8867,1886.7,2,1,70.82,4719.6,523394.12
1.844,1844.0,2,1,17.34,4336.7,557890.84
1.8811,1881.1,3,2,37.55,4698.0,611069.65
2.6581,2658.1,4,2,8.99,5471.5,875394.18
2.0302,2030.2,3,2,5.36,7170.2,657046.93
3.4753,3475.3,4,3,61.76,12657.3,1079707.6
1.814,1814.0,3,1,17.53,7398.8,626894.73
4.2334,4233.4,7,4,11.15,6418.4,1422451.22
1.6288,1628.8,3,2,17.23,5274.4,602030.15
4.1192,4119.2,6,3,24.24,12957.0,1324892.77
3.1513,3151.3,5,3,14.3,10071.9,1061547.2
1.9903,1990.3,4,3,62.96,5555.9,672570.69
1.7861,1786.1,3,2,53.95,5930.9,606058.01
1.5985,1598.5,1,1,13.5,6116.6,447117.8
1.4872,1487.2,3,1,19.18,2768.5,558758.78
1.6485,1648.5,3,2,47.56,6729.0,600903.35
3.2159,3215.9,5,3,32.29,6170.4,1070315.99
2.3127,2312.7,4,1,5.93,8507.9,796998.91
2.184,2184.0,3,2,50.05,6020.1,738554.47
2.3297,2329.7,5,3,59.54,6152.5,811858.11
2.2802,2280.2,3,2,9.69,4947.3,746244.46
2.0889,2088.9,4,2,41.08,8638.7,709167.54
2.4968,2496.8,4,2,43.29,7024.6,797565.18
2.8762,2876.2,4,3,15.4,9267.2,910400.43
4.9076,4907.6,6,3,44.3,18376.2,1495302.07
1.2186,1218.6,2,2,20.05,4770.0,422621.85
1.8006,1800.6,2,2,10.07,2524.3,603015.02
2.129,2129.0,4,2,14.53,7044.3,708219.56
1.7584,1758.4,3,2,11.96,4694.5,623812.0
2.2733,2273.3,3,1,28.21,3482.4,695788.75
3.1868,3186.8,4,2,15.35,12396.8,1044344.29
2.9251,2925.1,4,2,13.93,8073.1,964855.9
1.6354,1635.4,2,1,44.42,5522.2,476543.67
2.3971,2397.1,3,2,25.7,6557.7,789605.5
1.3999,1399.9,1,1,54.07,2306.4,412307.99
1.489,1489.0,2,1,18.07,4183.8,487459.84
1.7975,1797.5,3,2,32.22,3497.2,559291.05
2.5059,2505.9,4,3,13.1,5203.9,833468.97
3.4431,3443.1,5,2,19.49,14000.5,1077802.32
2.9447,2944.7,4,2,3.56,7644.1,906431.85
1.491,1491.0,3,2,17.36,3492.5,564831.67
2.1564,2156.4,3,2,9.26,8992.4,726865.53
3.4599,3459.9,6,3,33.47,8416.9,1176204.86
2.1621,2162.1,4,2,63.8,5469.5,749874.29
1.4862,1486.2,2,1,35.23,4262.5,461063.69
1.5832,1583.2,2,2,36.98,2846.2,487139.93
5.6562,5656.2,7,4,12.4,14307.0,1760965.35
2.2865,2286.5,4,2,29.41,7362.5,805116.39
2.032,2032.0,4,3,71.85,6530.2,708785.27
4.8356,4835.6,7,4,3.18,9745.3,1562957.99
2.1069,2106.9,4,2,18.02,3175.3,743283.09
1.1973,1197.3,2,2,17.61,2068.8,434840.01
2.8175,2817.5,4,3,14.6,10812.3,949170.47
2.6621,2662.1,5,3,3.83,6927.4,958544.01
6.1783,6178.3,7,4,16.99,16673.8,1859463.18
1.4028,1402.8,2,2,20.83,4214.5,479937.48
2.4124,2412.4,4,2,26.16,4290.5,818604.39
1.3195,1319.5,2,1,70.01,3042.4,441828.49
3.245,3245.0,4,2,10.46,11188.1,1068248.57
1.9111,1911.1,2,1,3.8,7204.8,637241.91
2.1468,2146.8,3,1,67.66,8650.9,633903.06
1.6974,1697.4,3,2,21.86,5067.2,612326.16
3.86,3860.0,6,4,21.4,5785.1,1304680.09
2.3238,2323.8,4,2,18.19,5007.9,756233.95
3.1668,3166.8,5,3,35.42,7517.2,1049706.64
1.8948,1894.8,3,1,78.51,2685.5,550076.28
2.4256,2425.6,4,2,26.1,4232.9,777355.53
1.1207,1120.7,1,1,19.71,2568.9,367559.75
2.6278,2627.8,4,2,5.57,7968.3,867966.74
2.499,2499.0,4,2,20.06,7322.5,831356.68
3.4406,3440.6,6,3,9.31,6149.8,1128805.36
3.184,3184.0,5,2,8.68,6507.4,1018041.1
1.4104,1410.4,2,1,15.74,5638.6,487767.31
2.6728,2672.8,4,2,21.34,4506.9,838647.6
2.6605,2660.5,4,3,8.33,7777.2,923304.75
5.296,5296.0,7,3,47.7,19453.1,1636857.2
1.8046,1804.6,2,1,20.84,6341.4,553078.72
2.187,2187.0,3,2,2.22,3316.6,704441.52
3.09,3090.0,5,3,18.6,9643.4,1087327.41
2.7058,2705.8,4,2,4.89,5442.8,907690.29
1.0956,1095.6,2,1,46.08,2768.8,386265.73
1.8894,1889.4,4,2,13.04,4010.5,677219.51
2.4219,2421.9,5,3,6.74,4430.2,916677.36
2.0076,2007.6,3,2,45.92,6568.1,700608.79
2.5353,2535.3,3,2,16.76,8859.9,813694.13
1.8739,1873.9,2,1,8.82,3670.6,582787.45
2.2324,2232.4,3,2,3.86,4901.0,775617.23
2.1402,2140.2,3,2,59.29,3673.9,648288.91
2.5851,2585.1,3,2,42.36,8118.8,763843.71
1.9934,1993.4,3,2,45.15,3415.7,679871.11
2.9483,2948.3,5,2,53.29,9701.3,929526.54
3.2789,3278.9,5,2,3.68,8267.7,1075582.21
1.7627,1762.7,3,2,69.49,6124.9,586745.78
2.2588,2258.8,4,2,5.39,9445.3,819990.15
2.4888,2488.8,5,3,13.24,9485.5,888869.11
2.2092,2209.2,4,2,2.13,7652.9,843954.63
2.3483,2348.3,5,4,31.43,9337.2,923952.22
2.3857,2385.7,4,2,8.3,7902.1,855638.43
2.6073,2607.3,4,2,55.66,10190.8,830957.26
3.6027,3602.7,5,3,32.58,14355.3,1212363.6
2.4413,2441.3,4,2,6.99,8289.2,844480.38
2.3778,2377.8,4,1,7.49,3906.8,793553.69
1.3649,1364.9,1,1,15.75,2840.1,437599.09
1.5467,1546.7,3,2,24.46,3560.7,568275.66
1.7791,1779.1,3,1,35.13,6121.0,563951.94
3.2785,3278.5,6,3,27.64,11013.4,1116628.65
1.2155,1215.5,2,1,19.37,4956.4,409018.2
2.9083,2908.3,5,2,5.25,6858.2,954194.24
2.7547,2754.7,5,3,11.77,6407.1,939598.17
2.2769,2276.9,3,1,10.77,5442.5,727128.08
2.388,2388.0,4,3,17.03,4813.8,833797.12
3.9947,3994.7,6,4,44.25,14506.9,1303219.24
2.6297,2629.7,5,3,15.83,6645.9,930454.04
2.5911,2591.1,4,2,37.58,7434.3,814296.47
2.4032,2403.2,4,3,11.42,9829.0,875444.23
1.7574,1757.4,3,2,28.47,5458.0,619339.21
1.4952,1495.2,2,1,50.01,3829.4,476224.37
2.4734,2473.4,3,2,25.59,9318.6,788918.36
1.0899,1089.9,2,1,31.16,2247.1,348004.69
2.0785,2078.5,3,2,28.32,5625.8,714030.49
2.2492,2249.2,3,1,30.37,9206.4,763596.73
1.9437,1943.7,3,1,40.01,6509.5,644562.66
1.7835,1783.5,3,2,25.98,3174.8,629746.21
3.5039,3503.9,5,3,22.68,12461.0,1132421.38
2.3255,2325.5,2,1,13.93,7602.6,681868.51
3.3145,3314.5,6,3,14.48,4714.5,1106256.78
3.036,3036.0,4,2,19.4,8847.2,938951.12
4.3944,4394.4,7,3,12.62,15618.4,1468024.45
1.4579,1457.9,3,3,22.93,2337.1,516976.68
2.3363,2336.3,4,2,39.18,5159.5,769718.13
3.9424,3942.4,7,4,3.07,10237.1,1362002.92
1.7092,1709.2,3,2,52.48,2957.9,548447.68
2.8077,2807.7,4,2,21.61,4309.4,890933.89
1.3717,1371.7,2,1,31.25,5711.2,441357.59
2.2003,2200.3,3,2,22.38,4261.8,683791.02
2.2828,2282.8,4,2,9.34,6747.9,814082.64
1.4865,1486.5,4,2,58.44,4273.8,550781.94
2.6969,2696.9,5,2,42.3,9730.1,918080.47
1.6005,1600.5,2,2,6.09,2788.5,521570.72
2.8587,2858.7,4,2,7.16,7023.7,919146.61
1.8658,1865.8,2,2,42.56,2810.7,512660.64
4.4606,4460.6,7,4,60.17,16742.4,1436468.73
2.5122,2512.2,3,2,16.1,9785.2,751790.21
3.2992,3299.2,5,3,25.63,5076.8,1058690.04
1.1582,1158.2,2,1,17.92,4098.1,424439.89
2.3509,2350.9,4,2,51.47,5718.7,765211.45
2.9522,2952.2,4,2,31.25,8420.6,958102.56
1.7753,1775.3,3,2,30.45,5597.3,625610.97
3.8216,3821.6,5,2,29.24,13694.3,1170212.11
1.4783,1478.3,2,1,45.66,2712.8,442089.38
1.5854,1585.4,2,1,17.82,4499.4,545884.48
5.1615,5161.5,7,3,36.89,15581.1,1620658.4
1.0945,1094.5,2,1,42.63,1784.6,375413.96
2.3163,2316.3,3,2,44.17,8778.0,754783.89
2.0114,2011.4,4,2,7.72,5274.0,748749.58
1.9,1900.0,3,2,12.58,4305.4,663581.84
1.8725,1872.5,3,2,50.54,4361.1,573592.03
1.5782,1578.2,2,1,43.02,5062.8,504025.86
2.8564,2856.4,4,3,22.32,11424.1,968034.37
2.1402,2140.2,4,2,12.74,5228.8,732705.33
1.6308,1630.8,3,1,8.19,5519.3,558679.12
2.9441,2944.1,5,3,11.28,9427.1,1045251.35
1.5451,1545.1,2,1,32.85,2616.1,487207.26
2.9587,2958.7,5,3,67.73,7768.6,948674.23
2.0364,2036.4,4,2,28.56,4154.1,694051.18
3.0761,3076.1,5,3,15.18,12731.7,1046475.79
1.7465,1746.5,4,2,32.0,3627.1,610875.83
1.9734,1973.4,3,2,22.83,4306.9,638052.52
4.1676,4167.6,5,3,28.17,10869.6,1277634.99
2.0939,2093.9,3,2,40.52,5415.4,669803.91
2.4028,2402.8,3,1,6.85,7428.4,792448.88
2.583,2583.0,4,2,31.51,7536.5,887179.6
1.9366,1936.6,3,2,15.11,4058.5,647039.57
2.2844,2284.4,3,2,52.42,6160.9,669786.62
4.2757,4275.7,7,4,35.9,13604.7,1391955.13
1.449,1449.0,1,1,47.66,6076.0,390699.12
3.5137,3513.7,5,3,30.95,9462.9,1106825.76
3.0826,3082.6,4,2,30.52,5673.0,961709.74
2.0905,2090.5,3,3,15.77,4878.2,660516.03
1.106,1106.0,1,1,27.77,2651.4,342163.29
1.1617,1161.7,1,1,12.15,3412.9,335588.99
3.0022,3002.2,5,3,47.19,10704.6,1027392.18
1.5004,1500.4,3,2,14.69,3582.1,543019.9
0.7796,779.6,2,1,4.43,1708.0,317219.04
1.8911,1891.1,3,2,19.96,7002.8,655093.06
3.0073,3007.3,4,2,47.44,5548.8,931498.03
2.3143,2314.3,3,2,8.93,3909.5,738835.95
3.6429,3642.9,6,3,49.38,8978.2,1210904.25
2.1291,2129.1,3,2,15.77,5948.9,710837.91
1.0943,1094.3,2,1,4.51,1973.5,364799.14
1.6967,1696.7,2,1,16.73,2972.7,549197.72
2.0251,2025.1,3,1,52.5,8386.6,592598.05
1.5491,1549.1,3,2,52.62,5916.9,582772.17
4.5856,4585.6,6,4,7.45,11297.2,1474479.12
2.3931,2393.1,4,2,27.28,8169.6,780140.88
1.217,1217.0,2,1,35.61,4173.6,444817.76
3.7745,3774.5,6,3,12.58,9054.2,1268820.68
2.0037,2003.7,3,2,48.34,8326.3,651025.29
2.4365,2436.5,3,2,43.38,4503.7,751559.93
3.3568,3356.8,6,3,6.73,7184.6,1187033.04
3.3531,3353.1,5,3,43.17,13321.9,1124536.28
3.2169,3216.9,5,2,50.92,10444.6,1043661.94
3.8794,3879.4,6,3,19.25,10342.7,1236442.76
1.5101,1510.1,2,1,16.46,5817.5,501857.43
2.538,2538.0,4,3,79.07,5381.4,784659.59
3.9581,3958.1,6,3,39.97,7071.6,1245211.55
2.4889,2488.9,4,2,34.84,8545.6,852992.9
2.497,2497.0,4,1,4.37,10120.1,889443.86
2.4294,2429.4,4,3,18.81,9982.5,856592.1
1.3019,1301.9,2,1,18.59,3784.5,461038.16
2.5807,2580.7,4,2,3.69,8825.0,904880.16
1.3835,1383.5,2,1,29.29,4288.8,444111.86
2.2335,2233.5,4,3,45.4,8932.4,774761.43
3.5723,3572.3,6,3,37.94,14059.4,1164786.07
1.4623,1462.3,3,2,37.21,5086.7,541596.83
3.273,3273.0,5,2,19.73,10682.3,1092859.17
2.1891,2189.1,3,1,22.29,3891.1,699227.39
3.3703,3370.3,5,3,26.26,5164.5,1095599.32
2.193,2193.0,3,2,64.26,6280.5,676163.09
2.2566,2256.6,4,2,21.49,3222.4,743733.73
1.6295,1629.5,2,1,31.36,2698.5,514978.0
0.8705,870.5,1,1,19.84,2786.8,315921.24
5.0239,5023.9,7,4,68.09,19237.0,1589026.26
2.9337,2933.7,5,2,38.43,6215.3,974793.61
1.866,1866.0,2,1,78.2,7207.6,528894.42
1.5101,1510.1,3,2,17.75,4587.7,536402.22
3.4333,3433.3,5,3,9.98,7775.1,1131948.68
1.3379,1337.9,2,1,4.53,4697.8,490412.92
2.6697,2669.7,4,3,33.15,8381.9,896277.39
2.676,2676.0,4,2,73.55,6904.5,854611.88
1.6789,1678.9,2,1,25.04,3870.9,584562.36
1.6003,1600.3,2,2,40.57,2608.6,519330.01
2.3455,2345.5,5,3,20.79,5627.7,857788.39
2.0552,2055.2,4,2,14.55,7679.7,705564.67
1.343,1343.0,1,1,98.71,2959.8,319395.77
2.1068,2106.8,4,2,63.26,4308.3,685323.77
1.7834,1783.4,4,2,31.87,6098.9,640742.54
3.4517,3451.7,5,3,48.66,7693.8,1114366.09
1.2779,1277.9,3,1,30.8,2770.6,476709.39
2.0389,2038.9,3,2,58.92,5031.1,662444.38
1.7639,1763.9,3,2,33.66,3058.8,588825.58
2.078,2078.0,4,2,15.13,4171.6,719851.78
1.2437,1243.7,3,2,51.58,3689.5,473814.73
2.7174,2717.4,5,3,43.05,9331.8,959700.07
2.0785,2078.5,3,2,18.28,6164.2,696676.69
2.6514,2651.4,4,3,58.01,8339.9,831874.33
2.2567,2256.7,4,2,21.46,7793.0,789554.08
1.4287,1428.7,3,1,13.03,4768.7,498470.72
5.2557,5255.7,7,4,15.63,12952.9,1633188.46
1.4762,1476.2,3,2,57.84,2898.9,510515.86
2.622,2622.0,4,2,96.43,7714.7,801266.76
2.3218,2321.8,4,2,80.72,9079.3,728500.46
1.9314,1931.4,4,2,31.87,2705.2,672623.21
3.9502,3950.2,6,3,21.14,7613.7,1261396.98
1.5143,1514.3,2,2,23.33,6064.1,530834.25
3.2411,3241.1,6,3,52.08,9061.4,1083350.49
2.4789,2478.9,5,3,13.84,8589.5,919045.91
2.5941,2594.1,4,2,32.98,8771.7,894157.5
3.6481,3648.1,6,3,30.41,10251.9,1220165.67
2.4627,2462.7,5,3,16.51,4397.4,836912.37
2.7265,2726.5,6,4,6.85,7334.0,991081.68
1.7952,1795.2,3,1,15.13,3145.8,664958.34
3.002,3002.0,4,2,64.65,6455.5,873104.43
3.1576,3157.6,5,2,44.81,10294.4,998761.01
3.3114,3311.4,5,3,20.38,13732.2,1124774.45
1.5272,1527.2,3,2,15.02,3855.1,561167.78
1.7074,1707.4,3,1,60.46,2613.4,537049.7
1.8704,1870.4,2,1,2.64,3858.0,593171.39
1.6572,1657.2,3,2,12.71,4749.8,555102.27
2.0354,2035.4,3,2,13.87,7516.9,734329.7
2.5312,2531.2,5,3,95.8,8032.4,820816.38
2.4557,2455.7,4,2,40.16,6925.9,811574.07
1.3607,1360.7,2,2,23.4,2952.1,493594.64
4.5163,4516.3,7,4,12.11,11729.3,1521982.05
2.1461,2146.1,3,2,11.02,6647.4,714939.61
1.5557,1555.7,2,1,6.32,3623.8,446962.31
2.8335,2833.5,6,3,54.51,4088.5,1017460.17
1.6559,1655.9,2,1,13.41,2816.8,524367.84
