area_sqft,bedrooms,age_years,lot_sqft,price_k
1976.4,3,29.2,10333.7,546.21
3023.9,5,21.3,8916.6,720.5
1526.1,1,8.6,8488.7,449.7
3006.0,5,2.8,9731.5,753.01
2472.6,3,17.1,5273.4,555.42
1926.7,3,26.6,11753.5,590.85
1201.8,3,15.2,3252.0,317.05
1184.4,2,14.1,4049.4,318.57
2320.6,5,3.4,12898.4,741.99
1917.1,3,11.8,11698.8,601.48
2401.5,2,17.1,11340.4,639.1
2330.3,4,44.3,11181.9,621.36
2316.1,4,31.4,4945.8,513.35
2150.8,2,9.2,5646.9,509.46
2676.7,5,22.6,13890.4,769.4
2170.9,2,25.8,8295.5,538.49
2096.5,3,37.1,7088.4,476.04
2005.3,3,14.2,11837.5,649.88
1626.8,3,62.2,7233.9,397.66
1591.8,3,37.4,8686.9,452.57
1530.7,2,37.5,3711.2,358.01
2337.1,3,18.8,12728.9,659.39
2023.3,3,10.1,4008.2,470.47
1599.2,3,19.6,7398.4,450.07
1652.8,4,44.9,7451.7,445.5
1986.4,2,47.0,8468.2,509.38
1598.1,3,11.2,3230.3,384.22
1270.1,2,54.6,2688.1,260.87
1755.0,3,6.9,7715.5,503.79
2239.7,4,33.1,7297.4,551.19
2185.8,4,26.5,8661.4,573.93
977.6,2,5.9,6099.1,305.85
2266.4,4,27.3,8315.1,598.7
1817.8,3,47.4,9776.7,479.49
2169.2,3,22.8,7728.8,537.3
1944.2,3,81.7,9418.6,510.5
1431.9,4,12.1,7941.8,486.64
1802.5,3,29.9,6612.1,499.54
2132.3,4,20.4,5382.2,471.33
2981.9,4,26.5,14223.8,786.26
2788.3,5,8.3,11995.6,752.99
1348.2,3,12.3,6505.1,369.03
2427.0,3,6.1,12775.0,672.03
3156.0,5,76.7,12634.8,784.7
1228.1,3,30.6,4512.0,325.01
1860.4,3,15.9,11002.9,581.03
1484.1,3,33.1,6065.3,408.77
2384.6,4,13.0,8163.5,598.93
2754.8,4,3.5,9365.3,685.49
2829.4,4,20.0,15318.7,802.16
2110.8,4,4.1,9118.2,636.12
1668.0,2,36.1,6601.6,427.6
2776.6,4,16.2,6062.0,621.57
2752.3,3,15.1,14473.9,787.32
2071.9,3,10.7,8441.4,536.67
2282.9,3,51.7,13454.3,639.38
2157.0,3,14.5,11479.4,623.9
1482.7,3,10.4,4862.3,386.23
1509.2,2,21.3,5566.8,399.59
1568.4,3,15.6,5348.6,430.15
1285.8,2,25.1,5627.2,366.93
1889.6,3,10.7,6964.3,538.1
1877.7,3,8.1,5805.9,450.04
1826.9,3,75.9,3544.5,367.11
1784.1,2,38.2,4385.4,421.43
3249.5,3,17.2,8407.8,708.38
1674.2,2,51.5,7340.3,417.58
1607.1,3,8.6,7355.8,449.4
1920.5,3,39.7,11346.5,594.12
1982.7,3,30.4,9608.1,576.07
1450.0,2,23.6,5534.4,391.13
2057.5,3,27.1,12378.9,645.28
1285.9,2,11.2,7369.1,419.65
2208.5,3,7.4,5726.9,531.79
2042.4,3,19.1,12150.0,638.82
600.0,2,12.3,2359.9,210.78
1509.8,3,19.3,4048.9,366.7
1264.7,2,33.2,2876.6,272.15
1234.5,1,9.7,4226.7,334.58
2183.8,3,13.6,10443.6,593.75
1013.4,3,15.8,2569.7,277.98
1700.7,2,23.2,9138.0,429.12
1458.8,3,42.4,6730.2,410.96
2993.8,4,43.0,11169.7,720.77
955.5,2,31.0,3449.7,260.19
2744.6,5,30.1,13620.9,754.02
1805.0,3,25.9,5194.3,456.97
1734.8,3,26.0,3947.8,379.56
1306.5,3,15.3,4097.0,324.46
600.0,1,7.9,1500.0,196.23
1363.3,3,34.4,7215.2,394.45
1600.1,3,5.4,3671.9,396.27
1110.8,3,48.3,4396.5,288.19
775.3,1,19.6,4645.4,265.03
2567.2,4,20.5,11916.3,728.32
1669.8,2,48.9,9255.1,470.68
2359.7,3,8.3,10982.7,628.76
743.8,2,38.5,4250.7,237.59
2433.0,3,18.5,12623.0,673.21
2070.5,3,17.5,12408.1,654.02
2599.4,4,21.8,16520.7,772.61
1954.8,3,17.0,3920.6,470.53
2195.7,4,13.6,6215.6,540.14
1526.6,3,34.7,7128.2,393.65
1845.5,4,11.4,7828.6,513.75
1435.4,4,12.2,6326.2,428.78
2605.5,4,14.6,6964.3,609.63
2327.4,4,30.0,7055.3,586.23
2096.6,2,18.8,11779.7,590.03
1245.0,2,12.8,2480.9,312.17
1229.1,3,20.1,5683.9,361.06
1389.7,2,24.2,5853.0,389.3
2792.1,5,17.3,6944.3,637.81
2807.1,5,31.4,15434.9,838.92
1657.3,3,4.6,4882.6,412.4
1658.9,3,27.3,9125.1,478.04
1469.8,3,57.3,7232.4,406.06
3033.1,4,14.2,16538.4,861.72
2831.5,4,11.9,7497.6,646.62
2257.2,4,24.1,7563.2,573.01
1208.8,2,24.3,4138.8,310.33
2319.5,3,40.6,10379.9,643.64
3886.9,6,28.7,19728.5,1088.33
1659.6,3,7.2,6317.7,458.95
2468.8,4,10.6,12902.0,700.57
2689.5,4,5.9,5659.9,583.3
2540.5,4,35.8,7268.5,568.28
3082.2,5,22.2,7131.3,704.48
1732.9,3,21.4,8391.5,492.0
706.2,1,14.0,2598.4,195.84
3121.0,5,11.5,19441.4,987.91
1727.6,3,32.1,9336.5,496.17
1453.7,3,29.8,3483.7,375.81
1049.3,2,15.4,3637.6,287.64
600.0,1,7.1,2984.7,172.81
1241.2,2,14.2,4601.4,380.68
1825.9,3,33.4,11438.8,577.92
1325.7,2,7.0,4073.5,351.61
1587.7,2,43.4,8708.2,431.61
2246.8,4,29.0,9714.9,622.55
2241.2,3,18.2,12328.0,664.93
1866.5,2,77.0,5261.5,398.52
2654.2,3,9.2,12831.2,744.0
2599.3,4,21.6,9471.9,663.9
1733.3,3,58.3,7487.6,462.48
1888.9,3,12.8,10251.2,586.75
2243.1,3,21.7,12308.5,642.79
1962.6,4,39.6,9169.0,547.24
2231.5,4,17.2,5916.3,531.53
2657.4,5,29.9,10106.3,679.64
2455.1,2,24.3,12282.1,687.61
1490.2,3,7.1,3478.8,381.48
3180.0,5,11.0,20000.0,978.27
2765.7,3,17.5,14349.7,792.3
2463.7,3,20.0,13526.0,725.7
977.1,2,33.4,5359.6,300.16
1463.3,2,10.1,4078.2,361.39
2240.6,3,34.8,10522.4,599.11
2291.5,3,17.4,9855.8,591.36
975.8,1,12.5,3644.2,255.14
2557.3,4,7.2,9162.7,653.5
1870.0,3,53.6,5026.3,449.62
1401.6,3,3.3,6089.7,432.36
1365.1,2,2.0,4330.5,315.1
1643.9,3,21.8,9012.5,477.27
1287.5,2,12.7,2539.6,250.29
2470.5,4,6.0,15877.3,810.26
1443.1,3,7.1,3638.9,356.94
2066.0,4,14.9,3967.8,468.51
2813.3,5,30.7,7741.9,665.91
904.1,2,41.8,4517.3,263.46
646.9,3,17.7,2648.1,214.76
2828.1,4,9.5,10699.5,752.45
2260.5,3,45.9,12250.9,625.96
1261.1,4,13.4,5021.2,387.16
2457.1,3,14.0,4736.7,518.5
2232.6,3,14.0,7735.3,565.48
786.1,1,20.5,4222.2,226.6
1526.5,2,16.9,7528.8,438.99
2212.0,3,57.4,6104.3,471.33
1196.0,3,7.1,7241.8,412.68
2202.0,3,21.8,11505.7,630.59
960.9,2,18.8,4261.3,287.08
2135.7,4,2.2,6975.2,540.66
799.1,2,17.3,4377.3,269.55
1483.4,2,54.0,4496.8,295.8
1683.3,4,48.6,10449.4,522.87
1857.1,3,21.7,11897.9,604.96
1220.3,2,15.7,6606.4,378.22
2087.3,3,25.8,7650.6,549.03
1599.0,3,38.7,8807.5,480.35
2307.7,4,31.4,6703.8,559.32
2131.9,4,19.4,13259.2,667.84
2392.9,5,17.9,15322.2,750.35
1535.9,2,24.5,6051.6,381.41
1851.3,3,29.0,3696.1,398.58
2757.9,3,23.2,17023.7,835.09
600.0,2,65.0,3494.5,176.94
600.0,1,13.6,3510.7,189.42
1205.0,3,82.0,5952.0,318.76
1526.5,2,22.8,2879.0,340.51
1336.2,3,46.2,4745.5,342.59
1997.3,3,28.3,9591.4,550.47
1907.4,3,11.2,7848.8,552.55
1332.8,3,18.9,2803.7,316.98
1970.0,2,23.6,4290.5,437.36
1927.7,3,38.4,9800.2,538.71
1347.0,3,26.0,2702.9,276.2
2413.5,3,29.7,5129.6,514.27
1781.6,3,68.9,8239.8,461.28
1966.0,4,30.2,11993.4,616.74
2938.3,5,31.7,14345.6,795.41
2343.5,4,31.1,6514.8,547.87
1613.3,3,27.9,7821.4,464.67
2344.7,3,20.9,4828.6,514.23
2414.6,5,52.0,11491.8,645.45
1212.9,2,9.0,4446.0,313.13
983.7,2,10.5,6291.8,317.16
1503.5,3,10.2,6844.2,431.9
1941.8,3,15.6,3749.6,442.11
2153.3,3,16.1,9886.1,597.42
1302.6,3,13.4,5187.8,382.16
2085.8,4,21.8,3791.6,493.42
1599.7,3,13.6,3069.0,343.54
1927.9,3,28.3,8449.5,503.21
3331.1,5,43.6,14195.4,839.98
1697.1,3,18.0,9555.9,514.81
3290.3,5,35.4,18586.2,947.16
2142.8,3,9.6,12020.3,621.9
2858.0,4,65.9,7117.9,577.68
1989.0,4,38.4,6369.7,474.65
2027.1,3,7.4,8607.8,538.65
1338.4,2,49.7,8692.9,398.21
2679.4,5,17.0,5738.3,588.33
2231.7,3,15.7,8038.1,552.54
1771.0,4,21.8,7386.1,478.04
2120.3,3,12.8,11585.8,604.16
2384.9,4,9.7,8527.0,626.74
2169.9,3,22.6,9544.6,574.04
1413.1,2,36.5,5060.5,333.51
1244.8,2,22.0,3831.5,305.63
2304.9,3,10.2,6061.6,546.77
1372.0,3,24.9,7156.3,416.42
2374.3,4,6.8,12977.8,678.96
1290.3,2,10.5,5170.5,407.15
2663.3,4,7.6,12115.7,733.78
1736.5,3,7.9,10459.9,537.47
2705.1,4,21.2,14654.4,779.54
3184.9,4,31.0,19786.1,934.2
1283.2,2,13.3,5773.3,384.12
2574.2,3,5.2,11165.0,680.18
2317.4,4,9.8,11205.9,683.13
1867.3,3,23.9,9259.3,496.65
1891.3,4,29.8,11170.6,583.32
1505.9,4,15.8,5975.4,451.82
1697.1,2,10.7,8586.2,500.88
1966.8,3,2.7,6437.0,517.61
972.2,2,6.4,3832.9,271.36
964.9,2,27.9,2906.7,231.67
1616.0,3,8.4,4548.4,400.2
2747.8,5,3.7,14427.0,809.48
2780.9,5,36.1,15019.7,811.88
1933.4,4,26.8,12461.8,599.98
2264.5,4,47.3,10208.2,574.42
600.0,2,3.5,2737.7,221.19
1823.7,3,17.9,5460.4,462.26
1697.6,3,71.2,6811.2,408.5
1577.3,2,7.8,3652.4,332.91
1744.5,3,7.2,10906.9,576.41
1344.8,4,38.8,8439.1,441.99
1990.8,4,20.7,3963.0,472.78
2712.7,3,84.0,12291.2,671.62
2342.1,3,7.7,8851.6,612.0
2483.3,4,60.7,7997.8,593.46
1704.7,2,10.4,6240.0,422.82
2189.8,3,41.9,5198.7,477.25
2230.7,3,9.2,7200.5,518.56
2039.9,4,35.2,10825.3,607.53
1556.9,3,8.3,8204.4,488.67
1557.8,2,0.8,4850.0,420.93
1136.9,3,24.7,2271.8,258.57
2598.6,5,12.6,10825.6,693.08
2253.0,3,18.9,4616.0,480.74
1638.4,3,11.7,5653.2,449.29
2974.1,4,19.4,6138.7,627.79
1798.0,3,18.5,7385.4,477.1
2105.1,4,39.8,8320.6,573.97
1571.3,3,14.7,6938.1,410.7
2024.8,3,11.3,12890.4,653.14
2303.6,3,26.9,12056.9,642.08
1266.7,3,10.6,2453.6,304.15
2328.6,5,17.9,9637.0,667.66
1996.5,3,37.0,11002.6,550.34
2189.9,4,27.7,9089.0,576.16
2308.5,4,4.1,14149.8,719.49
1971.5,2,29.9,6418.8,499.66
1786.7,3,53.9,11262.7,525.89
2325.0,3,23.5,7106.8,576.86
1509.6,3,26.6,9185.7,476.37
2986.2,5,14.1,10257.1,763.95
1569.7,2,33.4,6438.4,383.91
2030.7,3,43.7,10536.5,559.34
2550.2,4,9.8,9202.3,625.24
2352.7,3,22.2,5900.9,527.15
1533.3,3,33.0,9323.7,486.17
2384.0,4,17.7,12775.5,668.45
1863.9,3,4.0,10705.4,561.02
1708.9,3,25.5,7903.3,478.75
2534.1,4,19.7,7153.7,600.86
1573.1,2,18.7,8702.0,487.85
1526.9,3,14.3,9902.6,475.96
2060.9,2,11.8,7247.5,542.99
2532.0,4,10.5,8737.6,653.76
3013.5,4,17.8,15102.7,870.41
1895.2,3,39.3,7972.4,510.93
2867.5,4,11.2,10447.1,730.65
2144.0,3,25.1,9787.5,566.08
2219.5,5,5.8,11940.4,674.26
1877.6,3,9.0,4018.3,404.71
1348.2,3,18.8,3470.7,331.94
1443.9,3,12.0,6433.0,409.83
1862.3,4,32.8,10173.2,518.97
2643.4,4,17.2,12509.9,738.92
1279.1,2,21.0,6825.0,388.45
789.8,2,20.7,4330.2,250.75
2055.7,4,10.2,8632.7,603.48
1257.7,2,36.0,3221.3,322.74
1240.9,2,16.3,7995.0,391.84
1902.7,3,39.2,6781.0,448.21
1283.7,2,39.7,8091.9,398.78
1751.6,2,4.8,3407.1,369.91
1040.6,2,32.2,6762.7,333.11
1901.3,4,8.5,5708.0,481.18
2522.6,4,2.6,9893.1,673.08
2198.7,4,39.1,4243.8,485.37
1236.2,2,3.6,3953.1,314.36
1094.6,2,10.1,5704.8,366.18
1780.9,3,17.3,8419.1,517.35
1729.2,2,58.9,5444.0,393.74
2264.1,3,61.5,4373.1,499.75
2339.8,2,32.9,14388.4,709.72
2638.2,5,48.5,14176.6,774.44
1373.6,3,33.4,5614.9,401.6
2126.7,4,21.8,5234.0,515.83
1582.2,3,30.1,5904.8,395.63
1516.7,3,4.8,9239.3,467.15
1660.1,3,38.0,4964.2,383.11
3812.0,6,58.3,10793.3,852.14
1092.1,2,17.2,6212.7,343.25
2259.2,4,28.7,14220.9,690.67
2747.5,3,36.0,13365.5,762.93
794.2,1,17.4,4385.7,222.8
2518.0,4,15.0,4926.7,555.67
2340.2,4,51.5,7391.5,536.76
1972.8,3,16.8,6993.9,497.32
2138.5,4,22.5,4501.4,502.17
2357.8,4,40.2,8466.0,599.84
1963.8,3,4.4,12517.5,634.1
2569.3,3,31.0,7379.9,572.64
1215.2,2,12.7,4303.6,311.33
2516.0,3,24.6,11666.7,679.19
2043.4,4,38.0,7935.5,558.72
2216.6,3,8.9,9736.2,611.75
3313.1,5,13.9,8732.3,767.84
1762.9,3,25.9,10434.6,545.96
1232.0,3,25.0,2449.2,291.26
1204.5,3,7.9,7658.5,427.3
1445.9,2,15.4,9347.5,446.16
1146.2,2,22.3,6726.3,347.9
1239.5,2,34.0,4660.4,334.14
3024.6,4,12.8,7793.2,702.63
2597.3,4,9.3,9573.7,665.59
1503.6,4,66.9,3145.0,351.88
2039.2,4,16.1,11558.4,611.96
1551.7,2,19.3,3651.4,363.41
2881.3,3,19.8,10365.5,723.81
2052.7,3,14.3,12267.4,635.56
2149.2,4,33.8,5751.5,524.11
1262.9,2,23.4,4898.5,330.56
2556.6,4,43.8,12443.9,704.63
1708.6,3,39.6,8066.6,483.07
1844.8,4,15.7,7913.5,505.97
1094.2,2,31.9,4761.6,311.83
3196.9,5,50.3,9945.6,745.71
1872.5,3,51.4,5719.7,446.03
2451.8,4,74.1,8683.9,585.22
1557.0,3,18.9,8379.4,472.7
1560.1,3,11.5,8749.9,480.06
2055.9,3,26.1,10728.0,586.67
3022.4,3,47.0,19501.7,907.8
1214.3,3,34.4,2956.9,286.0
2378.3,3,4.2,4623.8,533.81
806.7,2,6.3,1580.3,201.66
1287.6,2,35.1,4123.1,303.1
1015.3,2,10.6,2701.1,290.96
1652.4,3,17.1,3247.5,351.56
1372.6,2,52.2,4335.1,317.75
1444.3,2,79.8,8112.0,391.17
600.0,1,41.4,3875.4,170.1
1912.8,3,4.3,10201.0,578.52
1904.6,3,37.7,4206.6,406.29
2047.1,4,14.1,12378.4,661.99
2653.6,4,19.0,6574.2,590.47
1053.7,2,15.4,5944.8,343.78
600.0,2,27.2,3845.9,179.97
1845.3,3,26.9,8193.2,491.66
1617.4,3,33.9,9445.3,473.56
1383.6,2,11.5,4393.1,379.21
1229.3,3,3.0,5534.5,403.19
1775.9,4,13.0,7520.4,506.14
1301.0,3,20.3,4347.3,360.45
868.4,2,7.0,4462.5,275.72
1600.8,3,31.3,4587.1,375.08
889.4,2,62.4,2288.7,181.12
2164.9,4,30.4,8643.7,547.21
2267.9,4,10.0,10292.3,656.1
2676.1,4,52.4,15137.5,734.94
2052.2,4,4.8,6504.9,550.24
2044.9,3,17.6,7344.7,537.64
2186.6,4,20.9,5134.1,477.37
2462.6,5,19.8,10726.8,685.52
1829.1,2,25.6,5818.1,439.06
1727.4,3,36.5,6873.8,483.68
1389.3,3,20.0,4327.3,346.79
1918.7,3,29.6,9610.4,532.76
2429.3,4,22.0,8682.9,598.47
743.5,1,59.2,4197.8,192.8
2554.8,4,39.7,15843.2,804.99
2078.0,2,35.0,13473.2,662.75
3738.2,6,12.1,18566.6,1060.8
681.3,1,12.1,2931.7,182.41
2210.3,4,44.7,12163.9,620.77
2146.5,3,20.5,11948.9,620.65
2720.9,4,26.2,13305.5,733.02
1942.6,3,6.7,6391.3,459.58
676.7,1,49.8,1840.1,161.48
2724.0,4,30.2,13163.9,761.25
1270.0,3,23.2,3918.7,326.44
600.0,1,81.1,1837.2,100.35
1745.9,4,35.7,10407.2,523.33
2003.7,3,6.6,8644.3,554.79
2077.1,2,25.4,7121.1,493.07
1697.9,3,25.8,10767.6,526.39
1484.3,3,3.7,5437.1,400.74
2586.4,4,28.7,13034.8,754.15
3082.5,4,53.8,13060.2,776.79
2465.1,3,60.3,9077.5,568.82
1552.2,2,47.7,4166.1,349.06
1189.5,2,9.3,6580.1,383.51
1195.6,2,32.2,4868.9,317.29
2602.9,4,37.2,13456.4,707.91
2325.7,3,19.9,5214.9,547.0
1995.9,3,7.0,3908.9,414.6
1130.8,2,28.6,2729.8,238.57
2252.8,3,7.7,4415.3,497.41
2123.8,3,33.9,9567.1,544.42
1682.5,2,18.1,5028.1,418.17
903.0,2,9.4,3043.0,234.04
2881.1,5,30.2,5370.5,607.05
2076.2,3,19.1,6752.3,495.89
1438.4,3,30.6,5217.3,409.91
1980.2,2,12.9,8223.6,535.74
1890.8,3,22.2,10193.8,549.78
600.0,1,26.3,2490.3,159.65
600.0,2,28.2,1527.8,174.42
2096.9,3,3.4,7537.1,543.1
2656.4,4,3.5,10625.7,697.69
2133.2,3,15.1,7615.2,530.8
755.4,2,6.6,3380.3,240.48
1783.3,4,13.8,11049.1,591.48
2185.6,3,16.8,6336.8,530.62
1492.4,2,20.0,6977.3,446.17
1342.6,2,22.8,5382.0,372.7
2761.9,4,7.6,17788.9,868.16
1442.0,3,6.0,7052.1,448.68
1652.2,3,4.5,9276.1,514.79
1842.7,3,14.2,5162.6,482.46
1087.8,2,19.1,4247.3,280.94
1758.7,4,28.0,8341.3,515.72
2348.3,3,16.1,9556.5,644.73
1738.5,2,36.0,7943.3,477.63
1310.7,3,12.6,7270.2,443.16
2682.7,4,36.8,14078.9,769.36
2424.7,4,12.9,6901.5,601.22
600.0,2,21.8,2686.5,189.3
2748.9,3,89.0,16369.8,797.75
1625.9,3,35.2,8002.9,432.03
1034.2,3,12.0,2312.7,239.95
1514.6,3,19.9,9732.3,497.97
988.5,1,20.2,4781.0,300.57
2323.0,3,18.8,4412.5,517.84
2324.1,4,14.4,13283.5,667.09
2010.2,3,16.7,10088.4,563.06
1633.2,3,18.5,4439.6,380.83
2839.1,4,36.0,16103.8,798.73
2441.8,3,7.6,10578.7,658.15
2657.0,4,17.8,16775.5,801.91
940.7,2,3.6,4141.1,284.04
2433.6,4,34.9,11222.0,629.51
2051.1,4,36.1,5179.9,479.57
1746.5,3,25.0,6102.0,452.23
2454.5,4,28.3,10411.4,641.11
1883.7,2,9.6,10006.0,549.53
1658.5,3,33.0,6059.8,432.46
2770.7,4,27.4,12754.4,753.63
904.1,1,10.1,3759.1,273.35
1395.2,2,34.1,5848.9,374.93
2416.9,3,2.5,13210.5,704.21
1098.0,2,2.1,3072.5,276.3
2100.9,3,16.5,9235.9,553.74
1622.7,3,20.6,4769.3,404.18
2038.3,3,35.5,7982.8,514.27
1629.7,2,26.7,10250.5,495.09
1851.9,3,7.1,11555.2,615.86
2386.9,4,26.8,6136.4,548.49
1357.2,3,40.2,6104.9,375.16
3145.6,4,49.1,10322.1,722.62
1554.2,2,17.3,6149.7,396.91
2063.1,4,24.1,3883.6,467.95
1744.7,3,11.8,8609.6,507.37
1972.7,4,3.7,6166.4,477.6
673.1,2,5.0,2866.0,219.89
1778.9,2,24.7,4348.3,403.63
2336.3,4,21.1,13440.8,702.85
2043.9,3,10.5,6877.1,508.2
2951.6,5,26.3,6938.2,667.27
2334.6,3,10.7,8526.7,584.68
1875.2,3,12.2,6503.6,471.67
1593.0,3,3.9,5178.5,440.18
2828.9,5,37.6,14141.6,791.77
1403.5,3,18.6,3653.6,339.92
1813.6,3,14.3,5589.3,455.48
1762.7,2,21.1,6035.8,417.27
2413.3,3,21.1,5428.5,537.77
1935.8,3,7.4,5151.6,477.81
1381.8,2,34.6,7707.8,411.13
1616.6,3,10.7,7514.0,458.82
2241.0,3,35.9,4216.0,437.01
2590.9,4,42.2,6681.3,549.93
2563.1,4,14.9,5286.6,583.83
2461.9,4,25.9,14123.6,711.2
1748.6,3,13.9,6553.8,474.55
1880.5,3,9.6,5264.9,467.26
1737.2,3,46.8,7268.8,465.81
2528.0,4,8.8,13446.9,760.19
2803.7,5,42.0,14019.9,793.37
2557.7,3,14.3,14033.3,743.48
1182.1,3,10.1,3164.6,307.21
2147.5,3,41.9,5039.0,463.1
1114.6,3,10.8,2955.3,312.04
1828.1,3,13.4,7841.0,533.05
1269.4,3,48.7,7098.7,387.36
3935.5,6,50.5,20000.0,1066.05
2577.8,4,10.3,14005.5,762.85
1352.2,2,30.3,5704.8,374.47
2776.0,4,27.5,13637.1,774.74
2935.6,4,21.6,16671.8,816.68
3250.0,5,8.1,18556.3,992.28
1610.0,3,14.0,5507.3,421.17
3407.4,3,19.6,11632.4,812.42
2046.3,3,17.4,10896.4,605.66
1241.5,4,51.3,3893.0,337.51
1097.3,1,16.8,5740.9,344.51
2280.5,3,65.4,9113.3,561.79
1534.6,3,8.4,4019.9,397.26
1518.0,3,23.2,8053.2,454.93
2535.5,3,90.0,6929.3,542.6
2929.9,4,78.3,5542.4,563.33
1290.2,3,42.7,7579.5,386.67
1351.1,2,17.8,7541.7,390.38
2447.6,5,34.0,6427.0,569.15
2505.4,5,34.0,6353.0,577.18
1185.2,2,40.4,3663.4,302.66
1625.3,3,9.0,9760.4,541.41
1108.1,2,7.5,6250.2,354.77
2003.1,3,38.7,11867.4,612.89
3336.0,4,45.1,7729.3,713.17
1557.0,3,12.9,9422.3,485.9
1713.3,4,39.6,10235.5,537.43
3021.9,5,41.0,8301.5,694.99
3103.0,5,15.9,18179.9,919.36
2641.4,4,27.0,14511.2,745.12
2004.3,3,3.8,12432.7,629.79
2377.1,4,14.5,10150.2,654.0
2478.0,3,40.9,12998.4,691.19
2237.5,3,31.8,14231.6,710.28
3755.2,5,24.0,16237.5,995.19
2908.1,5,33.6,14028.0,778.93
2258.1,3,13.5,5349.7,521.79
1497.5,2,43.8,7458.2,417.77
2280.0,4,33.5,12581.9,653.72
2745.1,5,12.6,9700.6,727.17
3111.3,4,20.1,11902.4,794.97
2057.3,4,10.7,9053.2,552.68
1229.5,2,18.5,2516.0,282.75
2174.2,4,31.9,4125.0,485.73
2956.2,5,22.4,17844.1,884.55
2332.3,4,40.8,13494.5,679.74
2133.8,4,5.8,6751.0,544.01
1263.4,2,10.0,4690.2,337.23
1393.1,3,28.4,8204.8,457.38
2285.6,4,29.0,7563.5,576.95
2570.8,5,3.2,6411.5,610.11
1230.1,2,7.9,6445.9,375.48
2045.6,4,31.4,6071.8,522.21
2081.1,3,17.5,5354.5,487.7
1486.4,2,27.1,7288.8,460.96
2254.0,3,29.5,13098.2,654.53
1952.1,3,11.1,7778.9,536.14
1774.7,3,15.2,4844.7,436.35
1570.1,3,44.9,7062.0,430.57
1461.4,2,38.9,4236.6,344.2
983.1,3,7.7,3473.3,284.36
919.8,2,32.7,3378.0,258.25
643.2,2,46.6,3938.5,182.49
2202.1,4,45.0,6333.6,498.38
1767.7,2,12.2,7399.3,483.21
1199.3,2,9.2,3318.3,315.05
1399.8,3,12.4,7192.1,435.08
846.0,1,8.9,3923.1,238.93
1922.4,2,7.7,8728.1,526.37
1647.8,2,4.0,5230.4,406.28
1369.5,3,26.1,4720.1,331.22
2177.5,3,51.5,7127.2,541.97
1548.4,3,9.0,5758.9,443.35
1297.1,2,31.6,8348.7,418.02
600.0,1,18.5,3823.4,210.44
1297.2,2,15.1,5162.1,338.48
3136.1,4,4.3,8878.5,731.04
1712.4,3,34.9,9662.3,503.07
2334.4,3,74.5,14384.6,652.5
1159.9,1,32.5,6879.7,354.79
2190.2,3,39.8,14023.3,654.89
2608.0,4,9.1,5930.0,592.18
1506.1,2,16.0,6364.9,434.08
1777.5,2,12.0,5905.0,436.29
823.3,2,54.0,3413.5,217.63
2672.1,4,6.5,6968.4,661.61
2517.2,4,31.2,8698.9,631.96
1329.6,2,11.0,4945.4,375.47
2632.4,5,3.5,8524.7,662.59
2559.0,3,10.5,7848.2,587.92
1306.5,2,2.2,7743.8,412.95
1596.4,3,13.3,7218.7,475.32
1591.8,1,58.7,5160.0,339.87
2576.7,5,8.9,11158.5,734.56
2654.5,3,10.0,12354.5,725.71
3448.3,6,10.6,20000.0,1048.08
1856.1,3,30.4,3787.2,383.2
2444.2,4,19.9,6868.6,566.79
2054.1,3,24.8,11061.0,603.62
1920.5,3,74.8,8316.7,501.43
1716.5,3,16.5,10791.6,535.93
2353.6,3,14.3,5510.6,541.58
2168.6,4,10.4,11814.7,653.09
1563.3,4,48.1,4194.7,382.64
2673.9,5,17.6,5586.5,604.96
2673.1,4,37.9,13725.0,757.29
1483.1,2,13.2,6124.7,415.49
1643.6,3,49.9,9057.7,457.16
2002.0,3,66.0,4983.4,404.51
3191.9,4,16.4,18294.4,931.42
890.0,2,13.6,2355.2,248.72
1691.3,3,29.8,4943.7,403.97
1246.1,3,3.1,6070.0,435.4
2471.1,4,3.6,13212.6,735.13
2380.9,4,21.9,11928.4,650.72
2861.0,4,10.5,7271.3,664.06
2073.1,4,26.5,12322.5,628.19
1150.3,2,31.2,2317.0,230.95
1250.5,2,7.4,7921.3,413.56
2490.1,4,15.1,8076.4,682.75
2740.1,4,17.1,5324.4,585.28
1799.5,3,17.6,8570.6,532.52
2226.8,4,7.6,12803.2,658.57
1315.6,2,21.5,8220.2,417.56
2162.5,4,41.1,7022.9,541.84
1863.3,3,16.1,9559.2,521.06
600.0,1,13.4,1552.0,165.28
1137.1,3,9.0,7359.9,412.06
1218.7,3,59.0,5812.2,352.71
850.8,2,18.3,2352.9,215.36
1081.5,2,19.7,4328.2,279.73
1573.9,2,18.6,6690.9,454.77
3113.7,5,59.7,14859.8,808.12
905.7,2,41.3,2698.2,226.41
850.0,2,20.9,4355.3,258.0
1400.3,2,10.7,2832.0,298.88
2864.5,5,26.0,13730.4,821.58
1938.4,3,24.3,8361.2,544.21
690.7,2,9.7,1500.0,176.13
2327.7,4,48.0,4230.3,496.11
3094.7,5,6.2,10229.8,774.63
2098.1,5,12.3,8411.0,571.64
2295.7,4,51.3,12886.6,663.63
2379.5,4,32.7,11036.5,629.26
1908.5,3,26.2,9894.4,531.59
2580.0,3,16.8,13376.0,727.28
1415.8,2,34.0,8893.0,421.16
1990.0,3,7.8,7195.6,482.66
2007.9,4,88.3,4009.9,420.63
