session_id,region,plan,satisfaction,temp_c,latency_ms,page_views,session_minutes,bytes_sent_kb,converted
NM-011674,us-east,enterprise,3,16.33,37.7,10,9.87,580.2,1
NM-011675,ap-south,free,3,20.95,59.5,5,14.04,899.58,0
NM-011676,eu-west,free,3,21.29,1695.7,12,7.29,572.18,0
NM-011677,us-east,basic,4,21.09,91.8,4,14.25,700.19,0
NM-011678,us-east,pro,5,19.27,45.6,8,9.94,762.7,1
NM-011679,eu-west,basic,3,23.04,81.8,6,4.66,388.67,0
NM-011680,eu-west,basic,2,20.52,156.4,7,11.12,716.46,0
NM-011681,us-east,free,5,17.36,54.4,9,7.13,112.39,0
NM-011682,ap-south,pro,2,22.56,45.6,7,23.79,1338.09,0
NM-011683,eu-west,free,5,23.8,64.4,5,8.58,435.76,0
NM-011684,us-east,enterprise,3,22.49,56.9,5,14.91,840.56,0
NM-011685,ap-south,free,4,21.84,80.1,7,21.08,867.19,0
NM-011686,ap-south,free,4,20.12,92.9,9,21.37,778.88,0
NM-011687,us-east,basic,4,20.9,28.2,6,7.06,114.19,0
NM-011688,us-east,basic,4,18.77,56.0,9,27.18,1340.3,0
NM-011689,ap-south,free,3,23.64,27.8,16,20.28,1203.14,0
NM-011690,ap-south,basic,4,19.55,43.5,6,9.15,372.57,0
NM-011691,sa-east,basic,3,20.98,118.1,14,2.59,181.94,0
NM-011692,us-east,free,4,20.32,125.3,11,25.68,1024.24,0
NM-011693,sa-east,pro,2,22.75,130.4,11,11.74,1079.31,0
NM-011694,ap-south,free,4,21.13,47.3,6,6.95,327.99,0
NM-011695,us-east,free,4,20.94,41.2,5,3.4,0.0,0
NM-011696,us-east,basic,4,18.71,76.7,7,12.85,429.99,0
NM-011697,us-east,free,5,21.85,41.9,7,14.61,996.51,0
NM-011698,us-east,basic,1,20.06,128.3,9,5.52,591.25,0
NM-011699,ap-south,basic,3,23.36,88.8,10,19.95,604.34,0
NM-011700,sa-east,pro,2,20.79,46.0,6,15.42,223.14,0
NM-011701,us-east,basic,4,20.45,135.3,4,14.77,1108.81,0
NM-011702,us-west,free,4,24.41,74.6,10,2.0,0.0,0
NM-011703,eu-west,pro,5,18.94,79.7,4,11.5,808.57,0
NM-011704,us-east,enterprise,5,21.02,61.3,11,34.27,1663.26,0
NM-011705,eu-west,basic,3,17.16,105.3,6,7.64,226.78,0
NM-011706,us-west,basic,1,18.18,82.9,8,11.01,784.93,0
NM-011707,ap-south,basic,4,19.76,45.6,7,18.66,1025.64,0
NM-011708,eu-west,free,4,21.96,59.1,5,10.39,320.95,0
NM-011709,ap-south,basic,3,18.25,44.5,5,16.61,672.2,0
NM-011710,us-west,free,4,20.75,27.6,5,9.45,537.15,0
NM-011711,sa-east,free,4,20.72,50.6,4,10.23,560.74,0
NM-011712,eu-west,pro,3,20.61,79.3,7,6.81,39.08,0
NM-011713,ap-south,basic,2,20.46,62.8,6,3.35,19.46,0
NM-011714,us-east,free,4,19.24,11.8,8,13.14,388.73,0
NM-011715,us-west,pro,4,22.01,71.1,6,6.18,0.0,0
NM-011716,us-west,pro,3,23.97,103.9,8,9.08,495.62,0
NM-011717,us-west,free,2,21.75,130.0,6,4.92,405.67,0
NM-011718,us-west,basic,4,17.65,33.3,9,6.5,280.77,1
NM-011719,ap-south,free,5,18.5,58.2,8,21.15,1137.18,0
NM-011720,eu-west,free,2,20.83,33.9,7,21.76,494.59,0
NM-011721,ap-south,free,4,20.66,65.3,5,10.19,1006.66,0
NM-011722,eu-west,pro,5,21.11,153.9,6,10.49,538.94,0
NM-011723,us-east,basic,3,19.58,66.7,5,4.0,0.0,0
NM-011724,sa-east,free,5,23.96,60.3,4,3.89,0.0,0
NM-011725,ap-south,basic,5,20.64,70.6,10,13.53,514.67,0
NM-011726,sa-east,pro,4,17.08,55.7,5,8.19,25.23,0
NM-011727,ap-south,enterprise,5,22.14,124.7,8,7.85,391.22,0
NM-011728,us-west,free,4,20.44,124.8,6,6.82,317.92,0
NM-011729,eu-west,basic,4,22.44,101.1,9,21.18,926.81,0
NM-011730,us-west,free,3,21.4,92.9,5,15.93,776.78,0
NM-011731,eu-west,basic,5,20.1,62.5,8,17.25,809.03,0
NM-011732,eu-west,free,2,21.28,25.6,4,29.76,1501.21,0
NM-011733,eu-west,free,4,24.37,62.3,8,15.25,748.19,0
NM-011734,us-east,basic,2,22.07,81.5,10,11.56,300.86,0
NM-011735,us-west,free,3,20.4,62.4,7,15.31,736.86,0
NM-011736,eu-west,free,4,21.75,30.0,9,2.93,0.0,0
NM-011737,eu-west,free,4,23.16,63.1,7,16.65,1401.14,1
NM-011738,ap-south,pro,2,23.87,36.6,8,21.89,901.03,0
NM-011739,eu-west,enterprise,5,23.09,89.6,10,4.07,0.0,0
NM-011740,ap-south,basic,4,18.33,64.6,6,6.15,763.12,0
NM-011741,us-east,free,1,21.84,24.7,6,22.75,1172.39,0
NM-011742,us-east,basic,4,23.03,81.3,9,11.73,543.21,0
NM-011743,sa-east,pro,3,19.16,44.3,7,10.33,426.08,0
NM-011744,us-west,free,4,20.79,64.6,5,18.54,959.92,0
NM-011745,ap-south,free,5,21.99,30.9,9,28.38,1289.11,0
NM-011746,us-east,pro,4,22.3,47.9,10,8.03,447.01,0
NM-011747,us-east,free,5,21.82,107.0,12,3.34,828.49,0
NM-011748,us-west,free,3,21.36,52.8,10,12.59,310.16,0
NM-011749,ap-south,pro,1,22.44,80.4,5,3.97,475.94,0
NM-011750,us-west,free,4,20.01,61.1,10,45.01,2117.9,0
NM-011751,us-west,free,4,20.12,67.8,10,10.2,0.0,0
NM-011752,us-east,pro,4,20.32,96.2,6,23.75,1210.7,0
NM-011753,us-west,free,3,20.35,43.2,5,8.94,348.9,0
NM-011754,us-west,free,4,23.31,60.3,9,9.8,759.12,0
NM-011755,ap-south,basic,5,19.63,186.8,9,5.91,450.26,0
NM-011756,us-east,free,3,19.71,30.6,5,22.17,1117.36,0
NM-011757,us-east,pro,4,18.4,133.8,5,5.12,100.72,0
NM-011758,us-east,free,2,20.73,77.2,6,6.81,470.72,0
NM-011759,sa-east,pro,3,21.45,37.1,9,11.65,365.82,0
NM-011760,us-east,free,5,20.64,107.1,5,8.92,632.47,0
NM-011761,eu-west,basic,4,17.63,193.3,5,9.8,485.17,0
NM-011762,ap-south,pro,4,21.84,290.3,11,10.09,769.0,0
NM-011763,us-west,free,3,21.64,141.6,5,4.64,0.0,0
NM-011764,sa-east,free,3,19.54,86.8,4,9.84,778.71,0
NM-011765,us-west,pro,3,20.38,71.5,10,6.61,0.0,0
NM-011766,us-west,pro,4,21.95,62.3,7,7.19,605.27,0
NM-011767,ap-south,free,4,23.78,50.1,9,7.38,80.53,0
NM-011768,ap-south,free,3,16.82,46.8,8,4.33,334.55,0
NM-011769,us-west,free,4,21.0,79.6,5,11.2,915.92,0
NM-011770,us-west,basic,4,18.5,137.5,10,10.13,0.0,0
NM-011771,us-east,free,3,22.18,75.9,8,25.77,624.12,0
NM-011772,sa-east,basic,5,20.51,68.7,10,10.91,529.88,0
NM-011773,ap-south,free,2,20.18,100.9,8,13.29,155.11,0
NM-011774,us-west,basic,4,20.57,82.1,9,0.57,471.97,1
NM-011775,sa-east,free,5,20.2,86.8,6,5.56,370.45,0
NM-011776,us-west,basic,4,21.1,43.0,5,11.05,453.84,0
NM-011777,eu-west,free,1,22.6,1317.3,7,5.02,430.54,0
NM-011778,ap-south,basic,1,20.43,98.3,6,12.74,615.31,0
NM-011779,eu-west,free,5,18.96,58.5,5,10.02,351.4,0
NM-011780,ap-south,free,4,19.38,102.1,6,21.37,725.08,0
NM-011781,us-east,basic,4,20.67,142.8,7,12.92,398.8,0
NM-011782,eu-west,free,5,24.32,54.7,8,10.39,653.58,0
NM-011783,us-west,basic,4,21.26,54.9,9,4.62,245.6,0
NM-011784,us-west,pro,2,23.84,96.4,6,11.08,510.56,1
NM-011785,us-east,free,4,21.72,102.8,7,13.08,1115.11,0
NM-011786,eu-west,free,3,19.01,67.8,5,21.47,1346.36,0
NM-011787,ap-south,pro,1,23.2,133.7,15,14.69,1068.21,0
NM-011788,us-east,pro,4,19.95,51.1,8,16.29,1082.9,0
NM-011789,eu-west,free,1,23.54,121.1,5,8.41,1134.86,0
NM-011790,eu-west,basic,2,22.65,67.4,9,5.71,665.81,0
NM-011791,eu-west,pro,5,22.78,95.1,9,2.79,631.48,0
NM-011792,us-east,free,4,24.1,95.1,8,6.74,484.61,0
NM-011793,eu-west,free,2,23.26,86.3,6,14.41,531.31,0
NM-011794,us-east,basic,3,22.31,98.6,7,1.99,297.4,0
NM-011795,eu-west,basic,3,19.99,145.8,6,12.73,420.62,0
NM-011796,us-east,free,3,22.31,70.8,4,8.14,614.37,0
NM-011797,us-east,free,2,23.95,64.9,7,7.85,382.82,1
NM-011798,eu-west,free,3,19.23,76.6,13,14.5,236.36,0
NM-011799,ap-south,pro,1,19.04,97.1,5,8.12,390.33,1
NM-011800,eu-west,basic,5,18.98,47.3,12,18.68,962.95,0
NM-011801,us-west,basic,1,19.81,24.9,7,8.94,156.75,0
NM-011802,eu-west,free,1,25.43,96.8,11,6.99,379.47,0
NM-011803,us-east,free,2,22.67,90.3,4,15.44,859.57,0
NM-011804,us-east,free,3,17.15,49.9,10,9.64,0.0,0
NM-011805,eu-west,free,3,21.93,48.0,7,17.5,983.91,0
NM-011806,us-west,basic,4,24.35,35.3,7,21.53,865.91,0
NM-011807,us-west,basic,4,21.9,95.5,4,23.65,431.52,0
NM-011808,us-east,pro,2,20.77,110.3,8,9.46,301.15,0
NM-011809,us-east,basic,3,20.8,144.7,4,4.49,147.11,0
NM-011810,us-east,pro,4,21.58,42.7,7,1.74,0.0,0
NM-011811,ap-south,free,4,20.57,85.1,4,11.05,389.51,0
NM-011812,eu-west,pro,3,18.83,93.4,7,6.06,439.92,0
NM-011813,sa-east,pro,5,24.73,25.1,6,8.27,229.42,1
NM-011814,us-east,free,3,20.65,171.9,4,28.53,1703.81,0
NM-011815,eu-west,free,4,16.82,156.2,14,7.61,535.5,0
NM-011816,us-east,basic,3,24.14,120.8,12,10.49,621.73,0
NM-011817,us-west,free,4,19.92,82.6,8,4.87,450.18,0
NM-011818,ap-south,basic,5,18.75,41.0,8,0.76,0.0,0
NM-011819,us-east,basic,4,20.01,38.2,5,11.09,510.08,0
NM-011820,ap-south,free,5,22.75,64.8,4,13.28,479.12,0
NM-011821,us-east,free,1,20.4,106.0,5,14.94,1190.13,0
NM-011822,eu-west,free,4,22.41,93.7,4,24.71,1746.65,0
NM-011823,ap-south,free,5,20.41,103.8,5,4.42,694.38,0
NM-011824,ap-south,free,4,19.7,85.7,5,8.42,46.57,0
NM-011825,sa-east,free,5,21.26,86.0,5,12.26,704.08,0
NM-011826,us-west,basic,4,21.37,125.3,8,2.4,0.0,0
NM-011827,eu-west,free,4,20.98,32.4,7,10.93,65.08,0
NM-011828,ap-south,free,3,20.27,66.9,6,19.16,856.13,0
NM-011829,ap-south,enterprise,3,18.61,81.0,8,4.81,238.54,0
NM-011830,eu-west,free,4,21.23,36.8,13,11.44,755.98,0
NM-011831,us-west,pro,4,20.47,48.2,6,8.78,144.25,0
NM-011832,eu-west,pro,3,22.28,24.7,4,13.65,571.42,0
NM-011833,us-west,pro,4,19.86,107.6,6,13.53,562.58,0
NM-011834,us-west,free,4,22.12,86.2,10,14.26,378.9,0
NM-011835,us-west,pro,4,19.84,61.7,6,9.88,635.05,0
NM-011836,us-east,basic,5,20.9,75.0,14,5.5,0.0,0
NM-011837,us-west,free,5,22.73,76.5,8,11.39,577.13,0
NM-011838,eu-west,basic,4,22.45,41.1,7,2.12,172.95,0
NM-011839,ap-south,free,4,19.87,53.7,10,14.74,1286.26,0
NM-011840,us-west,free,4,22.09,32.0,1,7.68,466.1,0
NM-011841,us-west,free,5,21.09,76.5,11,8.08,308.3,0
NM-011842,us-east,free,5,24.07,75.4,3,13.0,378.1,0
NM-011843,us-east,free,5,21.58,43.9,12,5.96,131.56,0
NM-011844,us-west,basic,3,24.91,54.4,9,12.49,1083.62,0
NM-011845,us-east,pro,4,20.17,78.7,14,8.34,741.42,0
NM-011846,ap-south,enterprise,1,20.66,120.0,8,4.38,0.0,0
NM-011847,eu-west,pro,5,21.77,117.7,7,3.95,120.56,0
NM-011848,eu-west,pro,5,19.75,71.3,5,3.22,0.0,0
NM-011849,us-west,free,5,19.51,53.2,5,11.68,384.51,0
NM-011850,ap-south,free,5,19.08,78.1,8,7.98,640.96,0
NM-011851,us-east,basic,4,18.61,116.6,10,9.93,476.52,0
NM-011852,us-east,basic,2,20.69,75.5,12,6.49,148.07,0
NM-011853,us-east,pro,4,20.72,75.9,13,10.91,584.74,0
NM-011854,us-east,free,4,22.2,96.5,4,7.89,470.07,0
NM-011855,us-east,enterprise,1,21.82,79.2,7,19.18,525.2,0
NM-011856,ap-south,pro,5,22.8,155.7,13,13.23,875.43,0
NM-011857,us-east,free,5,19.89,45.6,6,19.26,423.64,0
NM-011858,eu-west,basic,4,20.17,44.6,12,2.81,131.9,0
NM-011859,us-west,pro,5,21.81,142.2,6,7.33,431.43,0
NM-011860,us-east,pro,4,19.88,77.3,8,13.6,542.44,0
NM-011861,us-west,basic,5,21.19,18.4,4,25.96,974.76,0
NM-011862,us-east,free,3,16.32,69.7,3,8.56,401.12,0
NM-011863,ap-south,free,5,20.81,56.2,5,6.5,0.0,0
NM-011864,eu-west,free,4,20.03,142.1,2,17.08,660.56,0
NM-011865,ap-south,free,1,20.53,66.5,4,5.93,67.36,0
NM-011866,eu-west,free,3,22.92,105.9,4,11.43,672.63,0
NM-011867,us-east,pro,3,21.95,19.1,3,13.89,966.26,0
NM-011868,eu-west,basic,4,23.53,166.4,6,10.23,305.6,0
NM-011869,sa-east,free,4,23.0,47.6,8,21.82,288.35,0
NM-011870,us-east,free,4,20.19,81.7,8,15.37,448.77,0
NM-011871,eu-west,free,3,18.93,103.2,7,37.27,1859.38,0
NM-011872,us-east,free,2,17.81,126.6,14,9.25,373.43,0
NM-011873,us-east,free,5,20.46,99.6,9,9.54,931.83,0
NM-011874,us-east,free,2,23.56,76.3,11,12.63,574.33,0
NM-011875,eu-west,pro,5,23.22,39.5,7,10.93,605.14,0
NM-011876,ap-south,basic,2,20.68,56.9,7,13.37,1173.8,0
NM-011877,us-west,basic,5,17.32,49.3,8,10.53,728.06,1
NM-011878,us-east,pro,5,21.8,94.1,10,20.16,952.06,0
NM-011879,eu-west,free,3,21.43,63.4,15,5.49,177.12,0
NM-011880,us-west,free,4,22.75,35.3,9,16.43,679.07,0
NM-011881,us-east,basic,3,22.95,92.0,9,9.07,562.63,0
NM-011882,us-east,basic,1,22.92,70.2,6,20.03,534.8,1
NM-011883,ap-south,free,5,21.56,40.1,6,15.56,784.49,0
NM-011884,eu-west,free,3,23.03,71.3,10,3.22,379.83,0
NM-011885,us-east,free,4,18.02,48.7,5,13.26,339.39,0
NM-011886,us-east,free,4,20.4,81.9,6,3.19,496.44,0
NM-011887,us-west,free,3,23.17,58.5,6,1.62,379.06,0
NM-011888,sa-east,pro,5,21.12,60.2,9,22.5,1499.81,0
NM-011889,us-east,pro,4,21.25,51.3,11,2.66,186.44,1
NM-011890,us-east,free,4,22.51,28.9,6,7.03,144.37,0
NM-011891,us-east,free,2,20.03,40.8,8,37.84,1988.16,0
NM-011892,us-east,free,5,22.04,52.0,9,1.25,372.47,0
NM-011893,ap-south,free,5,21.23,26.6,7,12.31,401.79,1
NM-011894,us-east,basic,4,20.79,73.7,11,5.04,493.35,0
NM-011895,eu-west,free,4,20.7,123.4,7,6.9,277.44,0
NM-011896,sa-east,pro,4,20.78,63.5,8,9.57,269.21,1
NM-011897,ap-south,free,4,21.26,70.1,1,11.22,588.16,0
NM-011898,ap-south,pro,4,19.78,81.9,6,6.59,357.93,0
NM-011899,sa-east,basic,3,21.66,132.9,5,8.36,383.16,0
NM-011900,us-east,basic,4,20.17,41.6,11,17.31,968.78,0
NM-011901,us-east,basic,2,21.08,93.9,4,20.95,784.55,0
NM-011902,eu-west,basic,2,21.8,62.9,11,11.24,0.0,0
NM-011903,eu-west,free,4,19.73,162.8,6,6.63,405.92,0
NM-011904,us-west,pro,5,20.46,29.1,9,18.77,863.99,0
NM-011905,us-east,free,4,20.25,82.9,9,12.91,380.85,0
NM-011906,eu-west,basic,3,19.11,113.7,9,6.81,723.11,0
NM-011907,us-east,free,3,18.95,31.9,8,14.96,1120.39,0
NM-011908,eu-west,basic,4,21.12,38.4,14,12.12,552.11,1
NM-011909,ap-south,free,1,22.52,25.4,5,14.54,624.89,0
NM-011910,eu-west,free,1,19.28,35.5,3,20.53,1384.85,0
NM-011911,sa-east,basic,5,21.33,213.3,7,22.67,671.69,0
NM-011912,us-east,free,4,22.15,23.8,8,9.45,468.18,0
NM-011913,us-east,free,3,18.76,96.9,9,13.06,311.45,0
NM-011914,us-west,basic,5,20.36,267.4,7,2.7,265.49,0
NM-011915,eu-west,free,5,20.23,67.4,6,3.46,579.85,0
NM-011916,us-east,free,4,19.58,38.6,9,9.69,339.95,0
NM-011917,ap-south,free,5,18.91,57.8,5,11.56,861.69,0
NM-011918,ap-south,free,3,18.93,118.2,9,15.57,499.61,0
NM-011919,us-west,basic,5,19.33,55.6,11,12.76,437.29,1
NM-011920,us-east,basic,5,19.67,94.5,6,3.7,0.0,0
NM-011921,us-east,free,4,22.83,94.2,2,21.79,1288.97,0
NM-011922,ap-south,free,1,19.79,39.0,2,17.79,806.14,0
NM-011923,us-west,free,3,22.64,51.5,11,6.99,917.39,0
NM-011924,us-east,free,3,24.07,57.3,9,22.4,748.18,0
NM-011925,us-west,free,3,22.48,270.9,9,22.32,1051.6,1
NM-011926,us-east,free,5,23.4,105.7,5,15.16,1275.97,0
NM-011927,us-west,pro,3,23.39,69.4,8,8.9,461.61,0
NM-011928,ap-south,free,5,21.48,162.0,4,15.81,773.48,0
NM-011929,us-west,free,4,19.51,168.6,7,19.48,521.19,0
NM-011930,ap-south,basic,4,19.67,69.7,12,2.21,0.0,0
NM-011931,ap-south,free,4,19.92,132.5,7,7.4,282.28,0
NM-011932,ap-south,free,4,23.07,123.6,15,17.92,1028.99,1
NM-011933,us-west,free,5,21.93,51.0,6,16.18,246.3,0
NM-011934,us-east,free,5,19.96,76.8,9,23.75,1034.24,0
NM-011935,us-east,pro,4,19.71,73.1,6,18.02,696.78,0
NM-011936,eu-west,free,2,18.8,164.4,10,4.23,177.49,0
NM-011937,eu-west,pro,5,18.3,51.3,11,8.69,0.0,0
NM-011938,us-west,basic,5,22.93,89.2,6,6.34,29.0,0
NM-011939,us-east,free,4,19.66,110.5,8,21.01,467.42,0
NM-011940,us-west,pro,3,18.91,40.3,10,9.39,103.95,0
NM-011941,eu-west,free,2,19.85,59.0,6,11.68,1184.31,0
NM-011942,us-west,free,5,20.05,101.6,7,9.95,260.12,0
NM-011943,us-west,basic,4,21.99,51.1,2,13.91,718.73,1
NM-011944,us-east,free,4,19.04,34.1,3,37.51,1476.28,0
NM-011945,us-east,free,2,20.23,475.4,9,14.87,451.91,0
NM-011946,sa-east,basic,5,21.54,245.4,6,4.68,353.08,0
NM-011947,ap-south,basic,4,19.25,35.0,10,8.9,279.36,0
NM-011948,us-east,basic,3,20.45,131.7,9,32.83,1591.65,0
NM-011949,eu-west,basic,4,21.29,52.5,9,4.87,549.22,0
NM-011950,us-east,basic,5,21.88,24.4,4,12.4,0.0,1
NM-011951,eu-west,basic,5,18.61,93.2,8,19.53,1070.3,0
NM-011952,us-west,free,3,19.6,97.2,4,24.67,855.89,0
NM-011953,eu-west,free,4,20.85,86.9,5,16.52,672.89,0
NM-011954,us-west,free,2,21.64,54.3,7,10.32,0.0,0
NM-011955,sa-east,free,4,19.67,185.5,6,15.41,524.12,0
NM-011956,us-west,free,2,21.13,139.9,6,2.75,0.0,0
NM-011957,us-west,basic,3,20.06,45.4,11,1.33,0.0,0
NM-011958,eu-west,basic,2,22.45,79.3,11,5.87,500.58,0
NM-011959,ap-south,pro,3,23.09,79.2,8,42.96,1850.6,0
NM-011960,eu-west,free,3,19.81,133.9,9,1.22,265.3,0
NM-011961,us-east,free,3,20.54,162.2,13,9.32,344.93,0
NM-011962,ap-south,free,2,21.0,192.7,9,17.46,708.67,0
NM-011963,eu-west,free,5,20.99,69.6,13,14.89,863.43,0
NM-011964,eu-west,free,5,21.34,57.2,9,4.28,15.05,0
NM-011965,eu-west,pro,5,19.14,91.6,4,4.26,191.68,0
NM-011966,ap-south,free,5,21.39,29.8,8,7.4,337.06,0
NM-011967,us-east,basic,4,19.9,88.9,3,5.36,0.0,0
NM-011968,us-west,enterprise,5,21.7,148.7,10,16.92,338.0,1
NM-011969,us-west,free,4,21.47,114.9,7,23.04,862.28,0
NM-011970,eu-west,pro,5,19.68,76.9,8,6.12,423.16,0
NM-011971,us-east,basic,3,17.56,42.1,8,13.82,1169.18,0
NM-011972,eu-west,basic,3,25.18,144.7,15,5.9,264.81,0
NM-011973,us-east,free,1,18.93,28.4,10,33.89,1847.35,0
NM-011974,eu-west,basic,5,20.75,21.0,4,11.35,353.54,0
NM-011975,eu-west,pro,4,21.64,34.1,11,8.17,339.97,0
NM-011976,us-east,pro,5,20.29,64.4,6,7.98,284.77,0
NM-011977,ap-south,basic,4,19.07,124.9,9,5.36,243.11,0
NM-011978,ap-south,free,1,21.01,104.0,6,24.29,756.07,0
NM-011979,us-west,basic,5,22.73,194.6,2,13.01,609.32,0
NM-011980,us-west,basic,4,21.97,56.8,6,21.52,774.1,0
NM-011981,ap-south,enterprise,1,18.3,110.2,8,30.17,1192.35,0
NM-011982,eu-west,free,4,20.38,41.7,11,6.24,265.08,0
NM-011983,eu-west,free,4,23.15,47.2,4,13.77,1053.11,0
NM-011984,us-west,basic,3,19.67,128.6,11,7.78,0.0,0
NM-011985,eu-west,free,3,25.49,93.4,13,6.75,520.88,0
NM-011986,us-east,free,4,22.4,56.8,6,21.1,822.68,0
NM-011987,us-east,free,2,21.97,97.0,7,9.72,560.22,0
NM-011988,ap-south,basic,4,22.66,259.7,12,18.77,1385.44,0
NM-011989,us-west,pro,4,20.18,92.1,7,11.89,407.77,0
NM-011990,us-east,basic,3,22.47,64.3,12,19.85,1144.68,1
NM-011991,ap-south,basic,3,18.78,23.1,9,5.85,553.89,0
NM-011992,eu-west,basic,2,20.07,32.9,6,12.11,541.92,0
NM-011993,us-east,pro,4,17.16,138.0,8,43.37,2380.32,0
NM-011994,eu-west,basic,4,19.9,27.2,7,10.37,434.27,0
NM-011995,us-west,free,5,22.11,62.8,8,7.41,583.19,0
NM-011996,us-east,basic,3,21.2,140.6,7,26.88,1144.08,0
NM-011997,sa-east,free,5,21.82,52.3,8,12.36,835.5,0
NM-011998,eu-west,free,4,19.53,124.2,11,5.93,580.87,0
NM-011999,us-west,basic,4,21.74,44.2,6,16.08,696.01,0
NM-012000,us-west,basic,5,20.74,35.3,5,9.79,481.21,0
NM-012001,sa-east,free,4,24.05,53.2,13,19.56,928.99,0
NM-012002,sa-east,basic,5,20.12,50.2,3,4.11,252.42,1
NM-012003,us-west,free,3,20.85,54.0,9,23.15,1185.09,0
NM-012004,us-west,free,4,22.01,27.1,4,12.02,571.65,0
NM-012005,eu-west,free,2,18.06,111.3,8,6.99,258.63,0
NM-012006,us-west,free,5,22.2,43.4,11,23.91,1220.61,0
NM-012007,eu-west,free,4,18.3,72.0,5,6.78,398.24,0
NM-012008,us-east,basic,5,21.76,128.2,6,3.82,0.0,0
NM-012009,us-east,enterprise,4,24.09,99.7,10,15.89,1239.88,0
NM-012010,us-east,free,2,23.05,89.0,8,14.16,468.13,0
NM-012011,ap-south,basic,4,20.31,127.3,7,6.92,561.65,0
NM-012012,us-east,free,2,22.24,84.6,4,8.07,754.54,0
NM-012013,us-east,basic,5,21.34,85.3,10,9.77,30.61,0
NM-012014,us-west,basic,4,22.53,39.2,8,23.46,1060.54,0
NM-012015,ap-south,free,5,16.08,86.0,6,11.67,560.19,0
NM-012016,sa-east,basic,5,20.37,63.2,4,12.89,919.09,0
NM-012017,us-west,basic,5,21.3,183.3,8,19.53,1146.64,0
NM-012018,us-east,free,4,20.14,41.0,4,34.14,1848.66,0
NM-012019,eu-west,pro,5,19.68,104.9,8,10.05,392.53,0
NM-012020,sa-east,basic,4,18.18,21.2,7,12.67,933.59,0
NM-012021,us-east,free,4,22.13,29.2,7,14.26,1096.9,0
NM-012022,us-west,basic,4,23.63,126.9,16,3.14,480.19,0
NM-012023,ap-south,free,2,21.52,72.4,8,15.21,327.36,0
NM-012024,sa-east,pro,3,22.79,55.3,8,11.01,389.82,0
NM-012025,eu-west,basic,4,20.72,77.1,10,29.06,1190.34,0
NM-012026,us-east,pro,3,24.77,77.9,7,13.25,782.82,0
NM-012027,us-west,enterprise,3,20.08,75.8,7,12.89,485.58,1
NM-012028,eu-west,free,4,20.3,184.0,12,6.38,252.14,0
NM-012029,us-east,free,1,21.71,59.5,10,5.02,306.14,0
NM-012030,us-east,basic,3,22.04,25.2,8,10.5,0.0,0
NM-012031,eu-west,free,5,23.4,28.1,7,2.34,73.29,0
NM-012032,eu-west,enterprise,1,20.83,88.0,9,11.2,733.98,0
NM-012033,us-east,basic,4,22.67,78.4,13,8.57,0.0,1
NM-012034,us-east,free,2,21.32,104.9,2,15.55,770.48,0
NM-012035,sa-east,pro,4,18.24,16.5,9,11.64,548.53,0
NM-012036,eu-west,free,3,20.34,56.9,8,38.79,1951.39,0
NM-012037,us-east,enterprise,4,22.26,83.9,8,11.17,720.53,0
NM-012038,us-east,basic,3,21.23,78.6,4,39.17,2309.43,0
NM-012039,us-west,pro,3,24.66,49.6,11,4.02,0.0,0
NM-012040,ap-south,free,4,22.18,31.7,6,8.47,0.0,0
NM-012041,sa-east,free,1,22.32,83.5,5,7.96,407.74,0
NM-012042,sa-east,free,3,20.97,784.7,8,25.27,1380.05,0
NM-012043,ap-south,basic,4,22.75,59.3,8,8.33,271.3,0
NM-012044,us-west,free,4,20.43,33.9,5,14.64,709.44,0
NM-012045,ap-south,free,2,23.03,100.6,5,1.28,304.82,0
NM-012046,us-west,free,2,20.59,119.0,11,10.44,640.53,0
NM-012047,us-east,pro,1,21.42,61.7,7,23.1,965.22,0
NM-012048,us-west,free,3,20.04,126.2,13,12.83,640.34,0
NM-012049,us-east,basic,4,22.54,42.6,6,19.07,1161.89,0
NM-012050,us-west,free,4,18.14,152.4,7,13.88,760.18,0
NM-012051,us-west,pro,3,21.21,27.3,0,9.44,287.4,0
NM-012052,sa-east,free,4,19.6,53.7,8,4.64,484.59,0
NM-012053,eu-west,free,1,23.24,44.8,6,7.24,501.31,0
NM-012054,ap-south,free,4,17.13,60.4,6,30.82,1448.27,0
NM-012055,ap-south,free,4,19.94,85.1,12,13.62,596.22,0
NM-012056,us-east,basic,4,20.14,81.3,9,1.87,0.0,0
NM-012057,eu-west,basic,4,19.44,69.5,7,2.96,364.06,1
NM-012058,us-east,free,3,20.56,1790.7,8,3.55,0.0,0
NM-012059,eu-west,free,1,19.35,40.7,8,27.91,1361.1,0
NM-012060,ap-south,free,3,17.85,118.1,7,18.53,1111.56,0
NM-012061,us-east,free,3,21.0,156.4,6,4.44,119.77,0
NM-012062,us-east,basic,3,20.67,177.5,8,6.72,388.23,0
NM-012063,ap-south,free,4,21.18,83.1,10,11.66,439.49,0
NM-012064,us-east,basic,3,20.32,93.3,4,23.99,944.46,0
NM-012065,ap-south,free,1,23.26,37.8,7,12.13,555.86,0
NM-012066,sa-east,basic,4,21.24,159.1,8,3.66,0.0,0
NM-012067,ap-south,basic,3,16.16,94.7,2,13.41,297.49,0
NM-012068,us-west,basic,3,17.46,136.5,10,11.67,273.96,0
